game_id,Game,Spread Bet,home_team_spread_line,Spread Prediction,edge_spread,Spread Confidence,total_line,Total Prediction,edge_total,Total Bet,id_x,start_date,home_team,away_team,Date,Time,Home Team,Away Team,id_y,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401757285,Kennesaw State @ Florida International,Home,3.0,-0.33,3.33,High,48.5,56.78715483498647,0.0,No Bet,401757285,2025-10-21 19:00:00-04:00,Florida International,Kennesaw State,2025-10-21,19:00:00,Florida International,Kennesaw State,401757285,26.0,45.0,Loss,No Bet,-19.0,71.0
401757286,Western Kentucky @ Louisiana Tech,Away,-5.0,11.46,16.46,High,50.0,59.45859693609105,0.0,No Bet,401757286,2025-10-21 19:30:00-04:00,Louisiana Tech,Western Kentucky,2025-10-21,19:30:00,Louisiana Tech,Western Kentucky,401757286,27.0,28.0,Win,No Bet,-1.0,55.0
401757287,Middle Tennessee @ Delaware,Away,-8.0,18.12,26.12,High,55.0,59.946069761824766,0.0,No Bet,401757287,2025-10-22 19:30:00-04:00,Delaware,Middle Tennessee,2025-10-22,19:30:00,Delaware,Middle Tennessee,401757287,31.0,28.0,Win,No Bet,3.0,59.0
401757288,Missouri State @ New Mexico State,Away,2.5,9.3,6.800000000000001,High,51.5,59.64896574466033,0.0,No Bet,401757288,2025-10-22 21:00:00-04:00,New Mexico State,Missouri State,2025-10-22,21:00:00,New Mexico State,Missouri State,401757288,17.0,24.0,Win,No Bet,-7.0,41.0
401761634,South Alabama @ Georgia State,Home,6.0,-4.53,10.53,High,54.0,53.41372102379214,0.0,No Bet,401761634,2025-10-23 19:30:00-04:00,Georgia State,South Alabama,2025-10-23,19:30:00,Georgia State,South Alabama,401761634,31.0,38.0,Loss,No Bet,-7.0,69.0
401762492,North Texas @ Charlotte,Home,25.0,-24.94,49.94,High,61.5,58.29132035412651,0.0,No Bet,401762492,2025-10-24 19:00:00-04:00,Charlotte,North Texas,2025-10-24,19:00:00,Charlotte,North Texas,401762492,20.0,54.0,Loss,No Bet,-34.0,74.0
401754372,California @ Virginia Tech,Away,-6.0,3.8,9.8,High,51.0,45.189959286472856,0.0,No Bet,401754372,2025-10-24 19:30:00-04:00,Virginia Tech,California,2025-10-24,19:30:00,Virginia Tech,California,401754372,42.0,34.0,Loss,No Bet,8.0,76.0
401760397,Boise State @ Nevada,Home,21.0,-13.33,34.33,High,50.5,54.39705490460291,0.0,No Bet,401760397,2025-10-24 22:00:00-04:00,Nevada,Boise State,2025-10-24,22:00:00,Nevada,Boise State,401760397,3.0,24.0,Push,No Bet,-21.0,27.0
401752750,Ole Miss @ Oklahoma,Away,-5.5,10.98,16.48,High,52.5,52.66635108689219,0.0,No Bet,401752750,2025-10-25 12:00:00-04:00,Oklahoma,Ole Miss,2025-10-25,12:00:00,Oklahoma,Ole Miss,401752750,26.0,34.0,Win,No Bet,-8.0,60.0
401752883,Northwestern @ Nebraska,Away,-7.0,13.92,20.92,High,44.5,57.264853513495375,12.764853513495376,Over,401752883,2025-10-25 12:00:00-04:00,Nebraska,Northwestern,2025-10-25,12:00:00,Nebraska,Northwestern,401752883,28.0,21.0,Push,Win,7.0,49.0
401752884,Rutgers @ Purdue,Away,-2.5,3.88,6.38,High,60.0,66.95519436050587,0.0,No Bet,401752884,2025-10-25 12:00:00-04:00,Purdue,Rutgers,2025-10-25,12:00:00,Purdue,Rutgers,401752884,24.0,27.0,Win,No Bet,-3.0,51.0
401752885,UCLA @ Indiana,Away,-27.5,34.49,61.99,High,53.5,54.48177332974779,0.0,No Bet,401752885,2025-10-25 12:00:00-04:00,Indiana,UCLA,2025-10-25,12:00:00,Indiana,UCLA,401752885,56.0,6.0,Loss,No Bet,50.0,62.0
401752942,SMU @ Wake Forest,Home,5.5,4.35,1.1500000000000004,High,53.0,51.606557749546035,0.0,No Bet,401752942,2025-10-25 12:00:00-04:00,Wake Forest,SMU,2025-10-25,12:00:00,Wake Forest,SMU,401752942,13.0,12.0,Win,No Bet,1.0,25.0
401754571,Syracuse @ Georgia Tech,Away,-17.5,18.28,35.78,High,52.5,57.42820951940067,0.0,No Bet,401754571,2025-10-25 12:00:00-04:00,Georgia Tech,Syracuse,2025-10-25,12:00:00,Georgia Tech,Syracuse,401754571,41.0,16.0,Loss,No Bet,25.0,57.0
401754573,Virginia @ North Carolina,Home,11.0,-13.72,24.72,High,50.5,48.823881433968474,0.0,No Bet,401754573,2025-10-25 12:00:00-04:00,North Carolina,Virginia,2025-10-25,12:00:00,North Carolina,Virginia,401754573,16.0,17.0,Win,No Bet,-1.0,33.0
401756932,Kansas State @ Kansas,Away,-3.5,12.29,15.79,High,56.0,57.557242361469704,0.0,No Bet,401756932,2025-10-25 12:00:00-04:00,Kansas,Kansas State,2025-10-25,12:00:00,Kansas,Kansas State,401756932,17.0,42.0,Win,No Bet,-25.0,59.0
401761635,App State @ Old Dominion,Away,-13.5,19.46,32.96,High,62.5,49.31305983006823,13.186940169931772,Under,401761635,2025-10-25 12:00:00-04:00,Old Dominion,App State,2025-10-25,12:00:00,Old Dominion,App State,401761635,24.0,21.0,Win,Win,3.0,45.0
401762494,South Florida @ Memphis,No Bet,3.5,2.56,0.0,,59.5,56.67516109222823,0.0,No Bet,401762494,2025-10-25 12:00:00-04:00,Memphis,South Florida,2025-10-25,12:00:00,Memphis,South Florida,401762494,34.0,31.0,No Bet,No Bet,3.0,65.0
401762846,Bowling Green @ Kent State,Home,7.5,-2.41,9.91,High,48.0,55.16493703613116,0.0,No Bet,401762846,2025-10-25 12:00:00-04:00,Kent State,Bowling Green,2025-10-25,12:00:00,Kent State,Bowling Green,401762846,24.0,21.0,Win,No Bet,3.0,45.0
401762848,Ohio @ Eastern Michigan,Home,12.0,-5.24,17.240000000000002,High,60.0,63.7511911036651,0.0,No Bet,401762848,2025-10-25 12:00:00-04:00,Eastern Michigan,Ohio,2025-10-25,12:00:00,Eastern Michigan,Ohio,401762848,21.0,28.0,Win,No Bet,-7.0,49.0
401752746,Auburn @ Arkansas,Away,-2.5,5.42,7.92,High,56.0,53.55294697047416,0.0,No Bet,401752746,2025-10-25 12:45:00-04:00,Arkansas,Auburn,2025-10-25,12:45:00,Arkansas,Auburn,401752746,24.0,33.0,Win,No Bet,-9.0,57.0
401762844,Akron @ Buffalo,Away,-10.0,16.39,26.39,High,49.0,49.41228754205594,0.0,No Bet,401762844,2025-10-25 13:00:00-04:00,Buffalo,Akron,2025-10-25,13:00:00,Buffalo,Akron,401762844,16.0,24.0,Win,No Bet,-8.0,40.0
401757172,UConn @ Rice,Home,10.0,-10.1,20.1,High,48.5,45.31549647574001,0.0,No Bet,401757172,2025-10-25 15:00:00-04:00,Rice,UConn,2025-10-25,15:00:00,Rice,UConn,401757172,37.0,34.0,Win,No Bet,3.0,71.0
401760400,Utah State @ New Mexico,Away,-3.0,8.42,11.42,High,61.0,59.3212821178595,0.0,No Bet,401760400,2025-10-25 15:00:00-04:00,New Mexico,Utah State,2025-10-25,15:00:00,New Mexico,Utah State,401760400,33.0,14.0,Loss,No Bet,19.0,47.0
401752751,Alabama @ South Carolina,Home,11.5,-9.83,21.33,High,48.0,54.05483531398025,0.0,No Bet,401752751,2025-10-25 15:30:00-04:00,South Carolina,Alabama,2025-10-25,15:30:00,South Carolina,Alabama,401752751,22.0,29.0,Win,No Bet,-7.0,51.0
401752752,Missouri @ Vanderbilt,Away,-3.0,9.16,12.16,High,52.5,62.2626770443894,0.0,No Bet,401752752,2025-10-25 15:30:00-04:00,Vanderbilt,Missouri,2025-10-25,15:30:00,Vanderbilt,Missouri,401752752,17.0,10.0,Loss,No Bet,7.0,27.0
401752880,Illinois @ Washington,Away,-3.0,6.48,9.48,High,54.5,56.07319970637422,0.0,No Bet,401752880,2025-10-25 15:30:00-04:00,Washington,Illinois,2025-10-25,15:30:00,Washington,Illinois,401752880,42.0,25.0,Loss,No Bet,17.0,67.0
