game_id,Game,Spread Bet,home_team_spread_line,Spread Prediction,edge_spread,Spread Confidence,total_line,Total Prediction,edge_total,Total Bet,id_x,start_date,home_team,away_team,Date,Time,Home Team,Away Team,id_y,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401757289,UTEP @ Kennesaw State,Away,-11.5,17.57,29.07,High,53.0,46.237318870752944,0.0,No Bet,401757289,2025-10-28 20:00:00-04:00,Kennesaw State,UTEP,2025-10-28,20:00:00,Kennesaw State,UTEP,401757289,33.0,20.0,Loss,No Bet,13.0,53.0
401761639,James Madison @ Texas State,Home,7.5,-0.24,7.74,High,55.0,52.2278527310059,0.0,No Bet,401761639,2025-10-28 20:00:00-04:00,Texas State,James Madison,2025-10-28,20:00:00,Texas State,James Madison,401761639,20.0,52.0,Loss,No Bet,-32.0,72.0
401757292,Jacksonville State @ Middle Tennessee,Home,4.5,-2.67,7.17,High,54.0,59.20631086961207,0.0,No Bet,401757292,2025-10-29 19:30:00-04:00,Middle Tennessee,Jacksonville State,2025-10-29,19:30:00,Middle Tennessee,Jacksonville State,401757292,21.0,24.0,Win,No Bet,-3.0,45.0
401757291,Florida International @ Missouri State,Away,-3.0,8.5,11.5,High,50.0,60.74992447634567,10.749924476345669,Over,401757291,2025-10-29 20:00:00-04:00,Missouri State,Florida International,2025-10-29,20:00:00,Missouri State,Florida International,401757291,28.0,21.0,Loss,Loss,7.0,49.0
401761640,Marshall @ Coastal Carolina,Home,7.0,-3.04,10.04,High,54.5,44.4306922908968,10.0693077091032,Under,401761640,2025-10-30 19:30:00-04:00,Coastal Carolina,Marshall,2025-10-30,19:30:00,Coastal Carolina,Marshall,401761640,44.0,27.0,Win,Loss,17.0,71.0
401762443,Tulane @ UTSA,Home,6.0,4.44,1.5599999999999996,High,54.0,43.81067755321939,10.189322446780608,Under,401762443,2025-10-30 19:30:00-04:00,UTSA,Tulane,2025-10-30,19:30:00,UTSA,Tulane,401762443,48.0,26.0,Win,Loss,22.0,74.0
401762497,Memphis @ Rice,Home,14.0,-14.28,28.28,High,48.0,53.20911915553341,0.0,No Bet,401762497,2025-10-31 19:00:00-04:00,Rice,Memphis,2025-10-31,19:00:00,Rice,Memphis,401762497,14.0,38.0,Loss,No Bet,-24.0,52.0
401754575,North Carolina @ Syracuse,Away,-1.5,10.84,12.34,High,45.5,47.59975082020062,0.0,No Bet,401754575,2025-10-31 19:30:00-04:00,Syracuse,North Carolina,2025-10-31,19:30:00,Syracuse,North Carolina,401754575,10.0,27.0,Win,No Bet,-17.0,37.0
401757290,Sam Houston @ Louisiana Tech,Away,-16.5,24.22,40.72,High,48.0,47.379962853802525,0.0,No Bet,401757290,2025-10-31 20:00:00-04:00,Louisiana Tech,Sam Houston,2025-10-31,20:00:00,Louisiana Tech,Sam Houston,401757290,55.0,14.0,Loss,No Bet,41.0,69.0
401752758,Vanderbilt @ Texas,Away,-3.5,5.78,9.28,High,48.5,53.27046043400712,0.0,No Bet,401752758,2025-11-01 12:00:00-04:00,Texas,Vanderbilt,2025-11-01,12:00:00,Texas,Vanderbilt,401752758,34.0,31.0,Win,No Bet,3.0,65.0
401752889,Penn State @ Ohio State,Away,-18.0,22.58,40.58,High,45.5,48.30434215472614,0.0,No Bet,401752889,2025-11-01 12:00:00-04:00,Ohio State,Penn State,2025-11-01,12:00:00,Ohio State,Penn State,401752889,38.0,14.0,Loss,No Bet,24.0,52.0
401752891,Rutgers @ Illinois,Away,-13.0,15.66,28.66,High,63.5,67.11504493152967,0.0,No Bet,401752891,2025-11-01 12:00:00-04:00,Illinois,Rutgers,2025-11-01,12:00:00,Illinois,Rutgers,401752891,35.0,13.0,Loss,No Bet,22.0,48.0
401754577,Duke @ Clemson,Away,-4.0,2.61,6.609999999999999,High,55.0,54.83055218452906,0.0,No Bet,401754577,2025-11-01 12:00:00-04:00,Clemson,Duke,2025-11-01,12:00:00,Clemson,Duke,401754577,45.0,46.0,Win,No Bet,-1.0,91.0
401754581,Miami @ SMU,Home,8.5,-5.99,14.49,High,50.5,49.55861007532658,0.0,No Bet,401754581,2025-11-01 12:00:00-04:00,SMU,Miami,2025-11-01,12:00:00,SMU,Miami,401754581,26.0,20.0,Win,No Bet,6.0,46.0
401756936,UCF @ Baylor,Away,-3.0,1.19,4.1899999999999995,High,58.5,52.12279738528037,0.0,No Bet,401756936,2025-11-01 12:00:00-04:00,Baylor,UCF,2025-11-01,12:00:00,Baylor,UCF,401756936,30.0,3.0,Loss,No Bet,27.0,33.0
401756938,West Virginia @ Houston,Away,-13.0,16.06,29.06,High,48.5,42.803797452123334,0.0,No Bet,401756938,2025-11-01 12:00:00-04:00,Houston,West Virginia,2025-11-01,12:00:00,Houston,West Virginia,401756938,35.0,45.0,Win,No Bet,-10.0,80.0
401757173,UAB @ UConn,Away,-10.5,18.44,28.94,High,61.5,57.91576519512917,0.0,No Bet,401757173,2025-11-01 12:00:00-04:00,UConn,UAB,2025-11-01,12:00:00,UConn,UAB,401757173,38.0,19.0,Loss,No Bet,19.0,57.0
401760401,Army @ Air Force,No Bet,1.0,1.91,0.0,,48.5,56.80950292744207,0.0,No Bet,401760401,2025-11-01 12:00:00-04:00,Air Force,Army,2025-11-01,12:00:00,Air Force,Army,401760401,17.0,20.0,No Bet,No Bet,-3.0,37.0
401762499,Navy @ North Texas,Away,-6.5,16.22,22.72,High,68.5,64.7265819934212,0.0,No Bet,401762499,2025-11-01 12:00:00-04:00,North Texas,Navy,2025-11-01,12:00:00,North Texas,Navy,401762499,31.0,17.0,Loss,No Bet,14.0,48.0
401762849,Buffalo @ Bowling Green,Away,-2.5,7.69,10.19,High,44.0,46.83044279994213,0.0,No Bet,401762849,2025-11-01 12:00:00-04:00,Bowling Green,Buffalo,2025-11-01,12:00:00,Bowling Green,Buffalo,401762849,3.0,28.0,Win,No Bet,-25.0,31.0
