game_id,Game,Spread Bet,home_team_spread_line,Spread Prediction,edge_spread,Spread Confidence,total_line,Total Prediction,edge_total,Total Bet,id_x,start_date,home_team,away_team,Date,Time,Home Team,Away Team,id_y,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401762856,Kent State @ Akron,Away,-7.5,8.11,15.61,High,49.5,44.56544904077729,0.0,No Bet,401762856,2025-11-11 19:30:00-05:00,Akron,Kent State,2025-11-11,19:30:00,Akron,Kent State,401762856,35.0,42.0,Win,No Bet,-7.0,77.0
401762857,Ohio @ Western Michigan,Away,-1.5,5.89,7.39,High,47.0,51.28783795855205,0.0,No Bet,401762857,2025-11-11 20:00:00-05:00,Western Michigan,Ohio,2025-11-11,20:00:00,Western Michigan,Ohio,401762857,17.0,13.0,Loss,No Bet,4.0,30.0
401762858,Buffalo @ Central Michigan,Away,-2.0,6.91,8.91,High,45.0,44.35345476141401,0.0,No Bet,401762858,2025-11-12 19:00:00-05:00,Central Michigan,Buffalo,2025-11-12,19:00:00,Central Michigan,Buffalo,401762858,38.0,19.0,Loss,No Bet,19.0,57.0
401762859,Northern Illinois @ Massachusetts,Home,9.5,-7.4,16.9,High,43.0,39.099669685952435,0.0,No Bet,401762859,2025-11-12 19:00:00-05:00,Massachusetts,Northern Illinois,2025-11-12,19:00:00,Massachusetts,Northern Illinois,401762859,3.0,45.0,Loss,No Bet,-42.0,48.0
401762860,Toledo @ Miami (OH),Home,5.5,-4.23,9.73,High,44.0,44.4178240729318,0.0,No Bet,401762860,2025-11-12 19:00:00-05:00,Miami (OH),Toledo,2025-11-12,19:00:00,Miami (OH),Toledo,401762860,3.0,24.0,Loss,No Bet,-21.0,27.0
401761649,Troy @ Old Dominion,Away,-10.0,14.11,24.11,High,53.0,61.61010388085998,0.0,No Bet,401761649,2025-11-13 19:30:00-05:00,Old Dominion,Troy,2025-11-13,19:30:00,Old Dominion,Troy,401761649,33.0,0.0,Loss,No Bet,33.0,33.0
401754591,Clemson @ Louisville,Away,-1.5,9.0,10.5,High,51.0,47.754004641420934,0.0,No Bet,401754591,2025-11-14 19:30:00-05:00,Louisville,Clemson,2025-11-14,19:30:00,Louisville,Clemson,401754591,19.0,20.0,Win,No Bet,-1.0,39.0
401752904,Minnesota @ Oregon,Away,-27.0,27.26,54.260000000000005,High,46.0,42.13007883921634,0.0,No Bet,401752904,2025-11-14 21:00:00-05:00,Oregon,Minnesota,2025-11-14,21:00:00,Oregon,Minnesota,401752904,42.0,13.0,Loss,No Bet,29.0,55.0
401752772,South Carolina @ Texas A&M,Away,-16.5,21.12,37.620000000000005,High,49.5,64.67029563536977,15.170295635369769,Over,401752772,2025-11-15 12:00:00-05:00,Texas A&M,South Carolina,2025-11-15,12:00:00,Texas A&M,South Carolina,401752772,31.0,30.0,Win,Win,1.0,61.0
401752901,Wisconsin @ Indiana,Away,-28.0,37.8,65.8,High,43.5,49.26484224290499,0.0,No Bet,401752901,2025-11-15 12:00:00-05:00,Indiana,Wisconsin,2025-11-15,12:00:00,Indiana,Wisconsin,401752901,31.0,7.0,Win,No Bet,24.0,38.0
