game_id,Game,Spread Bet,home_team_spread_line,Spread Prediction,edge_spread,Spread Confidence,total_line,Total Prediction,edge_total,Total Bet,id_x,start_date,home_team,away_team,Date,Time,Home Team,Away Team,id_y,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401757282,New Mexico State @ Liberty,Away,-10.5,8.74,19.24,High,47.5,42.53034992829774,0.0,No Bet,401757282,2025-10-14 19:00:00-04:00,Liberty,New Mexico State,2025-10-14,19:00:00,Liberty,New Mexico State,401757282,30.0,27.0,Win,No Bet,3.0,57.0
401761628,Arkansas State @ South Alabama,Away,-8.5,8.7,17.2,High,57.0,49.47587286181807,0.0,No Bet,401761628,2025-10-14 19:30:00-04:00,South Alabama,Arkansas State,2025-10-14,19:30:00,South Alabama,Arkansas State,401761628,14.0,15.0,Win,No Bet,-1.0,29.0
401757281,Florida International @ Western Kentucky,Away,-10.0,19.1,29.1,High,55.5,65.16155048204058,0.0,No Bet,401757281,2025-10-14 20:00:00-04:00,Western Kentucky,Florida International,2025-10-14,20:00:00,Western Kentucky,Florida International,401757281,6.0,25.0,Win,No Bet,-19.0,31.0
401757283,Delaware @ Jacksonville State,Away,3.0,5.24,2.24,High,56.0,53.539366536565694,0.0,No Bet,401757283,2025-10-15 19:00:00-04:00,Jacksonville State,Delaware,2025-10-15,19:00:00,Jacksonville State,Delaware,401757283,38.0,25.0,Loss,No Bet,13.0,63.0
401757284,UTEP @ Sam Houston,Home,3.5,-2.7,6.2,High,46.5,40.4305884288508,0.0,No Bet,401757284,2025-10-15 19:00:00-04:00,Sam Houston,UTEP,2025-10-15,19:00:00,Sam Houston,UTEP,401757284,17.0,35.0,Loss,No Bet,-18.0,52.0
401762486,Tulsa @ East Carolina,Away,-16.5,21.2,37.7,High,55.0,59.10555329327811,0.0,No Bet,401762486,2025-10-16 19:30:00-04:00,East Carolina,Tulsa,2025-10-16,19:30:00,East Carolina,Tulsa,401762486,41.0,27.0,Win,No Bet,14.0,68.0
401754564,Louisville @ Miami,Away,-10.5,14.12,24.619999999999997,High,49.5,49.71961180641493,0.0,No Bet,401754564,2025-10-17 19:00:00-04:00,Miami,Louisville,2025-10-17,19:00:00,Miami,Louisville,401754564,21.0,24.0,Win,No Bet,-3.0,45.0
401752872,Nebraska @ Minnesota,Home,7.0,-5.12,12.12,High,47.5,55.03477365366856,0.0,No Bet,401752872,2025-10-17 20:00:00-04:00,Minnesota,Nebraska,2025-10-17,20:00:00,Minnesota,Nebraska,401752872,24.0,6.0,Win,No Bet,18.0,30.0
401760396,San José State @ Utah State,Away,-3.0,12.52,15.52,High,63.5,65.38682615342141,0.0,No Bet,401760396,2025-10-17 21:00:00-04:00,Utah State,San José State,2025-10-17,21:00:00,Utah State,San José State,401760396,30.0,25.0,Loss,No Bet,5.0,55.0
401754371,North Carolina @ California,Away,-7.5,14.99,22.49,High,46.5,45.70798199215673,0.0,No Bet,401754371,2025-10-17 22:30:00-04:00,California,North Carolina,2025-10-17,22:30:00,California,North Carolina,401754371,21.0,18.0,Win,No Bet,3.0,39.0
401752745,LSU @ Vanderbilt,Away,-1.5,13.9,15.4,High,48.0,59.57193338782867,11.571933387828672,Over,401752745,2025-10-18 12:00:00-04:00,Vanderbilt,LSU,2025-10-18,12:00:00,Vanderbilt,LSU,401752745,31.0,24.0,Loss,Win,7.0,55.0
401752873,Washington @ Michigan,Away,-4.0,3.64,7.640000000000001,High,50.5,55.09584690050253,0.0,No Bet,401752873,2025-10-18 12:00:00-04:00,Michigan,Washington,2025-10-18,12:00:00,Michigan,Washington,401752873,24.0,7.0,Loss,No Bet,17.0,31.0
401754566,Georgia Tech @ Duke,Away,-3.5,7.19,10.69,High,60.5,63.35247131192587,0.0,No Bet,401754566,2025-10-18 12:00:00-04:00,Duke,Georgia Tech,2025-10-18,12:00:00,Duke,Georgia Tech,401754566,18.0,27.0,Win,No Bet,-9.0,45.0
401754569,UConn @ Boston College,Home,2.5,-3.82,6.32,High,58.0,58.10490101389614,0.0,No Bet,401754569,2025-10-18 12:00:00-04:00,Boston College,UConn,2025-10-18,12:00:00,Boston College,UConn,401754569,23.0,38.0,Loss,No Bet,-15.0,61.0
401756925,Arizona @ Houston,Away,2.0,7.67,5.67,High,47.0,43.71054925818686,0.0,No Bet,401756925,2025-10-18 12:00:00-04:00,Houston,Arizona,2025-10-18,12:00:00,Houston,Arizona,401756925,31.0,28.0,Loss,No Bet,3.0,59.0
401756927,Baylor @ TCU,Away,-3.5,10.96,14.46,High,66.5,56.625499290012456,0.0,No Bet,401756927,2025-10-18 12:00:00-04:00,TCU,Baylor,2025-10-18,12:00:00,TCU,Baylor,401756927,42.0,36.0,Loss,No Bet,6.0,78.0
401762488,Army @ Tulane,Away,-9.5,10.43,19.93,High,44.5,42.35573602081376,0.0,No Bet,401762488,2025-10-18 12:00:00-04:00,Tulane,Army,2025-10-18,12:00:00,Tulane,Army,401762488,24.0,17.0,Win,No Bet,7.0,41.0
401762839,Central Michigan @ Bowling Green,Away,-3.0,12.86,15.86,High,43.5,55.74415939091253,12.244159390912529,Over,401762839,2025-10-18 12:00:00-04:00,Bowling Green,Central Michigan,2025-10-18,12:00:00,Bowling Green,Central Michigan,401762839,6.0,27.0,Win,Loss,-21.0,33.0
401762841,Eastern Michigan @ Miami (OH),Away,-12.5,14.95,27.45,High,47.0,60.22004819847489,13.220048198474892,Over,401762841,2025-10-18 12:00:00-04:00,Miami (OH),Eastern Michigan,2025-10-18,12:00:00,Miami (OH),Eastern Michigan,401762841,44.0,30.0,Loss,Win,14.0,74.0
401752744,Oklahoma @ South Carolina,Home,4.0,-1.49,5.49,High,43.0,48.036970369141805,0.0,No Bet,401752744,2025-10-18 12:45:00-04:00,South Carolina,Oklahoma,2025-10-18,12:45:00,South Carolina,Oklahoma,401752744,7.0,26.0,Loss,No Bet,-19.0,33.0
401756928,West Virginia @ UCF,Away,-6.5,10.49,16.990000000000002,High,46.0,48.23458978146315,0.0,No Bet,401756928,2025-10-18 13:00:00-04:00,UCF,West Virginia,2025-10-18,13:00:00,UCF,West Virginia,401756928,45.0,13.0,Loss,No Bet,32.0,58.0
401762842,Kent State @ Toledo,Away,-25.0,25.49,50.489999999999995,High,48.5,49.73771588911595,0.0,No Bet,401762842,2025-10-18 14:00:00-04:00,Toledo,Kent State,2025-10-18,14:00:00,Toledo,Kent State,401762842,45.0,10.0,Loss,No Bet,35.0,55.0
401762840,Buffalo @ Massachusetts,Home,16.5,-7.75,24.25,High,47.5,49.30609124951443,0.0,No Bet,401762840,2025-10-18 14:30:00-04:00,Massachusetts,Buffalo,2025-10-18,14:30:00,Massachusetts,Buffalo,401762840,21.0,28.0,Win,No Bet,-7.0,49.0
401752874,Purdue @ Northwestern,Away,-3.5,7.81,11.31,High,47.0,60.80757944800851,13.80757944800851,Over,401752874,2025-10-18 15:00:00-04:00,Northwestern,Purdue,2025-10-18,15:00:00,Northwestern,Purdue,401752874,19.0,0.0,Loss,Loss,19.0,19.0
401761633,Troy @ UL Monroe,Home,4.5,-4.23,8.73,High,46.0,39.82710697758916,0.0,No Bet,401761633,2025-10-18 15:00:00-04:00,UL Monroe,Troy,2025-10-18,15:00:00,UL Monroe,Troy,401761633,14.0,37.0,Loss,No Bet,-23.0,51.0
401752739,Texas A&M @ Arkansas,Home,7.0,3.63,3.37,High,57.5,61.24023913467534,0.0,No Bet,401752739,2025-10-18 15:30:00-04:00,Arkansas,Texas A&M,2025-10-18,15:30:00,Arkansas,Texas A&M,401752739,42.0,45.0,Win,No Bet,-3.0,87.0
401752742,Ole Miss @ Georgia,Away,-7.5,8.89,16.39,High,56.5,66.557709321372,10.057709321372002,Over,401752742,2025-10-18 15:30:00-04:00,Georgia,Ole Miss,2025-10-18,15:30:00,Georgia,Ole Miss,401752742,43.0,35.0,Loss,Win,8.0,78.0
401752877,Ohio State @ Wisconsin,Home,24.5,-17.29,41.79,High,41.0,37.176180949419845,0.0,No Bet,401752877,2025-10-18 15:30:00-04:00,Wisconsin,Ohio State,2025-10-18,15:30:00,Wisconsin,Ohio State,401752877,0.0,34.0,Loss,No Bet,-34.0,34.0
401752878,Michigan State @ Indiana,Away,-26.5,33.13,59.63,High,49.5,58.34304001385647,0.0,No Bet,401752878,2025-10-18 15:30:00-04:00,Indiana,Michigan State,2025-10-18,15:30:00,Indiana,Michigan State,401752878,38.0,13.0,Win,No Bet,25.0,51.0
401754565,SMU @ Clemson,Away,-3.5,8.0,11.5,High,50.0,51.94623398242731,0.0,No Bet,401754565,2025-10-18 15:30:00-04:00,Clemson,SMU,2025-10-18,15:30:00,Clemson,SMU,401754565,24.0,35.0,Win,No Bet,-11.0,59.0
401760392,Wyoming @ Air Force,Away,-4.0,11.43,15.43,High,56.5,62.87508418171107,0.0,No Bet,401760392,2025-10-18 15:30:00-04:00,Air Force,Wyoming,2025-10-18,15:30:00,Air Force,Wyoming,401760392,24.0,21.0,Win,No Bet,3.0,45.0
401760393,UNLV @ Boise State,Away,-13.0,10.91,23.91,High,61.0,61.10662684481132,0.0,No Bet,401760393,2025-10-18 15:30:00-04:00,Boise State,UNLV,2025-10-18,15:30:00,Boise State,UNLV,401760393,56.0,31.0,Loss,No Bet,25.0,87.0
