game_id,Game,Spread Bet,home_team_spread_line,Spread Prediction,edge_spread,Spread Confidence,total_line,Total Prediction,edge_total,Total Bet,id_x,start_date,home_team,away_team,Date,Time,Home Team,Away Team,id_y,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401757264,Marshall @ Middle Tennessee,Away,2.5,4.31,1.8099999999999996,High,46.5,39.53368289802224,0.0,No Bet,401757264,2025-09-20 19:00:00-04:00,Middle Tennessee,Marshall,2025-09-20,19:00:00,Middle Tennessee,Marshall,401757264,28.0,42.0,Win,No Bet,-14.0,70.0
401757265,UT Martin @ Missouri State,Away,-14.0,7.6,21.6,High,55.5,53.46700639260642,0.0,No Bet,401757265,2025-09-20 19:00:00-04:00,Missouri State,UT Martin,2025-09-20,19:00:00,Missouri State,UT Martin,401757265,42.0,10.0,Loss,No Bet,32.0,52.0
401757268,Nevada @ Western Kentucky,Away,-7.5,21.14,28.64,High,54.5,57.04918295017216,0.0,No Bet,401757268,2025-09-20 19:00:00-04:00,Western Kentucky,Nevada,2025-09-20,19:00:00,Western Kentucky,Nevada,401757268,31.0,16.0,Loss,No Bet,15.0,47.0
401760372,Boise State @ Air Force,Home,11.0,9.27,1.7300000000000004,High,52.0,63.24026880015156,11.24026880015156,Over,401760372,2025-09-20 19:00:00-04:00,Air Force,Boise State,2025-09-20,19:00:00,Air Force,Boise State,401760372,37.0,49.0,Loss,Win,-12.0,86.0
401761609,Maine @ Georgia Southern,Away,-22.0,8.08,30.08,High,57.5,54.62423736077466,0.0,No Bet,401761609,2025-09-20 19:00:00-04:00,Georgia Southern,Maine,2025-09-20,19:00:00,Georgia Southern,Maine,401761609,45.0,17.0,Loss,No Bet,28.0,62.0
401761611,Coastal Carolina @ South Alabama,Away,-15.0,18.37,33.370000000000005,High,51.5,58.667484024917414,0.0,No Bet,401761611,2025-09-20 19:00:00-04:00,South Alabama,Coastal Carolina,2025-09-20,19:00:00,South Alabama,Coastal Carolina,401761611,20.0,38.0,Win,No Bet,-18.0,58.0
401752709,Florida @ Miami,Away,-8.5,11.27,19.77,High,51.0,53.582178272145526,0.0,No Bet,401752709,2025-09-20 19:30:00-04:00,Miami,Florida,2025-09-20,19:30:00,Miami,Florida,401752709,26.0,7.0,Loss,No Bet,19.0,33.0
401752716,Georgia State @ Vanderbilt,Away,-28.0,35.89,63.89,High,53.5,52.45892878762876,0.0,No Bet,401752716,2025-09-20 19:30:00-04:00,Vanderbilt,Georgia State,2025-09-20,19:30:00,Vanderbilt,Georgia State,401752716,70.0,21.0,Loss,No Bet,49.0,91.0
401752842,Washington @ Washington State,Home,21.0,-8.49,29.49,High,52.0,48.58462722522207,0.0,No Bet,401752842,2025-09-20 19:30:00-04:00,Washington State,Washington,2025-09-20,19:30:00,Washington State,Washington,401752842,24.0,59.0,Loss,No Bet,-35.0,83.0
401752843,Illinois @ Indiana,Away,-6.5,10.54,17.04,High,51.0,50.589194606074464,0.0,No Bet,401752843,2025-09-20 19:30:00-04:00,Indiana,Illinois,2025-09-20,19:30:00,Indiana,Illinois,401752843,63.0,10.0,Loss,No Bet,53.0,73.0
401754539,Stanford @ Virginia,Away,-15.5,17.73,33.230000000000004,High,48.5,47.993098297015806,0.0,No Bet,401754539,2025-09-20 19:30:00-04:00,Virginia,Stanford,2025-09-20,19:30:00,Virginia,Stanford,401754539,48.0,20.0,Loss,No Bet,28.0,68.0
401756896,Arizona State @ Baylor,Away,-3.0,0.95,3.95,High,60.5,61.70474464315778,0.0,No Bet,401756896,2025-09-20 19:30:00-04:00,Baylor,Arizona State,2025-09-20,19:30:00,Baylor,Arizona State,401756896,24.0,27.0,Win,No Bet,-3.0,51.0
401756898,BYU @ East Carolina,No Bet,6.5,6.14,0.0,,50.0,48.74178946816731,0.0,No Bet,401756898,2025-09-20 19:30:00-04:00,East Carolina,BYU,2025-09-20,19:30:00,East Carolina,BYU,401756898,13.0,34.0,No Bet,No Bet,-21.0,47.0
401757263,Southern Miss @ Louisiana Tech,Away,-3.0,14.85,17.85,High,51.5,53.472532259885256,0.0,No Bet,401757263,2025-09-20 19:30:00-04:00,Louisiana Tech,Southern Miss,2025-09-20,19:30:00,Louisiana Tech,Southern Miss,401757263,30.0,20.0,Loss,No Bet,10.0,50.0
401752710,SE Louisiana @ LSU,Away,-49.0,21.46,70.46000000000001,High,60.0,43.58888411283719,16.411115887162808,Under,401752710,2025-09-20 19:45:00-04:00,LSU,SE Louisiana,2025-09-20,19:45:00,LSU,SE Louisiana,401752710,56.0,10.0,Win,Loss,46.0,66.0
401752723,Sam Houston @ Texas,Away,-39.5,26.07,65.57,High,51.5,49.277846186193315,0.0,No Bet,401752723,2025-09-20 20:00:00-04:00,Texas,Sam Houston,2025-09-20,20:00:00,Texas,Sam Houston,401752723,55.0,0.0,Loss,No Bet,55.0,55.0
401760377,McNeese @ Utah State,Away,-23.5,19.77,43.27,High,63.0,48.780017580433054,14.219982419566946,Under,401760377,2025-09-20 20:00:00-04:00,Utah State,McNeese,2025-09-20,20:00:00,Utah State,McNeese,401760377,48.0,7.0,Loss,Win,41.0,55.0
401761612,Nicholls @ Texas State,Away,-32.5,17.55,50.05,High,57.0,71.4082073195034,14.408207319503404,Over,401761612,2025-09-20 20:00:00-04:00,Texas State,Nicholls,2025-09-20,20:00:00,Texas State,Nicholls,401761612,35.0,3.0,Win,Loss,32.0,38.0
401757267,UL Monroe @ UTEP,Away,-5.0,21.22,26.22,High,47.0,48.78953271024267,0.0,No Bet,401757267,2025-09-20 21:00:00-04:00,UTEP,UL Monroe,2025-09-20,21:00:00,UTEP,UL Monroe,401757267,25.0,31.0,Win,No Bet,-6.0,56.0
401760373,UTSA @ Colorado State,Away,5.0,8.6,3.5999999999999996,High,58.5,49.2481543085795,0.0,No Bet,401760373,2025-09-20 21:30:00-04:00,Colorado State,UTSA,2025-09-20,21:30:00,Colorado State,UTSA,401760373,16.0,17.0,Loss,No Bet,-1.0,33.0
401756897,Wyoming @ Colorado,Away,-12.0,9.39,21.39,High,46.0,52.63044972800616,0.0,No Bet,401756897,2025-09-20 22:15:00-04:00,Colorado,Wyoming,2025-09-20,22:15:00,Colorado,Wyoming,401756897,37.0,20.0,Loss,No Bet,17.0,57.0
401754540,California @ San Diego State,Home,14.0,-6.11,20.11,High,47.0,42.84710248978034,0.0,No Bet,401754540,2025-09-20 22:30:00-04:00,San Diego State,California,2025-09-20,22:30:00,San Diego State,California,401754540,34.0,0.0,Win,No Bet,34.0,34.0
401752847,Michigan State @ USC,Away,-18.5,24.9,43.4,High,55.5,59.10716657311306,0.0,No Bet,401752847,2025-09-20 23:00:00-04:00,USC,Michigan State,2025-09-20,23:00:00,USC,Michigan State,401752847,45.0,31.0,Win,No Bet,14.0,76.0
401760374,Fresno State @ Hawai'i,Home,2.5,-7.2,9.7,High,47.0,58.34129655523727,11.341296555237273,Over,401760374,2025-09-20 23:59:00-04:00,Hawai'i,Fresno State,2025-09-20,23:59:00,Hawai'i,Fresno State,401760374,21.0,23.0,Win,Loss,-2.0,44.0
