game_id,Game,Spread Bet,home_team_spread_line,Spread Prediction,edge_spread,Spread Confidence,total_line,Total Prediction,edge_total,Total Bet,id_x,start_date,home_team,away_team,Date,Time,Home Team,Away Team,id_y,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401762468,Rice @ Charlotte,Home,2.0,-3.25,5.25,High,42.0,38.23468159655732,0.0,No Bet,401762468,2025-09-18 19:30:00-04:00,Charlotte,Rice,2025-09-18,19:30:00,Charlotte,Rice,401762468,17.0,28.0,Loss,No Bet,-11.0,45.0
401756900,Tulsa @ Oklahoma State,Away,-10.0,-2.34,7.66,High,55.0,46.50191516767897,0.0,No Bet,401756900,2025-09-19 19:30:00-04:00,Oklahoma State,Tulsa,2025-09-19,19:30:00,Oklahoma State,Tulsa,401756900,12.0,19.0,Win,No Bet,-7.0,31.0
401752844,Iowa @ Rutgers,Away,2.0,7.23,5.23,High,46.5,42.941636297510534,0.0,No Bet,401752844,2025-09-19 20:00:00-04:00,Rutgers,Iowa,2025-09-19,20:00:00,Rutgers,Iowa,401752844,28.0,38.0,Win,No Bet,-10.0,66.0
401752708,Arkansas @ Memphis,Home,7.0,3.74,3.26,High,60.0,63.599539175895266,0.0,No Bet,401752708,2025-09-20 12:00:00-04:00,Memphis,Arkansas,2025-09-20,12:00:00,Memphis,Arkansas,401752708,32.0,31.0,Win,No Bet,1.0,63.0
401752845,Maryland @ Wisconsin,Away,-10.5,2.06,12.56,High,44.5,43.39078332918408,0.0,No Bet,401752845,2025-09-20 12:00:00-04:00,Wisconsin,Maryland,2025-09-20,12:00:00,Wisconsin,Maryland,401752845,10.0,27.0,Win,No Bet,-17.0,37.0
401754537,Syracuse @ Clemson,Away,-17.5,4.78,22.28,High,54.5,50.829684615619946,0.0,No Bet,401754537,2025-09-20 12:00:00-04:00,Clemson,Syracuse,2025-09-20,12:00:00,Clemson,Syracuse,401754537,21.0,34.0,Win,No Bet,-13.0,55.0
401754636,SMU @ TCU,Away,-6.5,19.59,26.09,High,63.5,50.39762618959243,13.10237381040757,Under,401754636,2025-09-20 12:00:00-04:00,TCU,SMU,2025-09-20,12:00:00,TCU,SMU,401754636,35.0,24.0,Loss,Win,11.0,59.0
401754642,Bowling Green @ Louisville,Away,-26.5,7.76,34.26,High,51.0,51.13412316509428,0.0,No Bet,401754642,2025-09-20 12:00:00-04:00,Louisville,Bowling Green,2025-09-20,12:00:00,Louisville,Bowling Green,401754642,40.0,17.0,Win,No Bet,23.0,57.0
401756901,Texas Tech @ Utah,Away,-3.5,9.97,13.47,High,58.0,59.526458757984834,0.0,No Bet,401756901,2025-09-20 12:00:00-04:00,Utah,Texas Tech,2025-09-20,12:00:00,Utah,Texas Tech,401756901,10.0,34.0,Win,No Bet,-24.0,44.0
401760376,UNLV @ Miami (OH),Away,1.5,3.13,1.63,High,49.0,52.489527411950746,0.0,No Bet,401760376,2025-09-20 12:00:00-04:00,Miami (OH),UNLV,2025-09-20,12:00:00,Miami (OH),UNLV,401760376,38.0,41.0,Win,No Bet,-3.0,79.0
401762469,North Texas @ Army,Home,2.5,-9.72,12.22,High,51.0,50.28596181894391,0.0,No Bet,401762469,2025-09-20 12:00:00-04:00,Army,North Texas,2025-09-20,12:00:00,Army,North Texas,401762469,38.0,45.0,Loss,No Bet,-7.0,83.0
401762470,South Carolina State @ South Florida,Away,-36.0,22.33,58.33,High,56.5,46.774162453621656,0.0,No Bet,401762470,2025-09-20 12:00:00-04:00,South Florida,South Carolina State,2025-09-20,12:00:00,South Florida,South Carolina State,401762470,63.0,14.0,Loss,No Bet,49.0,77.0
401752715,UAB @ Tennessee,Away,-39.0,24.4,63.4,High,68.5,55.848024874226326,12.651975125773674,Under,401752715,2025-09-20 12:45:00-04:00,Tennessee,UAB,2025-09-20,12:45:00,Tennessee,UAB,401752715,56.0,24.0,Win,Loss,32.0,80.0
401762822,Wagner @ Central Michigan,Away,-29.0,4.18,33.18,High,47.0,43.014433813075286,0.0,No Bet,401762822,2025-09-20 13:00:00-04:00,Central Michigan,Wagner,2025-09-20,13:00:00,Central Michigan,Wagner,401762822,49.0,10.0,Loss,No Bet,39.0,59.0
401752841,Oregon State @ Oregon,Away,-34.0,37.63,71.63,High,58.0,49.73686690527951,0.0,No Bet,401752841,2025-09-20 15:00:00-04:00,Oregon,Oregon State,2025-09-20,15:00:00,Oregon,Oregon State,401752841,41.0,7.0,Push,No Bet,34.0,48.0
401752711,Tulane @ Ole Miss,Away,-12.5,20.2,32.7,High,61.5,60.36710178396325,0.0,No Bet,401752711,2025-09-20 15:30:00-04:00,Ole Miss,Tulane,2025-09-20,15:30:00,Ole Miss,Tulane,401752711,45.0,10.0,Loss,No Bet,35.0,55.0
401752714,Auburn @ Oklahoma,Away,-6.5,17.73,24.23,High,47.5,53.487520377062296,0.0,No Bet,401752714,2025-09-20 15:30:00-04:00,Oklahoma,Auburn,2025-09-20,15:30:00,Oklahoma,Auburn,401752714,24.0,17.0,Loss,No Bet,7.0,41.0
401752846,Michigan @ Nebraska,Away,-1.0,12.7,13.7,High,47.5,56.37886783828501,0.0,No Bet,401752846,2025-09-20 15:30:00-04:00,Nebraska,Michigan,2025-09-20,15:30:00,Nebraska,Michigan,401752846,27.0,30.0,Win,No Bet,-3.0,57.0
401752848,Purdue @ Notre Dame,Away,-24.5,8.6,33.1,High,51.5,63.36740669992479,11.867406699924793,Over,401752848,2025-09-20 15:30:00-04:00,Notre Dame,Purdue,2025-09-20,15:30:00,Notre Dame,Purdue,401752848,56.0,30.0,Loss,Win,26.0,86.0
401754541,Kent State @ Florida State,Away,-45.0,37.42,82.42,High,56.0,43.218306113082384,12.781693886917616,Under,401754541,2025-09-20 15:30:00-04:00,Florida State,Kent State,2025-09-20,15:30:00,Florida State,Kent State,401754541,66.0,10.0,Loss,Loss,56.0,76.0
401754640,North Carolina @ UCF,Away,-7.0,18.81,25.81,High,47.0,52.65531739995918,0.0,No Bet,401754640,2025-09-20 15:30:00-04:00,UCF,North Carolina,2025-09-20,15:30:00,UCF,North Carolina,401754640,34.0,9.0,Loss,No Bet,25.0,43.0
401757169,Ball State @ UConn,Away,-21.5,25.5,47.0,High,54.0,58.861220018354594,0.0,No Bet,401757169,2025-09-20 15:30:00-04:00,UConn,Ball State,2025-09-20,15:30:00,UConn,Ball State,401757169,31.0,25.0,Win,No Bet,6.0,56.0
401757262,James Madison @ Liberty,No Bet,7.5,6.92,0.0,,47.0,48.09197224079047,0.0,No Bet,401757262,2025-09-20 15:30:00-04:00,Liberty,James Madison,2025-09-20,15:30:00,Liberty,James Madison,401757262,13.0,31.0,No Bet,No Bet,-18.0,44.0
401761610,Louisiana @ Eastern Michigan,Home,2.5,0.11,2.39,High,51.0,61.5063957804699,10.506395780469902,Over,401761610,2025-09-20 15:30:00-04:00,Eastern Michigan,Louisiana,2025-09-20,15:30:00,Eastern Michigan,Louisiana,401761610,34.0,31.0,Win,Win,3.0,65.0
401761613,Troy @ Buffalo,Away,-5.5,14.0,19.5,High,44.0,46.51481894615396,0.0,No Bet,401761613,2025-09-20 15:30:00-04:00,Buffalo,Troy,2025-09-20,15:30:00,Buffalo,Troy,401761613,17.0,21.0,Win,No Bet,-4.0,38.0
401762820,Toledo @ Western Michigan,Home,13.0,-8.87,21.869999999999997,High,48.5,53.19778901575782,0.0,No Bet,401762820,2025-09-20 15:30:00-04:00,Western Michigan,Toledo,2025-09-20,15:30:00,Western Michigan,Toledo,401762820,14.0,13.0,Win,No Bet,1.0,27.0
401762823,Gardner-Webb @ Ohio,Away,-30.5,25.8,56.3,High,55.0,48.51759236787522,0.0,No Bet,401762823,2025-09-20 15:30:00-04:00,Ohio,Gardner-Webb,2025-09-20,15:30:00,Ohio,Gardner-Webb,401762823,52.0,35.0,Win,No Bet,17.0,87.0
401754538,NC State @ Duke,No Bet,-3.0,-2.47,0.0,,57.0,60.341995647978,0.0,No Bet,401754538,2025-09-20 16:00:00-04:00,Duke,NC State,2025-09-20,16:00:00,Duke,NC State,401754538,45.0,33.0,No Bet,No Bet,12.0,78.0
401752712,Northern Illinois @ Mississippi State,Away,-24.0,22.81,46.81,High,48.0,45.884475670388305,0.0,No Bet,401752712,2025-09-20 16:15:00-04:00,Mississippi State,Northern Illinois,2025-09-20,16:15:00,Mississippi State,Northern Illinois,401752712,38.0,10.0,Loss,No Bet,28.0,48.0
401754542,Temple @ Georgia Tech,Away,-24.5,11.94,36.44,High,53.5,60.573092726931925,0.0,No Bet,401754542,2025-09-20 16:30:00-04:00,Georgia Tech,Temple,2025-09-20,16:30:00,Georgia Tech,Temple,401754542,45.0,24.0,Win,No Bet,21.0,69.0
401760375,Idaho @ San José State,Away,-14.5,-3.6,10.9,High,51.5,47.64808148364827,0.0,No Bet,401760375,2025-09-20 17:00:00-04:00,San José State,Idaho,2025-09-20,17:00:00,San José State,Idaho,401760375,31.0,28.0,Win,No Bet,3.0,59.0
401756899,West Virginia @ Kansas,Away,-12.5,14.05,26.55,High,54.0,52.08018669700424,0.0,No Bet,401756899,2025-09-20 18:00:00-04:00,Kansas,West Virginia,2025-09-20,18:00:00,Kansas,West Virginia,401756899,41.0,10.0,Loss,No Bet,31.0,51.0
401757259,Delaware @ Florida International,Away,-4.0,10.29,14.29,High,55.5,60.577391006380154,0.0,No Bet,401757259,2025-09-20 18:00:00-04:00,Florida International,Delaware,2025-09-20,18:00:00,Florida International,Delaware,401757259,16.0,38.0,Win,No Bet,-22.0,54.0
401757261,Arkansas State @ Kennesaw State,Away,4.5,11.97,7.470000000000001,High,58.0,53.868981015326355,0.0,No Bet,401757261,2025-09-20 18:00:00-04:00,Kennesaw State,Arkansas State,2025-09-20,18:00:00,Kennesaw State,Arkansas State,401757261,28.0,21.0,Loss,No Bet,7.0,49.0
401762821,Duquesne @ Akron,Away,-10.5,10.96,21.46,High,51.0,39.668896848199395,11.331103151800605,Under,401762821,2025-09-20 18:00:00-04:00,Akron,Duquesne,2025-09-20,18:00:00,Akron,Duquesne,401762821,51.0,7.0,Loss,Loss,44.0,58.0
401752713,South Carolina @ Missouri,Away,-10.0,26.92,36.92,High,48.5,58.31960139706996,0.0,No Bet,401752713,2025-09-20 19:00:00-04:00,Missouri,South Carolina,2025-09-20,19:00:00,Missouri,South Carolina,401752713,29.0,20.0,Win,No Bet,9.0,49.0
401757260,Murray State @ Jacksonville State,Away,-35.5,18.83,54.33,High,60.5,55.34833088794292,0.0,No Bet,401757260,2025-09-20 19:00:00-04:00,Jacksonville State,Murray State,2025-09-20,19:00:00,Jacksonville State,Murray State,401757260,45.0,10.0,Win,No Bet,35.0,55.0
