year,week,home_team,away_team,pred_diff,actual_diff,error,abs_error,home_rating,away_rating,hfa
2019,2,Virginia,William & Mary,7.754553558955457,35,-27.245446441044542,27.245446441044542,3.471216908825374,0.0,4.2833366501300825
2019,2,Rice,Wake Forest,1.289837583171205,-20,21.289837583171206,21.289837583171206,0.698079753025169,3.6915788199840462,4.2833366501300825
2019,2,Boise State,Marshall,4.2397085444263185,7,-2.7602914555736815,2.7602914555736815,-1.5281818326702947,-1.4845537269665308,4.2833366501300825
2019,2,Arizona State,Sacramento State,2.9519934678635957,12,-9.048006532136405,9.048006532136405,-1.3313431822664865,0.0,4.2833366501300825
2019,2,Pittsburgh,Ohio,4.541520057452445,10,-5.458479942547555,5.458479942547555,0.5439517378443213,0.28576833052195894,4.2833366501300825
2019,2,Virginia Tech,Old Dominion,7.422734806372785,14,-6.577265193627215,6.577265193627215,3.552914022709484,0.41351586646678157,4.2833366501300825
2019,2,Ohio State,Cincinnati,6.991235069863756,42,-35.008764930136245,35.008764930136245,0.3421317683031517,-2.3657666514305222,4.2833366501300825
2019,2,Michigan,Army,4.46871839104189,3,1.4687183910418904,1.4687183910418904,-1.2801561019555918,-1.4655378428674,4.2833366501300825
2019,2,Kansas State,Bowling Green,3.9763832533489056,52,-48.02361674665109,48.02361674665109,-1.9617827617047003,-1.6548293649235235,4.2833366501300825
2019,2,Purdue,Vanderbilt,1.505210248683,18,-16.494789751317,16.494789751317,0.6049258182416232,3.3830522196887056,4.2833366501300825
2019,2,Missouri,West Virginia,-0.6155857435091479,31,-31.615585743509147,31.615585743509147,-1.1177987637583668,3.7811236298808635,4.2833366501300825
2019,2,Memphis,Southern,2.859417078719569,31,-28.14058292128043,28.14058292128043,-1.4239195714105135,0.0,4.2833366501300825
2019,2,Iowa,Rutgers,1.076963544384892,30,-28.923036455615108,28.923036455615108,-2.3527793549808163,0.8535937507643743,4.2833366501300825
2019,2,South Carolina,Charleston Southern,5.477963543230586,62,-56.52203645676941,56.52203645676941,1.1946268931005033,0.0,4.2833366501300825
2019,2,Kent State,Kennesaw State,2.376629946595363,3,-0.6233700534046371,0.6233700534046371,-1.9067067035347196,0.0,4.2833366501300825
2019,2,Maryland,Syracuse,0.9719715411651393,43,-42.02802845883486,42.02802845883486,-1.425801817805369,1.8855632911595739,4.2833366501300825
2019,2,Akron,UAB,0.31715848374632927,-11,11.31715848374633,11.31715848374633,-1.2865855378392035,2.6795926285445497,4.2833366501300825
2019,2,NC State,Western Carolina,3.407704985273128,41,-37.59229501472687,37.59229501472687,-0.8756316648569544,0.0,4.2833366501300825
2019,2,Utah,Northern Illinois,7.683014054749006,18,-10.316985945250995,10.316985945250995,3.3113852328425204,-0.08829217177640357,4.2833366501300825
2019,2,Georgia Tech,South Florida,-0.5749129019230317,4,-4.574912901923032,4.574912901923032,-3.5177356715361774,1.3405138805169368,4.2833366501300825
2019,2,Ball State,Fordham,2.7864679398437984,28,-25.2135320601562,25.2135320601562,-1.4968687102862843,0.0,4.2833366501300825
2019,2,Miami (OH),Tennessee Tech,2.960321287250485,31,-28.039678712749513,28.039678712749513,-1.3230153628795975,0.0,4.2833366501300825
2019,2,Massachusetts,Southern Illinois,2.8356511333400025,-25,27.83565113334,27.83565113334,-1.4476855167900797,0.0,4.2833366501300825
2019,2,Louisiana Tech,Grambling,6.135520258392642,6,0.13552025839264203,0.13552025839264203,-1.6389705641977181,-3.4911541724602775,4.2833366501300825
2019,2,Indiana,Eastern Illinois,1.659622921070535,52,-50.340377078929464,50.340377078929464,-2.6237137290595474,0.0,4.2833366501300825
2019,2,Boston College,Richmond,2.684057959099412,32,-29.315942040900588,29.315942040900588,-1.5992786910306704,0.0,4.2833366501300825
2019,2,Wisconsin,Central Michigan,10.270168104061902,61,-50.7298318959381,50.7298318959381,3.840272685675418,-2.146558768256403,4.2833366501300825
2019,2,Clemson,Texas A&M,-0.656469587081248,14,-14.656469587081247,14.656469587081247,-2.5353996007778123,2.404406636433518,4.2833366501300825
2019,2,UConn,Illinois,10.267308020238893,-8,18.267308020238893,18.267308020238893,2.9964851193668727,-2.9874862507419375,4.2833366501300825
2019,2,Mississippi State,Southern Miss,1.712792183557129,23,-21.287207816442873,21.287207816442873,-1.1239453449594405,1.446599121613513,4.2833366501300825
2019,2,App State,Charlotte,5.209822920486095,15,-9.790177079513905,9.790177079513905,-1.3044243956494908,-2.230910666005504,4.2833366501300825
2019,2,Colorado,Nebraska,2.061831747150443,3,-0.938168252849557,0.938168252849557,-2.9643645464652826,-0.7428596434856433,4.2833366501300825
2019,2,Georgia,Murray State,0.8158385504225452,46,-45.18416144957745,45.18416144957745,-3.4674980997075373,0.0,4.2833366501300825
2019,2,Alabama,New Mexico State,3.6043413359984813,52,-48.395658664001516,48.395658664001516,-1.2595762281645708,-0.5805809140329697,4.2833366501300825
2019,2,Baylor,UTSA,-0.5032852727713619,49,-49.503285272771365,49.503285272771365,-1.5041219966866535,3.2824999262147907,4.2833366501300825
2019,2,Colorado State,Western Illinois,1.200886292954014,25,-23.799113707045986,23.799113707045986,-3.0824503571760684,0.0,4.2833366501300825
2019,2,UCLA,San Diego State,6.171877786447408,-9,15.171877786447407,15.171877786447407,2.918671046613876,1.0301299102965509,4.2833366501300825
2019,2,Florida State,UL Monroe,-2.355030923920583,1,-3.355030923920583,3.355030923920583,-3.5450447569455865,3.0933228171050793,4.2833366501300825
2019,2,Washington State,Northern Colorado,8.237578612760514,42,-33.762421387239485,33.762421387239485,3.7762891319047185,-0.17795283072571239,4.2833366501300825
2019,2,Duke,North Carolina A&T,1.0940583987204469,32,-30.905941601279554,30.905941601279554,-3.1892782514096356,0.0,4.2833366501300825
2019,2,East Carolina,Gardner-Webb,4.483638388416381,39,-34.51636161158362,34.51636161158362,-3.2985511930133855,-3.498852931299684,4.2833366501300825
2019,2,Georgia Southern,Maine,0.7653658482231993,8,-7.234634151776801,7.234634151776801,-3.517970801906883,0.0,4.2833366501300825
2019,2,Texas State,Wyoming,2.86004971389475,-9,11.86004971389475,11.86004971389475,2.4291541549868203,3.8524410912221527,4.2833366501300825
2019,2,Tennessee,BYU,8.036533633703076,-3,11.036533633703076,11.036533633703076,2.2579505937909894,-1.4952463897820043,4.2833366501300825
