year,week,home_team,away_team,pred_diff,actual_diff,error,abs_error,home_rating,away_rating,hfa
2023,2,Louisville,Murray State,5.617184668290978,56,-50.382815331709025,50.382815331709025,0.9862182542122426,0.0,4.630966414078736
2023,2,Indiana,Indiana State,5.403876921074891,34,-28.59612307892511,28.59612307892511,0.7729105069961559,0.0,4.630966414078736
2023,2,Kansas,Illinois,4.925931975566995,11,-6.074068024433005,6.074068024433005,0.9608522493677752,0.6658866878795164,4.630966414078736
2023,2,Wake Forest,Vanderbilt,4.600674766302934,16,-11.399325233697066,11.399325233697066,2.8417437347868377,2.8720353825626397,4.630966414078736
2023,2,Ohio State,Youngstown State,6.536593732482777,28,-21.46340626751722,21.46340626751722,1.9056273184040418,0.0,4.630966414078736
2023,2,Army,Delaware State,4.409567022795497,57,-52.5904329772045,52.5904329772045,-0.22139939128323877,0.0,4.630966414078736
2023,2,Kansas State,Troy,2.775045156580198,29,-26.224954843419802,26.224954843419802,0.9863724600258899,2.8422937175244276,4.630966414078736
2023,2,Georgia,Ball State,5.40722460594154,42,-36.592775394058464,36.592775394058464,0.4112122907146694,-0.3650459011481345,4.630966414078736
2023,2,Virginia,James Madison,6.56923576462402,-1,7.56923576462402,7.56923576462402,2.852686609465309,0.9144172589200245,4.630966414078736
2023,2,Boston College,Holy Cross,4.113024344017549,3,1.113024344017549,1.113024344017549,-0.5179420700611866,0.0,4.630966414078736
2023,2,NC State,Notre Dame,3.8302163494700316,-21,24.83021634947003,24.83021634947003,0.9889476170157572,1.7896976816244612,4.630966414078736
2023,2,Baylor,Utah,1.3203290770045406,-7,8.32032907700454,8.32032907700454,-0.42770588768699697,2.8829314493871983,4.630966414078736
2023,2,Virginia Tech,Purdue,5.7987612364536965,-7,12.798761236453696,12.798761236453696,2.841681911760258,1.673887089385297,4.630966414078736
2023,2,Penn State,Delaware,6.571466305549757,56,-49.428533694450245,49.428533694450245,1.9404998914710212,0.0,4.630966414078736
2023,2,Colorado,Nebraska,3.1569925375407486,22,-18.84300746245925,18.84300746245925,-0.4709567117307302,1.0030171648072566,4.630966414078736
2023,2,Georgia Tech,South Carolina State,3.560180852192225,35,-31.439819147807775,31.439819147807775,0.5278600787650972,1.5986456406516076,4.630966414078736
2023,2,Central Michigan,New Hampshire,4.201077557691152,3,1.2010775576911517,1.2010775576911517,-0.4298888563875838,0.0,4.630966414078736
2023,2,Bowling Green,Eastern Illinois,4.088944108826112,23,-18.911055891173888,18.911055891173888,-0.542022305252623,0.0,4.630966414078736
2023,2,Clemson,Charleston Southern,4.212481677359695,49,-44.7875183226403,44.7875183226403,-0.418484736719041,0.0,4.630966414078736
2023,2,Kentucky,Eastern Kentucky,5.862384416143213,11,-5.137615583856787,5.137615583856787,0.9476344333064476,-0.28378356875802974,4.630966414078736
2023,2,BYU,Southern Utah,2.3928868482223273,25,-22.60711315177767,22.60711315177767,-0.30814308940818674,1.9299364764482214,4.630966414078736
2023,2,Northwestern,UTEP,3.297169483349772,31,-27.702830516650227,27.702830516650227,1.5566314058669728,2.8904283365959365,4.630966414078736
2023,2,Massachusetts,Miami (OH),4.637550512264699,-13,17.6375505122647,17.6375505122647,1.0546801997819684,1.0480961015960049,4.630966414078736
2023,2,Navy,Wagner,5.631740022284761,24,-18.36825997771524,18.36825997771524,1.000773608206026,0.0,4.630966414078736
2023,2,Miami,Texas A&M,3.047186450083769,15,-11.95281354991623,11.95281354991623,1.0546197921732183,2.638399756168185,4.630966414078736
2023,2,Michigan,UNLV,2.7147704095225427,28,-25.285229590477456,25.285229590477456,1.0562326088014082,2.9724286133576014,4.630966414078736
2023,2,Tulane,Ole Miss,5.535104489107559,-17,22.53510448910756,22.53510448910756,2.8960179994407427,1.9918799244119187,4.630966414078736
