year,week,home_team,away_team,pred_diff,actual_diff,error,abs_error,home_rating,away_rating,hfa
2025,2,Louisville,James Madison,4.639404613108835,14.0,-9.360595386891166,9.360595386891166,1.5683323446488742,1.5881344110316549,4.659206679491615
2025,2,Northwestern,Western Illinois,3.378838455320937,35.0,-31.62116154467906,31.62116154467906,2.180758233890764,3.4611264580614423,4.659206679491615
2025,2,Maryland,Northern Illinois,4.149386858859906,11.0,-6.850613141140094,6.850613141140094,1.6043900716617132,2.114209892293423,4.659206679491615
2025,2,Boise State,Eastern Washington,4.767098618906819,37.0,-32.23290138109318,32.23290138109318,0.10789193941520339,0.0,4.659206679491615
2025,2,Texas,San José State,5.261723096433974,31.0,-25.738276903566025,25.738276903566025,3.302296339918839,2.699779922976481,4.659206679491615
2025,2,Penn State,Florida International,6.818475461620556,34.0,-27.181524538379442,27.181524538379442,2.5657345333655046,0.406465751236564,4.659206679491615
2025,2,Indiana,Kennesaw State,4.458639338393326,47.0,-42.541360661606674,42.541360661606674,1.4049422265101579,1.6055095676084477,4.659206679491615
2025,2,Minnesota,Northwestern State,6.376130010653366,66.0,-59.62386998934663,59.62386998934663,1.7169233311617513,0.0,4.659206679491615
2025,2,Iowa State,Iowa,4.701881434451855,3.0,1.7018814344518551,1.7018814344518551,1.506474029557252,1.4637992745970123,4.659206679491615
2025,2,Duke,Illinois,3.336263590488167,-26.0,29.336263590488166,29.336263590488166,-0.019017109070736216,1.3039259799327119,4.659206679491615
2025,2,NC State,Virginia,2.9293752228524896,4.0,-1.0706247771475104,1.0706247771475104,1.7424751394287203,3.472306596067846,4.659206679491615
2025,2,SMU,Baylor,7.09829716847492,-3.0,10.09829716847492,10.09829716847492,2.6402080846771963,0.20111759569389212,4.659206679491615
2025,2,Pittsburgh,Central Michigan,7.453635653665623,28.0,-20.54636434633438,20.54636434633438,2.5467029121058053,-0.24772606206820288,4.659206679491615
2025,2,Syracuse,UConn,4.187634488855182,7.0,-2.812365511144818,2.812365511144818,3.0425707891560334,3.5141429797924664,4.659206679491615
2025,2,Florida State,East Texas A&M,5.0541755570241715,74.0,-68.94582444297583,68.94582444297583,0.472661453595172,0.07769257606261606,4.659206679491615
2025,2,Texas Tech,Kent State,6.476191833683281,48.0,-41.52380816631672,41.52380816631672,3.424105532124178,1.607120377932512,4.659206679491615
2025,2,Jacksonville State,Liberty,4.675977412539502,10.0,-5.324022587460498,5.324022587460498,1.5434007358406214,1.5266300027927349,4.659206679491615
2025,2,Texas A&M,Utah State,4.503905201113405,22.0,-17.496094798886595,17.496094798886595,3.3630869271836845,3.5183884055618946,4.659206679491615
2025,2,Wake Forest,Western Carolina,8.096914899690736,32.0,-23.903085100309262,23.903085100309262,3.437708220199121,0.0,4.659206679491615
