year,week,home_team,away_team,pred_diff,actual_diff,error,abs_error,home_rating,away_rating,hfa
2024,2,Indiana,Western Illinois,1.750397160473418,74.0,-72.24960283952659,72.24960283952659,1.3641590370519048,4.137775592178918,4.524013715600431
2024,2,SMU,BYU,8.371628271645049,-3.0,11.371628271645049,11.371628271645049,4.959133256010362,1.1115186999657447,4.524013715600431
2024,2,Northwestern,Duke,5.231353617108123,-6.0,11.231353617108123,11.231353617108123,4.870207442051104,-0.36114617505701946,4.524013715600431
2024,2,Rutgers,Akron,8.358868969148345,32.0,-23.641131030851653,23.641131030851653,4.964799790994047,1.1299445374461343,4.524013715600431
2024,2,Penn State,Bowling Green,8.919683850943061,7.0,1.919683850943061,1.919683850943061,5.230790916212413,0.835120780869784,4.524013715600431
2024,2,Memphis,Troy,3.6493328512719065,21.0,-17.350667148728093,17.350667148728093,4.1328532148246175,5.007534079153142,4.524013715600431
2024,2,Syracuse,Georgia Tech,8.984532067889539,3.0,5.984532067889539,5.984532067889539,4.608005559492076,0.14748720720296893,4.524013715600431
2024,2,Oklahoma State,Arkansas,8.519581922203198,8.0,0.5195819222031979,0.5195819222031979,5.279101071641828,1.2835328650390616,4.524013715600431
2024,2,Cincinnati,Pittsburgh,-0.6571801043055538,-1.0,0.34281989569444615,0.34281989569444615,0.0126944232899413,5.193888243195927,4.524013715600431
2024,2,Tulane,Kansas State,7.0785570838388026,-7.0,14.078557083838803,14.078557083838803,5.077098194641386,2.5225548264030153,4.524013715600431
2024,2,UConn,Merrimack,5.359150951693775,46.0,-40.64084904830622,40.64084904830622,4.9958141458685255,4.160676909775182,4.524013715600431
2024,2,Michigan,Texas,3.9163361785079847,-19.0,22.916336178507983,22.916336178507983,4.287876036228203,4.89555357332065,4.524013715600431
2024,2,Minnesota,Rhode Island,8.88757867106889,48.0,-39.112421328931106,39.112421328931106,4.363564955468458,0.0,4.524013715600431
2024,2,Florida Atlantic,Army,2.932219355415037,-17.0,19.932219355415036,19.932219355415036,-0.39424926219741,1.1975450979879845,4.524013715600431
2024,2,Texas A&M,McNeese,9.437629610546134,42.0,-32.56237038945387,32.56237038945387,4.9136158949457025,0.0,4.524013715600431
2024,2,Ball State,Missouri State,4.524013715600431,8.0,-3.4759862843995686,3.4759862843995686,0.0,0.0,4.524013715600431
2024,2,Georgia,Tennessee Tech,-0.39852730426071936,45.0,-45.39852730426072,45.39852730426072,-0.11215799837592572,4.810383021485225,4.524013715600431
2024,2,Kent State,St. Francis (PA),7.221866683712785,-6.0,13.221866683712786,13.221866683712786,2.697852968112354,0.0,4.524013715600431
2024,2,UNLV,Utah Tech,9.513398232072184,58.0,-48.486601767927816,48.486601767927816,4.989384516471754,0.0,4.524013715600431
2024,2,Maryland,Michigan State,4.23196661964796,-3.0,7.23196661964796,7.23196661964796,4.025700268555668,4.317747364508139,4.524013715600431
2024,2,Notre Dame,Northern Illinois,4.747364669509477,-2.0,6.747364669509477,6.747364669509477,5.0468745474291135,4.8235235935200675,4.524013715600431
2024,2,Navy,Temple,4.227383469261902,27.0,-22.772616530738098,22.772616530738098,4.462158470787198,4.758788717125728,4.524013715600431
2024,2,Utah,Baylor,8.371840112241088,11.0,-2.628159887758912,2.628159887758912,4.880359512658831,1.0325331160181754,4.524013715600431
2024,2,Toledo,Massachusetts,5.419557006272048,15.0,-9.580442993727953,9.580442993727953,4.970308575868097,4.074765285196481,4.524013715600431
2024,2,Auburn,California,5.092954811741927,-7.0,12.092954811741926,12.092954811741926,1.1736041127120016,0.6046630165705065,4.524013715600431
2024,2,Boston College,Duquesne,5.842357782462518,56.0,-50.157642217537486,50.157642217537486,0.9090458160641867,-0.40929825079790016,4.524013715600431
2024,2,Wisconsin,South Dakota,8.567911032928468,14.0,-5.432088967071532,5.432088967071532,4.043897317328037,0.0,4.524013715600431
2024,2,Louisville,Jacksonville State,6.318638368404706,35.0,-28.681361631595294,28.681361631595294,3.85981479872459,2.065190145920316,4.524013715600431
2024,2,Washington,Eastern Michigan,9.542866583561192,21.0,-11.457133416438808,11.457133416438808,4.622363205775966,-0.39648966218479537,4.524013715600431
2024,2,Wyoming,Idaho,7.746481085266481,-4.0,11.746481085266481,11.746481085266481,4.022578747430876,0.800111377764826,4.524013715600431
2024,2,North Carolina,Charlotte,8.808600513440087,18.0,-9.191399486559913,9.191399486559913,4.425506605857101,0.14091980801744486,4.524013715600431
2024,2,Kentucky,South Carolina,2.484033692659639,-25.0,27.48403369265964,27.48403369265964,2.8022537843786672,4.8422338073194595,4.524013715600431
2024,2,Iowa,Iowa State,4.357704110447451,-1.0,5.357704110447451,5.357704110447451,1.6510357704253356,1.8173453755783155,4.524013715600431
2024,2,Texas State,UTSA,4.559513786374855,39.0,-34.44048621362514,34.44048621362514,4.9029855050630475,4.867485434288624,4.524013715600431
2024,2,Ole Miss,Middle Tennessee,5.477966830036914,49.0,-43.52203316996309,43.52203316996309,5.283650480526549,4.329697366090066,4.524013715600431
2024,2,Virginia Tech,Marshall,5.346548710159993,17.0,-11.653451289840007,11.653451289840007,4.775102007442666,3.952567012883105,4.524013715600431
2024,2,Ohio,South Alabama,4.805284292127894,7.0,-2.1947157078721062,2.1947157078721062,5.1203222613279005,4.839051684800438,4.524013715600431
2024,2,James Madison,Gardner-Webb,6.768180888288041,7.0,-0.23181911171195857,0.23181911171195857,2.2441671726876105,0.0,4.524013715600431
2024,2,Florida International,Central Michigan,-0.6027206158813897,36.0,-36.60272061588139,36.60272061588139,-0.35391836386172487,0.24880225201966485,4.524013715600431
