season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,spread_reason_1,spread_reason_2,spread_reason_3,total_reason_1,total_reason_2,total_reason_3,bet_units,pick_win,total_pick_win
2022,6,401415629,2022-10-05 19:00:00-04:00,UCF,SMU,False,consensus,-3.0,65.0,-6.036832468957943,57.50548866275014,9.036832468957943,7.494511337249861,none,none,3.0,3.0,away_adj_def_epa_pp: -4.90,home_off_eckel_rate: +4.65,away_adj_off_epa_pp: -1.92,away_adj_off_epa_pp: +1.94,home_adj_def_expl_rate_rush: +1.21,home_adj_def_ypp: +1.14,1,,
2022,6,401405111,2022-10-07 19:00:00-04:00,Rutgers,Nebraska,False,consensus,3.0,50.5,7.348986094143358,56.76946463761358,10.348986094143358,6.269464637613581,home,over,4.0,4.0,home_adj_def_epa_pp: +3.80,away_adj_def_sr: +2.66,away_adj_off_epa_pp: -2.19,away_adj_off_epa_pp: +2.20,home_adj_def_ypp: -1.73,away_adj_def_sr: +1.66,1,1.0,0.0
2022,6,401415630,2022-10-07 19:30:00-04:00,Memphis,Houston,False,consensus,-1.5,57.5,0.6187350536718164,58.47640914640139,0.8812649463281836,0.9764091464013872,none,none,5.0,5.0,home_adj_def_epa_pp: -2.77,home_adj_def_sr: -1.81,home_adj_off_epa_pp: +1.57,home_adj_off_epa_pp: +1.83,home_off_finish_pts_per_opp: -1.51,home_adj_def_ypp: +0.73,1,,
2022,6,401415233,2022-10-07 22:30:00-04:00,Nevada,Colorado State,False,consensus,-3.5,45.0,12.95360855718308,49.02015077088797,9.45360855718308,4.020150770887973,none,none,4.0,3.0,away_off_eckel_rate: +5.55,home_adj_def_sr: +2.60,away_havoc_rate: +2.23,home_adj_def_ypp: +4.14,away_off_eckel_rate: -2.72,away_adj_off_epa_pp: -2.18,1,,
2022,6,401415236,2022-10-07 22:30:00-04:00,San José State,UNLV,False,consensus,-6.5,51.5,-6.355705277313007,61.31609931049881,12.855705277313008,9.816099310498808,none,none,3.0,4.0,away_off_eckel_rate: -4.17,away_adj_def_sr: +2.45,away_adj_off_epa_pp: -2.39,away_adj_off_epa_pp: +2.41,home_adj_def_ypp: -2.15,away_off_eckel_rate: +2.04,1,,
2022,6,401404089,2022-10-08 12:00:00-04:00,Kansas,TCU,False,consensus,7.0,70.0,-1.951311789185704,60.49638291594994,5.048688210814296,9.503617084050056,none,none,4.0,3.0,home_adj_off_epa_pp: +5.42,away_adj_off_epa_pp: -4.63,away_adj_def_epa_pp: -2.81,home_adj_off_epa_pp: +6.32,away_adj_off_epa_pp: +4.67,home_adj_def_ypp: -1.52,1,,
2022,6,401416617,2022-10-08 12:00:00-04:00,Bowling Green,Buffalo,False,consensus,2.0,54.5,-5.578895175030889,59.53728141952777,3.5788951750308886,5.037281419527773,none,none,4.0,4.0,home_adj_def_epa_pp: -5.55,home_adj_def_sr: -2.76,away_adj_off_epa_pp: +2.15,home_adj_def_ypp: +4.33,away_adj_off_epa_pp: -2.17,home_off_finish_pts_per_opp: -1.36,1,,
2022,6,401403914,2022-10-08 12:00:00-04:00,Mississippi State,Arkansas,False,consensus,-8.5,55.5,-10.550876735738562,55.14443105764863,19.05087673573856,0.3555689423513755,away,none,5.0,4.0,away_havoc_rate: -2.46,away_adj_off_epa_pp: -2.17,away_adj_off_sr: -1.60,away_adj_off_epa_pp: +2.19,home_off_finish_pts_per_opp: -1.19,home_adj_def_ypp: -1.14,1,0.0,
2022,6,401403910,2022-10-08 12:00:00-04:00,Florida,Missouri,False,consensus,-10.5,53.5,1.6897622288856526,45.38861188959961,8.810237771114348,8.11138811040039,away,under,4.0,4.0,away_adj_def_sr: -3.92,away_havoc_rate: +3.07,away_adj_def_epa_pp: -2.98,away_adj_def_sr: -2.44,away_adj_off_epa_pp: -2.37,away_off_eckel_rate: -1.42,1,1.0,1.0
2022,6,401405108,2022-10-08 12:00:00-04:00,Indiana,Michigan,False,consensus,23.5,58.0,-16.26103277588239,56.28519934064882,7.238967224117609,1.7148006593511766,home,none,4.0,5.0,away_adj_def_epa_pp: -3.83,away_adj_off_epa_pp: -3.51,home_havoc_rate: -2.19,away_adj_off_epa_pp: +3.54,away_adj_def_sr: -1.33,home_stuff_rate: +0.70,1,1.0,
