,rating,hdi_lower,hdi_upper
Oregon,-0.9933560276005665,-14.896826199629505,10.340915913718863
Oregon State,-1.0041450839671517,-14.907242098505211,10.479408433263558
Penn State,-1.0136863907784825,-14.959115711886643,10.383920790531143
Pittsburgh,-1.0275659589959467,-15.10283945570276,10.489527378757804
Purdue,-1.0547559289810773,-15.00215575732347,10.459567196153113
Rice,-1.0827735654701525,-15.007336224663007,10.311076155930413
Rutgers,-1.1043737306436248,-15.082746720603689,10.694584999746393
SMU,-1.1221745669193035,-14.918006613520536,10.825341609801045
San Diego State,-1.1335287981151023,-14.960270058133483,10.515816287439817
San José State,-1.1590201405568172,-14.945912930739286,10.572920752030035
South Alabama,-1.1829616623230965,-14.984532952370389,10.628393350194854
South Carolina,-1.2061555832725146,-15.15943115201861,10.759493934230422
South Florida,-1.225339476969348,-15.179794744857809,10.581808950783085
Southern Miss,-1.249392675421557,-14.954098884082544,10.307456132153332
Stanford,-1.259874421353585,-14.977636872060032,10.56527978234465
Syracuse,-1.270612793929884,-14.947291063889853,10.496518264780406
TCU,-1.2883169570489632,-15.258592721860035,10.618989241821552
Temple,-1.302695145360069,-15.340426573448434,10.365342667292124
Tennessee,-1.3235796703147276,-15.349993343789007,10.555745715831147
Texas,-1.351509603129278,-15.436590996110791,10.315821159776664
Texas A&M,-1.3686866662188402,-15.439536931765929,10.425589972900955
Texas State,-1.3964321806815534,-15.385730351835445,10.265353683484273
Texas Tech,-1.4240264863793057,-15.428012786399218,10.396754525476773
Toledo,-1.434906663005401,-15.24051241865996,10.197230391095488
Troy,-1.4550986662197845,-15.372228624932294,10.369861413546227
Tulane,-1.4732611135026608,-15.312582226994367,10.487120061555174
Tulsa,-1.49055837364036,-15.230723904967032,10.543250904280509
UAB,-1.5097501976327703,-15.37447253710934,10.660150412702098
UCF,-1.5251668871320962,-15.481817171171517,10.25222890552922
UCLA,-1.5378137145640909,-15.46971961917363,10.12141944355071
UConn,-1.550747063957584,-15.466975193012297,10.108790994351097
UL Monroe,-1.552664085466867,-15.639253624675023,10.21424403310785
UNLV,-1.5658760727982701,-15.602808423223694,10.098963829076716
USC,-1.584186087515321,-15.488420417295908,10.053708774111682
UTEP,-1.5915685193463327,-15.53640552016851,10.150210285600547
UTSA,-1.6049395896660847,-15.567954171940872,10.075482939568856
Utah,-1.6165516205807875,-15.517394349242922,10.088381108751635
Utah State,-1.6287484795534244,-15.621272731085599,10.151975372843134
Vanderbilt,-1.6490682115447608,-15.56146165360843,10.101288748785507
Washington State,-1.6521015233477867,-15.62412225302504,10.097948001219054
West Virginia,-1.6522930159847582,-15.556996332575608,10.056162294026919
Washington,-1.6524302638662693,-15.565833855152503,9.885861099349386
Western Kentucky,-1.653415159499639,-15.44954114773545,10.305401705452804
Virginia,-1.6543659761078882,-15.626537748938416,10.296513069705277
Virginia Tech,-1.658179783867,-15.584375159186909,10.079396344590958
Western Michigan,-1.6591348670377515,-15.593871825653197,10.038960996670927
Wake Forest,-1.6603523317593512,-15.717888246787984,10.103709336822835
Wyoming,-1.6711822430868324,-15.66634578033274,10.057250673920363
Wisconsin,-1.6775427112547916,-15.721010196853943,10.087904279844581
