week,team,rating
1,Air Force,-1.0295698072276556
1,Akron,-1.0251481234912554
1,Alabama,-1.0303304870392735
1,App State,-1.0238126338597462
1,Arizona,-1.0347112766198956
1,Arizona State,-1.0357448433436975
1,Arkansas,-1.0376178887831402
1,Arkansas State,-1.0337215173829348
1,Army,-1.0417849760000544
1,Auburn,-1.0414221169247209
1,BYU,-1.0538099887131103
1,Ball State,-1.0596415563430321
1,Baylor,-1.0661780469460647
1,Boise State,-1.0640598911483434
1,Boston College,-1.0649753922254948
1,Bowling Green,-1.0743956930751757
1,Buffalo,-1.0663170114812464
1,California,-1.0631656376179623
1,Central Michigan,-1.0658410873326545
1,Charlotte,-1.0630812296815169
1,Cincinnati,-1.0656788913126511
1,Clemson,-1.071595813566071
1,Coastal Carolina,-1.0729963532342826
1,Colorado,-1.089893256019105
1,Colorado State,-1.1075305570757337
1,Duke,-1.1186371024541133
1,East Carolina,-1.1273114248149407
1,Eastern Michigan,-1.1214654481486601
1,Florida,-1.125235742853191
1,Florida Atlantic,-1.1162218956424645
1,Florida International,-1.1052255601370593
1,Florida State,-1.0976313837461436
1,Fresno State,-1.0831928887514908
1,Georgia,-1.0779458861732667
1,Georgia Southern,-1.0813679375059786
1,Georgia State,-1.068913740860958
1,Georgia Tech,-1.0513134421634445
1,Hawai'i,-1.0427234288252463
1,Houston,-1.0304653249779894
1,Illinois,-1.0108386968604053
1,Indiana,-0.9958928547305029
1,Iowa,-0.9836163709018014
1,Iowa State,-0.9635465481718404
1,Kansas,-0.9482897446429118
1,Kansas State,-0.9346070543351673
1,Kent State,-0.9399962149027409
1,Kentucky,-0.9321769320678385
1,LSU,-0.9232237929001129
1,Liberty,-0.927175347138381
1,Louisiana,-0.9147188020024057
1,Louisiana Tech,-0.9086690293491617
1,Louisville,-0.8868565524715546
1,Marshall,-0.8661392284715282
1,Maryland,-0.8516285400903639
1,Massachusetts,-0.8343800520539856
1,Memphis,-0.8032113099562449
1,Miami,-0.788433974784351
1,Miami (OH),-0.7808319879314872
1,Michigan,-0.7480704783764223
1,Michigan State,-0.7265342569897055
1,Middle Tennessee,-0.7165896235098571
1,Minnesota,-0.7032210497853101
1,Mississippi State,-0.6890474981324521
1,Missouri,-0.6578045383665201
1,NC State,-0.6461382376731041
1,Navy,-0.64017464885131
1,Nebraska,-0.6234588654485631
1,Nevada,-0.6215769085466322
1,New Mexico,-0.6034276168057138
