game_id,Year,Week,Date,Time,Game,home_team,away_team,Spread,home_team_spread_line,Over/Under,total_line,home_moneyline,away_moneyline,Spread Prediction,Total Prediction,predicted_spread_std_dev,predicted_total_std_dev,edge_spread,edge_total,Spread Bet,bet_units_spread,spread_bet_reason,Total Bet,bet_units_total,total_bet_reason,id,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401762471,2025,5,2025-09-25,19:30:00,Army @ East Carolina,East Carolina,Army,East Carolina -3.5,-3.5,52.5,52.5,-175.0,145.0,8.732730459954839,49.668741666574874,3.376807950730542,3.4336866015236556,5.232730459954839,2.831258333425126,none,0.0,No Bet - Min Games,none,0.0,No Bet - Min Games,401762471,28.0,6.0,No Bet,No Bet,22.0,34.0
401754543,2025,5,2025-09-26,19:00:00,Florida State @ Virginia,Virginia,Florida State,Virginia +7.0,7.0,59.5,59.5,220.0,-270.0,1.642882091424675,56.960423402164274,1.645130993230835,3.640185398455285,8.642882091424674,2.539576597835726,none,0.0,No Bet - Min Games,none,0.0,No Bet - Min Games,401754543,46.0,38.0,No Bet,No Bet,8.0,84.0
401756902,2025,5,2025-09-26,21:00:00,TCU @ Arizona State,Arizona State,TCU,Arizona State -2.5,-2.5,54.5,54.5,-150.0,130.0,-0.6984832376392422,55.80498904123782,1.0609142130492777,4.1683961855089375,3.198483237639242,1.3049890412378176,none,0.0,No Bet - Min Games,none,0.0,No Bet - Min Games,401756902,27.0,24.0,No Bet,No Bet,3.0,51.0
401752939,2025,5,2025-09-26,22:30:00,Houston @ Oregon State,Oregon State,Houston,Oregon State +11.5,11.5,48.5,48.5,360.0,-500.0,-3.775086684292039,49.734084516804074,4.463326611638118,8.855456754532607,7.724913315707961,1.2340845168040744,none,0.0,No Bet - Min Games,none,0.0,No Bet - Min Games,401752939,24.0,27.0,No Bet,No Bet,-3.0,51.0
401752717,2025,5,2025-09-27,12:00:00,Notre Dame @ Arkansas,Arkansas,Notre Dame,Arkansas +5.5,5.5,64.5,64.5,180.0,-218.0,18.05500082628359,68.66894239786788,1.801685982235167,9.174322639076935,23.55500082628359,4.16894239786788,none,0.0,No Bet - Min Games,none,0.0,No Bet - Min Games,401752717,13.0,56.0,No Bet,No Bet,-43.0,69.0
401752849,2025,5,2025-09-27,12:00:00,Rutgers @ Minnesota,Minnesota,Rutgers,Minnesota -3.5,-3.5,51.5,51.5,-175.0,150.0,8.02746751479796,55.43417042781513,3.9280406116688416,6.972065176770456,4.52746751479796,3.9341704278151326,none,0.0,No Bet - Min Games,none,0.0,No Bet - Min Games,401752849,31.0,28.0,No Bet,No Bet,3.0,59.0
401752850,2025,5,2025-09-27,12:00:00,USC @ Illinois,Illinois,USC,Illinois +6.5,6.5,62.5,62.5,205.0,-250.0,-6.170461425773647,59.76909165192258,6.162637834624091,2.433296347760653,0.329538574226353,2.730908348077421,none,0.0,No Bet - Small Edge,none,0.0,No Bet - Small Edge,401752850,34.0,32.0,No Bet,No Bet,2.0,66.0
401754545,2025,5,2025-09-27,12:00:00,Duke @ Syracuse,Syracuse,Duke,Syracuse +4.0,4.0,59.5,59.5,160.0,-192.0,-5.638891729595502,62.007448373227874,0.6919036309698484,2.702871103661949,1.6388917295955023,2.5074483732278736,none,0.0,No Bet - Small Edge,none,0.0,No Bet - Small Edge,401754545,3.0,38.0,No Bet,No Bet,-35.0,41.0
401754546,2025,5,2025-09-27,12:00:00,Georgia Tech @ Wake Forest,Wake Forest,Georgia Tech,Wake Forest +13.5,13.5,53.5,53.5,410.0,-550.0,-5.143249146580444,50.35671026144532,6.0009276365519755,2.8998020447255004,8.356750853419555,3.143289738554678,none,0.0,No Bet - Min Games,none,0.0,No Bet - Min Games,401754546,29.0,30.0,No Bet,No Bet,-1.0,59.0
401754547,2025,5,2025-09-27,12:00:00,Louisville @ Pittsburgh,Pittsburgh,Louisville,Pittsburgh +3.0,3.0,53.5,53.5,130.0,-155.0,0.7159234953375473,51.26320276289736,2.3774575109771567,2.741442664229707,3.715923495337547,2.2367972371026426,none,0.0,No Bet - Min Games,none,0.0,No Bet - Min Games,401754547,27.0,34.0,No Bet,No Bet,-7.0,61.0
401756905,2025,5,2025-09-27,12:00:00,Cincinnati @ Kansas,Kansas,Cincinnati,Kansas -5.5,-5.5,55.5,55.5,-218.0,180.0,10.65080132654692,54.987563162009714,4.630079377454127,5.016956331792972,5.150801326546921,0.5124368379902862,none,0.0,No Bet - Min Games,none,0.0,No Bet - Min Games,401756905,34.0,37.0,No Bet,No Bet,-3.0,71.0
