week,team,rating
1,Air Force,-0.836743673342292
1,Akron,-0.8439588906590063
1,Alabama,-0.8545828348641903
1,App State,-0.867736704580258
1,Arizona,-0.880239610556896
1,Arizona State,-0.8998058476414937
1,Arkansas,-0.9256890076793013
1,Arkansas State,-0.9317767679320238
1,Army,-0.9249995296707697
1,Auburn,-0.9229576636897955
1,BYU,-0.9458638560589627
1,Ball State,-0.9560488108593034
1,Baylor,-0.982600750732395
1,Boise State,-0.9905447967332348
1,Boston College,-0.9974762005189469
1,Bowling Green,-1.0015859362884607
1,Buffalo,-0.9961301309712649
1,California,-0.9859578379712796
1,Central Michigan,-0.9864676175698482
1,Charlotte,-0.9865434718471664
1,Cincinnati,-0.9855247632162395
1,Clemson,-0.972797764875154
1,Coastal Carolina,-0.9681840301638152
1,Colorado,-0.9383749800754374
1,Colorado State,-0.9271987714388973
1,Duke,-0.9171230669628714
1,East Carolina,-0.9088010083335561
1,Eastern Michigan,-0.8963634849883586
1,Florida,-0.885211587220286
1,Florida Atlantic,-0.8690636641772673
1,Florida International,-0.8682403930596757
1,Florida State,-0.8566620486359576
1,Fresno State,-0.8445676285674572
1,Georgia,-0.8327738620208899
1,Georgia Southern,-0.8251901734976895
1,Georgia State,-0.8193677472652933
1,Georgia Tech,-0.8144789959062401
1,Hawai'i,-0.8139496285279306
1,Houston,-0.8012030722667358
1,Illinois,-0.7862822328433754
1,Indiana,-0.7802730955386441
1,Iowa,-0.7701634652915434
1,Iowa State,-0.7640633879874821
1,Jacksonville State,-0.7574312697111348
1,James Madison,-0.7368834394475186
1,Kansas,-0.7254344066101557
1,Kansas State,-0.7176387386471703
1,Kent State,-0.7191532770777977
1,Kentucky,-0.6918257064150615
1,LSU,-0.6773841645120312
1,Liberty,-0.6598060348928955
1,Louisiana,-0.6454964538913235
1,Louisiana Tech,-0.6176385715546506
1,Louisville,-0.5818442490902554
1,Marshall,-0.5573897536458209
1,Maryland,-0.5286677334275891
1,Massachusetts,-0.5038771628778248
