,rating,hdi_lower,hdi_upper
Kent State,-0.020780904829575106,-9.712880426668587,9.732608430451878
Ohio State,-0.021371559383072395,-9.416990564911776,10.41091055082153
Navy,-0.023356285721577313,-9.318349058079663,10.443920443884199
Syracuse,-0.025688115547967575,-9.982439226027576,11.198315484434275
New Mexico,-0.02621038135474952,-9.419629634412633,10.771019991550963
TCU,-0.028304394884338283,-9.988925646353247,11.192840708778423
Washington,-0.028339525982751076,-11.136639227434268,10.930421285560502
Ohio,-0.028474111578173204,-9.40647010305956,10.502272671608708
Washington State,-0.028489871409185887,-11.193273074474112,10.844578453044587
Wake Forest,-0.029057641916969888,-11.036500328895071,10.949244041491323
Nebraska,-0.029209788263054797,-9.311641080600952,10.433840473783906
Nevada,-0.0300654336392461,-9.467886803757878,10.528476920619774
Texas A&M,-0.03014979394369774,-10.339153093900968,11.14318891682556
Notre Dame,-0.030301617143695957,-9.294025543990218,10.536391627179182
Temple,-0.03035794427049907,-9.993328490605608,11.15585044682064
Kentucky,-0.030927582244115105,-9.765273155512933,9.633422060241763
West Virginia,-0.031164899181967232,-11.07310555908475,10.824430621277779
Wyoming,-0.03131417079920365,-11.03200943188779,11.000134936228255
North Carolina,-0.03154197687333252,-9.621311912019978,10.484066434822733
Western Michigan,-0.031639869908588386,-11.090990235519213,10.702882217645445
North Texas,-0.0322860009045962,-9.531760502350458,10.444659070237472
New Mexico State,-0.03258883791398707,-9.472246740605145,10.649231756906067
Wisconsin,-0.03432942807437892,-11.076636545499083,10.82028797804781
Northwestern,-0.035040299051570196,-9.46768110386071,10.604763514728514
UConn,-0.03561284426423474,-10.903563599846455,11.147859081594984
UCLA,-0.03603785246283552,-10.764748262090466,11.083968358412852
Texas,-0.03631812081508498,-10.216695241481908,11.176216002489298
Texas State,-0.036388531108435554,-10.361257493374572,11.103347838822646
Northern Illinois,-0.037153243721238266,-9.396683612708182,10.471245926142123
UCF,-0.03834477933140364,-10.529803658508685,11.111709012449841
UL Monroe,-0.039776703011165274,-10.858002778473496,11.300922406000693
Tulane,-0.03985099812984859,-10.446484204438311,11.052169551492057
UTEP,-0.03992468030350921,-10.905169314386226,10.966679224734849
Tennessee,-0.041395794080707086,-10.235819408986494,11.17227278680562
Virginia Tech,-0.04197429638314714,-10.84017859713406,10.982930299131683
Western Kentucky,-0.04210280023722756,-11.022603918835006,10.67104025234655
UAB,-0.042275333130872304,-10.741452400199913,10.928816400172309
Toledo,-0.042427839380593836,-10.387359716057729,10.695211462658133
Tulsa,-0.04261267703543014,-10.54743459132817,10.938074733520805
UTSA,-0.043384590636290396,-10.752702457229807,11.114336199948257
Troy,-0.04393836881549654,-10.634145086016051,10.748326203588585
Texas Tech,-0.044882078082026336,-10.326878836048788,10.978108230304267
Utah,-0.04655319521491318,-10.657824223216094,11.083770467594583
Vanderbilt,-0.046872806463455145,-11.129991184737005,11.182058879184549
Utah State,-0.04970734510666729,-10.890358209945466,10.995647287859079
USC,-0.04992443516436135,-10.73976653032855,11.234880859425216
Virginia,-0.050779873740755294,-10.946449380291359,11.095382897333884
UNLV,-0.053608395174908986,-10.761850448386577,11.230122318932477
