game_id,season,week,home_team,away_team,Date,Time,Spread Prediction,home_team_spread_line,edge_spread,Spread Bet,Total Prediction,total_line,edge_total,Total Bet,id,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401635617,2024,13,Louisville,Pittsburgh,11/23/2024,04:00 PM,8.760616948420102,-7.5,1.2606169484201022,Home,59.72505947149175,57.5,2.225059471491747,Over,401635617,37.0,9.0,Win,Loss,28.0,46.0
401628432,2024,13,Mississippi State,Missouri,11/23/2024,04:15 PM,-6.972575414544762,9.5,2.527424585455238,Home,48.96853708085461,57.5,-8.53146291914539,Under,401628432,20.0,39.0,Loss,Loss,-19.0,59.0
401643840,2024,13,Louisiana,Troy,11/23/2024,05:00 PM,12.955460608870894,-7.5,5.455460608870894,Home,58.34610322957405,51.5,6.846103229574048,Over,401643840,51.0,30.0,Win,Win,21.0,81.0
401643764,2024,13,Wyoming,Boise State,11/23/2024,07:00 PM,-16.237762521605024,22.0,5.762237478394976,Home,57.59129318233135,54.0,3.5912931823313485,Over,401643764,13.0,17.0,Win,Loss,-4.0,30.0
401636931,2024,13,Houston,Baylor,11/23/2024,07:00 PM,-9.060247938066576,7.0,-2.060247938066576,Away,52.17665672946405,51.0,1.1766567294640495,Over,401636931,10.0,20.0,Win,Loss,-10.0,30.0
401643842,2024,13,Texas State,Georgia State,11/23/2024,07:00 PM,24.65170785118747,-23.0,1.6517078511874708,Home,69.17931152563703,59.5,9.679311525637033,Over,401643842,44.0,52.0,Loss,Win,-8.0,96.0
401640959,2024,13,Notre Dame,Army,11/23/2024,07:00 PM,10.381874930231223,-14.5,-4.118125069768775,Away,53.24087373015173,44.5,8.740873730151733,Over,401640959,49.0,14.0,Loss,Win,35.0,63.0
401628572,2024,13,Oregon State,Washington State,11/23/2024,07:00 PM,-10.712354840345316,11.0,0.2876451596546836,Home,55.85955768892078,56.5,-0.6404423110792195,Under,401628572,41.0,38.0,Win,Loss,3.0,79.0
401643838,2024,13,Old Dominion,Marshall,11/23/2024,07:30 PM,2.6005558700141265,-3.0,-0.3994441299858735,Away,54.181595899986654,51.5,2.681595899986654,Over,401643838,35.0,42.0,Win,Win,-7.0,77.0
401628433,2024,13,Oklahoma,Alabama,11/23/2024,07:30 PM,-12.395285448822769,13.5,1.1047145511772314,Home,42.38675736417545,46.5,-4.113242635824548,Under,401628433,24.0,3.0,Win,Win,21.0,27.0
401628428,2024,13,Auburn,Texas A&M,11/23/2024,07:30 PM,-0.5637026674960888,2.5,1.9362973325039112,Home,48.777708194971815,47.0,1.7777081949718152,Over,401628428,43.0,41.0,Win,Win,2.0,84.0
401636936,2024,13,Utah,Iowa State,11/23/2024,07:30 PM,-7.53116607735207,6.5,-1.0311660773520703,Away,52.66798841041451,42.5,10.167988410414509,Over,401636936,28.0,31.0,Loss,Win,-3.0,59.0
401628431,2024,13,LSU,Vanderbilt,11/23/2024,07:45 PM,6.902589422215727,-9.5,-2.597410577784273,Away,55.68021410694425,52.5,3.1802141069442484,Over,401628431,24.0,17.0,Win,Loss,7.0,41.0
401635615,2024,13,Duke,Virginia Tech,11/23/2024,08:00 PM,-3.2166536943688087,2.5,-0.7166536943688087,Away,52.99395608187203,46.0,6.993956081872028,Over,401635615,31.0,28.0,Loss,Win,3.0,59.0
401636933,2024,13,Kansas State,Cincinnati,11/23/2024,08:00 PM,5.818060969050933,-7.5,-1.6819390309490672,Away,50.49579587288149,54.5,-4.004204127118513,Under,401636933,41.0,15.0,Loss,Loss,26.0,56.0
401628561,2024,13,UCLA,USC,11/23/2024,10:30 PM,-3.270947091578332,4.5,1.229052908421668,Home,66.90393664379462,52.5,14.403936643794625,Over,401628561,13.0,19.0,Loss,Loss,-6.0,32.0
401643765,2024,13,Fresno State,Colorado State,11/23/2024,10:30 PM,1.0067674121045926,-3.0,-1.9932325878954071,Away,49.62190124465256,43.5,6.1219012446525625,Over,401643765,28.0,22.0,Loss,Win,6.0,50.0
401643763,2024,13,Nevada,Air Force,11/23/2024,10:30 PM,2.629624337055115,-2.5,0.1296243370551151,Home,51.141023675832415,45.0,6.141023675832415,Over,401643763,19.0,22.0,Loss,Loss,-3.0,41.0
