game_id,season,week,home_team,away_team,Date,Time,Spread Prediction,home_team_spread_line,edge_spread,Spread Bet,Total Prediction,total_line,edge_total,Total Bet,id,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401643721,2024,5,Central Michigan,San Diego State,09/28/2024,03:30 PM,8.953788330657659,-2.5,6.453788330657659,Home,55.92358471155645,47.0,8.923584711556451,Over,401643721,22.0,21.0,Loss,Loss,1.0,43.0
401643794,2024,5,Marshall,Western Michigan,09/28/2024,03:30 PM,11.744263630124216,-3.5,8.244263630124216,Home,56.34633671459771,53.5,2.8463367145977116,Over,401643794,27.0,20.0,Win,Loss,7.0,47.0
401635659,2024,5,Wake Forest,Louisiana,09/28/2024,03:30 PM,-3.88930699061688,-3.0,-6.88930699061688,Away,59.64191284277958,60.0,-0.3580871572204174,Under,401635659,38.0,41.0,Win,Loss,-3.0,79.0
401628373,2024,5,Texas A&M,Arkansas,09/28/2024,03:30 PM,-5.050192362320859,-6.5,-11.55019236232086,Away,54.88726703757277,50.5,4.387267037572769,Over,401628373,21.0,17.0,Win,Loss,4.0,38.0
401628375,2024,5,Auburn,Oklahoma,09/28/2024,03:30 PM,1.845787858362827,-2.0,-0.1542121416371729,Away,49.563163419317576,43.0,6.563163419317576,Over,401628375,21.0,27.0,Win,Win,-6.0,48.0
401643792,2024,5,Georgia State,Georgia Southern,09/28/2024,03:30 PM,2.156518414810974,-3.5,-1.3434815851890258,Away,55.07086773168365,57.0,-1.9291322683163512,Under,401643792,21.0,38.0,Win,Loss,-17.0,59.0
401640992,2024,5,App State,Liberty,09/28/2024,03:30 PM,-12.275114306815546,,,Away,51.85880043479626,,,No Bet,401640992,,,Pending,No Bet,,
401635562,2024,5,Duke,North Carolina,09/28/2024,04:00 PM,1.9155337538291035,1.5,3.4155337538291035,Home,42.634460382799546,55.5,-12.865539617200454,Under,401635562,21.0,20.0,Win,Win,1.0,41.0
401645334,2024,5,East Carolina,UTSA,09/28/2024,04:00 PM,9.621726817268492,-2.5,7.121726817268492,Home,49.83843896789623,53.5,-3.6615610321037697,Under,401645334,30.0,20.0,Win,Win,10.0,50.0
401628378,2024,5,Texas,Mississippi State,09/28/2024,04:15 PM,26.20264722481533,-37.0,-10.79735277518467,Away,58.99468123071766,59.0,-0.0053187692823399,Under,401628378,35.0,13.0,Win,Win,22.0,48.0
401643795,2024,5,Bowling Green,Old Dominion,09/28/2024,05:00 PM,16.710113193729054,-11.0,5.710113193729054,Home,60.98316642458779,51.5,9.483166424587791,Over,401643795,27.0,30.0,Loss,Win,-3.0,57.0
401641018,2024,5,Kennesaw State,UT Martin,09/28/2024,06:00 PM,4.02309614209709,2.0,6.02309614209709,Home,43.47351402449699,45.5,-2.0264859755030074,Under,401641018,13.0,24.0,Loss,Win,-11.0,37.0
401640981,2024,5,Florida International,Louisiana Tech,09/28/2024,06:00 PM,3.9865538924123687,2.0,5.986553892412369,Home,37.0989965989195,48.5,-11.4010034010805,Under,401640981,17.0,10.0,Win,Win,7.0,27.0
401635561,2024,5,Clemson,Stanford,09/28/2024,07:00 PM,6.680731310074977,-24.0,-17.319268689925025,Away,70.2404596580516,58.0,12.240459658051606,Over,401635561,40.0,14.0,Loss,Loss,26.0,54.0
401636881,2024,5,Houston,Iowa State,09/28/2024,07:00 PM,-10.827110227689335,16.5,5.672889772310665,Home,38.030715558671275,43.0,-4.969284441328725,Under,401636881,0.0,20.0,Loss,Win,-20.0,20.0
401645336,2024,5,North Texas,Tulsa,09/28/2024,07:00 PM,9.646381833198303,-7.0,2.646381833198305,Home,59.71763127816577,65.5,-5.7823687218342315,Under,401645336,52.0,20.0,Win,Loss,32.0,72.0
401645333,2024,5,Rice,Charlotte,09/28/2024,07:00 PM,7.6123698401738515,-4.0,3.612369840173851,Home,53.58196346763694,48.0,5.581963467636939,Over,401645333,20.0,21.0,Loss,Loss,-1.0,41.0
401643796,2024,5,Troy,UL Monroe,09/28/2024,07:00 PM,-1.6953412913508332,-6.0,-7.695341291350833,Away,55.55748881170507,46.0,9.55748881170507,Over,401643796,9.0,13.0,Win,Loss,-4.0,22.0
401628498,2024,5,Michigan State,Ohio State,09/28/2024,07:30 PM,-6.958177393084593,23.5,16.541822606915407,Home,51.692170319539585,48.5,3.192170319539585,Over,401628498,7.0,38.0,Loss,Loss,-31.0,45.0
401641025,2024,5,Memphis,Middle Tennessee,09/28/2024,07:30 PM,24.621144308396037,-27.0,-2.378855691603963,Away,54.8613472027576,61.5,-6.6386527972424005,Under,401641025,24.0,7.0,Win,Win,17.0,31.0
401628374,2024,5,Alabama,Georgia,09/28/2024,07:30 PM,11.15080462919788,2.0,13.15080462919788,Home,54.06525292517128,50.0,4.065252925171279,Over,401628374,41.0,34.0,Win,Win,7.0,75.0
401628495,2024,5,Penn State,Illinois,09/28/2024,07:30 PM,11.702351708803718,-19.0,-7.297648291196282,Away,52.38977291427134,48.5,3.88977291427134,Over,401628495,21.0,7.0,Win,Loss,14.0,28.0
401628376,2024,5,LSU,South Alabama,09/28/2024,07:45 PM,1.752290201128224,-21.0,-19.247709798871774,Away,64.56459936368925,64.5,0.0645993636892541,Over,401628376,42.0,10.0,Loss,Loss,32.0,52.0
401641035,2024,5,New Mexico State,New Mexico,09/28/2024,08:00 PM,0.2103417405699268,9.5,9.710341740569929,Home,53.879823212417776,54.5,-0.6201767875822242,Under,401641035,40.0,50.0,Loss,Loss,-10.0,90.0
401643718,2024,5,Wyoming,Air Force,09/28/2024,08:00 PM,-5.838239468640417,4.0,-1.8382394686404169,Away,43.94162339180484,33.0,10.94162339180484,Over,401643718,31.0,19.0,Loss,Win,12.0,50.0
401635563,2024,5,SMU,Florida State,09/28/2024,08:00 PM,16.905349162782095,-6.0,10.905349162782096,Home,59.230100458824296,46.5,12.730100458824296,Over,401635563,42.0,16.0,Win,Win,26.0,58.0
401636884,2024,5,Texas Tech,Cincinnati,09/28/2024,08:00 PM,6.169790017318522,-3.0,3.1697900173185216,Home,56.93256302861726,60.0,-3.0674369713827403,Under,401636884,44.0,41.0,Push,Loss,3.0,85.0
401643719,2024,5,Boise State,Washington State,09/28/2024,10:00 PM,8.31464019195215,-6.5,1.8146401919521509,Home,71.60324571195335,66.0,5.603245711953349,Over,401643719,45.0,24.0,Win,Win,21.0,69.0
401636886,2024,5,Utah,Arizona,09/28/2024,10:15 PM,17.94063230886115,-7.5,10.44063230886115,Home,56.94838123480323,47.5,9.448381234803236,Over,401636886,10.0,23.0,Loss,Loss,-13.0,33.0
401628500,2024,5,UCLA,Oregon,09/28/2024,11:00 PM,-9.077848361222475,23.5,14.422151638777525,Home,55.80101272501903,54.0,1.801012725019028,Over,401628500,13.0,34.0,Win,Loss,-21.0,47.0
