game_id,season,week,home_team,away_team,Date,Time,Spread Prediction,home_team_spread_line,edge_spread,Spread Bet,Total Prediction,total_line,edge_total,Total Bet,id,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401643790,2024,4,App State,South Alabama,09/19/2024,07:30 PM,-3.5090851864899006,-7.5,-11.009085186489902,Away,57.17552657315274,62.5,-5.324473426847263,Under,401643790,14.0,48.0,Win,Win,-34.0,62.0
401634766,2024,4,Syracuse,Stanford,09/20/2024,07:30 PM,3.2285497152823965,-7.5,-4.271450284717604,Away,64.04661742590977,57.0,7.046617425909773,Over,401634766,24.0,26.0,Win,Loss,-2.0,50.0
401628485,2024,4,Nebraska,Illinois,09/20/2024,08:00 PM,0.958809772324261,-8.0,-7.041190227675739,Away,52.3821123963341,42.0,10.3821123963341,Over,401628485,24.0,31.0,Win,Win,-7.0,55.0
401643714,2024,4,Washington State,San José State,09/20/2024,10:00 PM,10.149439852993176,-13.0,-2.8505601470068243,Away,61.58660255083876,55.5,6.086602550838762,Over,401643714,54.0,52.0,Win,Win,2.0,106.0
401635552,2024,4,Clemson,NC State,09/21/2024,12:00 PM,10.602356321063336,-19.0,-8.397643678936664,Away,58.61757010477701,44.0,14.617570104777007,Over,401635552,59.0,35.0,Loss,Win,24.0,94.0
401628367,2024,4,Mississippi State,Florida,09/21/2024,12:00 PM,5.908894893328341,6.5,12.40889489332834,Home,58.77809664881242,58.0,0.7780966488124221,Over,401628367,28.0,45.0,Loss,Win,-17.0,73.0
401645328,2024,4,Army,Rice,09/21/2024,12:00 PM,18.34002174033857,-7.0,11.340021740338573,Home,58.52976711119496,44.0,14.529767111194964,Over,401645328,37.0,14.0,Win,Win,23.0,51.0
401636873,2024,4,Cincinnati,Houston,09/21/2024,12:00 PM,2.484127890713294,-3.5,-1.0158721092867058,Away,49.99721778136283,48.0,1.997217781362828,Over,401636873,34.0,0.0,Loss,Loss,34.0,34.0
401635556,2024,4,North Carolina,James Madison,09/21/2024,12:00 PM,1.681696739108205,-10.0,-8.318303260891796,Away,59.37503052773519,48.0,11.375030527735191,Over,401635556,50.0,70.0,Win,Win,-20.0,120.0
401636879,2024,4,West Virginia,Kansas,09/21/2024,12:00 PM,-11.764746755811863,-1.5,-13.264746755811863,Away,55.43404234128163,56.0,-0.5659576587183679,Under,401636879,32.0,28.0,Loss,Loss,4.0,60.0
401628492,2024,4,Ohio State,Marshall,09/21/2024,12:00 PM,19.640862017248917,-39.0,-19.359137982751083,Away,50.2882392998407,51.5,-1.211760700159303,Under,401628492,49.0,14.0,Win,Loss,35.0,63.0
401628486,2024,4,Indiana,Charlotte,09/21/2024,12:00 PM,23.647370850908235,-28.5,-4.852629149091765,Away,57.66381573888145,50.0,7.663815738881453,Over,401628486,52.0,14.0,Loss,Win,38.0,66.0
401643791,2024,4,Louisiana,Tulane,09/21/2024,12:00 PM,9.547154889241613,1.5,11.047154889241613,Home,62.47159597721536,53.5,8.971595977215358,Over,401643791,33.0,41.0,Loss,Win,-8.0,74.0
