game_id,season,week,home_team,away_team,Date,Time,Spread Prediction,home_team_spread_line,edge_spread,Spread Bet,Total Prediction,total_line,edge_total,Total Bet,id,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401628364,2024,4,Kentucky,Ohio,09/21/2024,12:45 PM,4.150794394792498,-19.0,-14.8492056052075,Away,57.47206234352667,42.0,15.472062343526671,Over,401628364,41.0,6.0,Loss,Win,35.0,47.0
401644735,2024,4,Central Michigan,Ball State,09/21/2024,01:00 PM,15.683780416198829,-6.5,9.183780416198829,Home,62.136122878228626,51.0,11.136122878228626,Over,401644735,37.0,34.0,Loss,Win,3.0,71.0
401636875,2024,4,Iowa State,Arkansas State,09/21/2024,02:00 PM,16.58346946808973,-20.5,-3.916530531910269,Away,56.71347549115111,52.0,4.713475491151108,Over,401636875,52.0,7.0,Loss,Win,45.0,59.0
401644737,2024,4,Eastern Michigan,St. Francis (PA),09/21/2024,02:00 PM,-1.6030742494157622,-25.5,-27.10307424941576,Away,62.229093912821725,45.5,16.729093912821725,Over,401644737,36.0,0.0,Loss,Loss,36.0,36.0
401635558,2024,4,Coastal Carolina,Virginia,09/21/2024,02:00 PM,4.839282390438905,3.5,8.339282390438905,Home,58.60153956602269,52.0,6.601539566022687,Over,401635558,24.0,43.0,Loss,Win,-19.0,67.0
401643715,2024,4,Temple,Utah State,09/21/2024,02:00 PM,-4.38380534685776,6.5,2.11619465314224,Home,58.332235722243304,53.5,4.832235722243304,Over,401643715,45.0,29.0,Win,Win,16.0,74.0
401641000,2024,4,Jacksonville State,Southern Miss,09/21/2024,03:00 PM,4.089109058362826,-6.0,-1.9108909416371735,Away,43.03269196235209,59.5,-16.46730803764791,Under,401641000,44.0,7.0,Loss,Win,37.0,51.0
401628363,2024,4,Auburn,Arkansas,09/21/2024,03:30 PM,4.426383984529494,-2.5,1.926383984529494,Home,67.15347810901797,54.0,13.153478109017968,Over,401628363,14.0,24.0,Loss,Loss,-10.0,38.0
401636877,2024,4,Texas Tech,Arizona State,09/21/2024,03:30 PM,1.7241412780765617,-4.5,-2.7758587219234383,Away,65.18112585511565,58.5,6.681125855115653,Over,401636877,30.0,22.0,Loss,Loss,8.0,52.0
401645329,2024,4,Navy,Memphis,09/21/2024,03:30 PM,1.2344747839411685,8.5,9.734474783941168,Home,51.92404146010633,47.5,4.424041460106331,Over,401645329,56.0,44.0,Win,Win,12.0,100.0
401644736,2024,4,Northern Illinois,Buffalo,09/21/2024,03:30 PM,15.345451030407132,-13.0,2.3454510304071317,Home,60.294718421959296,42.5,17.794718421959296,Over,401644736,20.0,23.0,Loss,Win,-3.0,43.0
401628489,2024,4,Michigan,USC,09/21/2024,03:30 PM,-9.59692671730874,4.0,-5.59692671730874,Away,61.28719634957648,44.5,16.787196349576476,Over,401628489,27.0,24.0,Loss,Win,3.0,51.0
401628365,2024,4,LSU,UCLA,09/21/2024,03:30 PM,7.447655667675844,-21.5,-14.052344332324155,Away,56.141026141595304,56.5,-0.3589738584046955,Under,401628365,34.0,17.0,Win,Win,17.0,51.0
401628493,2024,4,Penn State,Kent State,09/21/2024,03:30 PM,25.910239466551214,-48.5,-22.589760533448786,Away,49.94331437372629,57.5,-7.556685626273712,Under,401628493,56.0,0.0,Loss,Win,56.0,56.0
401628494,2024,4,Virginia Tech,Rutgers,09/21/2024,03:30 PM,2.3426139899938274,-3.0,-0.6573860100061726,Away,65.8491636691053,45.0,20.849163669105295,Over,401628494,23.0,26.0,Win,Win,-3.0,49.0
401628979,2024,4,Notre Dame,Miami (OH),09/21/2024,03:30 PM,23.16316555023034,-27.0,-3.836834449769661,Away,41.91987793646318,44.0,-2.0801220635368196,Under,401628979,28.0,3.0,Win,Win,25.0,31.0
401645330,2024,4,UTSA,Houston Christian,09/21/2024,03:30 PM,15.08185716940537,-35.5,-20.418142830594633,Away,65.79030056810828,54.5,11.29030056810828,Over,401645330,45.0,7.0,Loss,Loss,38.0,52.0
401635554,2024,4,Louisville,Georgia Tech,09/21/2024,03:30 PM,9.02116904857272,-8.5,0.5211690485727214,Home,67.14874207442425,56.0,11.148742074424248,Over,401635554,31.0,19.0,Win,Loss,12.0,50.0
401629042,2024,4,Massachusetts,Central Connecticut,09/21/2024,03:30 PM,12.377124931488703,-19.5,-7.122875068511295,Away,55.19044549312071,52.0,3.1904454931207127,Over,401629042,35.0,31.0,Win,Win,4.0,66.0
401636876,2024,4,Oklahoma State,Utah,09/21/2024,04:00 PM,0.2380487663249679,1.0,1.238048766324968,Home,62.06997871875257,53.5,8.569978718752573,Over,401636876,19.0,22.0,Loss,Loss,-3.0,41.0
401635553,2024,4,Middle Tennessee,Duke,09/21/2024,04:00 PM,-17.508310949450774,15.0,-2.508310949450774,Away,46.62927820885939,51.0,-4.37072179114061,Under,401635553,17.0,45.0,Win,Loss,-28.0,62.0
401628368,2024,4,Missouri,Vanderbilt,09/21/2024,04:15 PM,12.87523453537834,-18.0,-5.12476546462166,Away,54.05431040993649,52.0,2.054310409936491,Over,401628368,30.0,27.0,Win,Win,3.0,57.0
401635557,2024,4,SMU,TCU,09/21/2024,05:00 PM,1.1797043929561903,2.5,3.6797043929561903,Home,64.77735565294734,59.0,5.777355652947335,Over,401635557,66.0,42.0,Win,Win,24.0,108.0
401641028,2024,4,Colorado State,UTEP,09/21/2024,05:00 PM,3.2922074726335984,-8.5,-5.207792527366402,Away,54.02947504424627,49.0,5.029475044246276,Over,401641028,27.0,17.0,Loss,Loss,10.0,44.0
401640991,2024,4,Liberty,East Carolina,09/21/2024,06:00 PM,-1.7249165480261954,-7.5,-9.224916548026195,Away,40.98545353134963,54.5,-13.514546468650371,Under,401640991,35.0,24.0,Loss,Loss,11.0,59.0
401635555,2024,4,South Florida,Miami,09/21/2024,07:00 PM,-9.922673772711958,16.5,6.577326227288042,Home,66.31391573400495,64.5,1.8139157340049508,Over,401635555,15.0,50.0,Loss,Win,-35.0,65.0
401628491,2024,4,Washington,Northwestern,09/21/2024,07:00 PM,11.50059367171846,-12.0,-0.4994063282815393,Away,53.514253771981885,43.0,10.514253771981885,Over,401628491,24.0,5.0,Loss,Loss,19.0,29.0
401641008,2024,4,Louisiana Tech,Tulsa,09/21/2024,07:00 PM,1.6197055509306026,-2.5,-0.8802944490693974,Away,50.95635812561818,56.5,-5.543641874381819,Under,401641008,20.0,23.0,Win,Win,-3.0,43.0
401635551,2024,4,Florida State,California,09/21/2024,07:00 PM,-3.873209343968389,-3.0,-6.873209343968389,Away,42.74891476388859,44.5,-1.7510852361114075,Under,401635551,14.0,9.0,Loss,Win,5.0,23.0
401629031,2024,4,UConn,Florida Atlantic,09/21/2024,07:00 PM,1.2468444846686433,-1.0,0.2468444846686432,Home,60.17782084089974,46.0,14.17782084089974,Over,401629031,48.0,14.0,Win,Win,34.0,62.0
401641034,2024,4,Sam Houston,New Mexico State,09/21/2024,07:00 PM,22.450640313978248,-15.5,6.950640313978248,Home,47.64592890142506,44.5,3.1459289014250587,Over,401641034,31.0,11.0,Win,Loss,20.0,42.0
401641037,2024,4,Western Kentucky,Toledo,09/21/2024,07:00 PM,-10.736032227993972,2.5,-8.236032227993972,Away,55.2704532183199,61.0,-5.729546781680099,Under,401641037,26.0,21.0,Loss,Win,5.0,47.0
401643716,2024,4,North Texas,Wyoming,09/21/2024,07:00 PM,10.503054722798849,-6.5,4.003054722798847,Home,51.997537825526656,55.0,-3.0024621744733437,Under,401643716,44.0,17.0,Win,Loss,27.0,61.0
401636374,2024,4,Troy,Florida A&M,09/21/2024,07:00 PM,6.130106620150956,-21.5,-15.369893379849044,Away,63.028749470122634,49.5,13.528749470122634,Over,401636374,34.0,12.0,Loss,Loss,22.0,46.0
401628372,2024,4,Texas A&M,Bowling Green,09/21/2024,07:30 PM,8.127937437873747,-21.5,-13.372062562126253,Away,57.9681118911883,50.5,7.4681118911883,Over,401628372,26.0,20.0,Win,Loss,6.0,46.0
401628369,2024,4,Oklahoma,Tennessee,09/21/2024,07:30 PM,-10.780818838010603,6.5,-4.280818838010605,Away,57.96605791190532,57.0,0.9660579119053168,Over,401628369,15.0,25.0,Win,Loss,-10.0,40.0
401628487,2024,4,Minnesota,Iowa,09/21/2024,07:30 PM,4.939954010465714,3.0,7.939954010465714,Home,42.96449674306371,35.0,7.964496743063712,Over,401628487,14.0,31.0,Loss,Win,-17.0,45.0
401628370,2024,4,South Carolina,Akron,09/21/2024,07:30 PM,14.850561108128511,-26.0,-11.149438891871489,Away,40.90692258748808,41.5,-0.5930774125119243,Under,401628370,50.0,7.0,Loss,Loss,43.0,57.0
401628366,2024,4,Ole Miss,Georgia Southern,09/21/2024,07:45 PM,25.177293097484053,-35.0,-9.822706902515948,Away,58.80674815230319,68.5,-9.693251847696809,Under,401628366,52.0,13.0,Loss,Win,39.0,65.0
401628490,2024,4,Boston College,Michigan State,09/21/2024,08:00 PM,8.547578264836936,-4.5,4.047578264836936,Home,58.05057957698759,45.5,12.550579576987587,Over,401628490,23.0,19.0,Loss,Loss,4.0,42.0
401628371,2024,4,Texas,UL Monroe,09/21/2024,08:00 PM,16.49429394465067,-44.0,-27.50570605534933,Away,50.55521956609809,53.5,-2.9447804339019115,Under,401628371,51.0,3.0,Loss,Loss,48.0,54.0
401636874,2024,4,Colorado,Baylor,09/21/2024,08:00 PM,-5.815643634951893,-2.0,-7.815643634951893,Away,52.97933349158948,51.5,1.479333491589479,Over,401636874,38.0,31.0,Loss,Win,7.0,69.0
401643717,2024,4,Oregon State,Purdue,09/21/2024,08:30 PM,13.065937439747474,-2.5,10.565937439747474,Home,60.95384559797169,50.5,10.453845597971693,Over,401643717,38.0,21.0,Win,Win,17.0,59.0
401643711,2024,4,New Mexico,Fresno State,09/21/2024,08:30 PM,-8.717295851266465,13.5,4.782704148733535,Home,60.01911038925959,60.0,0.0191103892595876,Over,401643711,21.0,38.0,Loss,Loss,-17.0,59.0
401637162,2024,4,Boise State,Portland State,09/21/2024,09:45 PM,19.836971265422495,-43.0,-23.163028734577505,Away,59.751207168958615,69.5,-9.748792831041383,Under,401637162,56.0,14.0,Win,Loss,42.0,70.0
401636872,2024,4,BYU,Kansas State,09/21/2024,10:30 PM,1.2687995516325865,7.0,8.268799551632586,Home,56.58036073271419,49.5,7.08036073271419,Over,401636872,38.0,9.0,Win,Loss,29.0,47.0
401643712,2024,4,Hawai'i,Northern Iowa,09/21/2024,11:59 PM,10.122118019921231,-10.0,0.1221180199212312,Home,62.8801344617727,46.0,16.8801344617727,Over,401643712,36.0,7.0,Win,Loss,29.0,43.0
