game_id,Year,Week,Date,Time,Game,home_team,away_team,Spread,home_team_spread_line,Over/Under,total_line,home_moneyline,away_moneyline,Spread Prediction,Total Prediction,predicted_spread_std_dev,predicted_total_std_dev,edge_spread,edge_total,Spread Bet,bet_units_spread,spread_bet_reason,Total Bet,bet_units_total,total_bet_reason,id,home_points,away_points,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401643797,2024,6,2024-10-03,19:00:00,Texas State @ Troy,Troy,Texas State,Troy +14.5,14.5,56.0,56.0,455,-625,3.192831564667832,52.32224604394054,0.3041404735326745,2.456373105409065,17.69283156466783,3.677753956059462,home,3.12,Bet Placed,none,0.0,No Bet - Small Edge,401643797,17.0,38.0,Loss,No Bet,-21.0,55.0
401641029,2024,6,2024-10-03,21:00:00,Sam Houston @ UTEP,UTEP,Sam Houston,UTEP +10.0,10.0,49.5,49.5,280,-355,-2.2236579294898706,51.79901299889036,0.7773752128676983,2.8368832525563104,7.776342070510129,2.299012998890362,none,0.0,No Bet - Small Edge,none,0.0,No Bet - Small Edge,401641029,21.0,41.0,No Bet,No Bet,-20.0,62.0
401641001,2024,6,2024-10-04,19:00:00,Jacksonville State @ Kennesaw State,Kennesaw State,Jacksonville State,Kennesaw State +17.5,17.5,49.5,49.5,575,-850,-8.370610313437433,49.65140982168526,3.05852984322663,0.4462352057095763,9.129389686562568,0.151409821685263,none,0.0,No Bet - Low Confidence,none,0.0,No Bet - Small Edge,401641001,24.0,63.0,No Bet,No Bet,-39.0,87.0
401636891,2024,6,2024-10-04,19:30:00,Houston @ TCU,TCU,Houston,TCU -16.5,-16.5,52.0,52.0,-800,550,13.492418612298016,56.182107548789894,0.8813870320128,2.445901267261733,3.0075813877019844,4.182107548789894,none,0.0,No Bet - Small Edge,none,0.0,No Bet - Small Edge,401636891,19.0,30.0,No Bet,No Bet,-11.0,49.0
401634779,2024,6,2024-10-04,21:00:00,Syracuse @ UNLV,UNLV,Syracuse,UNLV -5.5,-5.5,55.5,55.5,-218,180,6.155272316287674,59.54148678674164,2.0831694945250443,2.7714402217232585,0.6552723162876744,4.041486786741643,none,0.0,No Bet - Small Edge,none,0.0,No Bet - Small Edge,401634779,41.0,44.0,No Bet,No Bet,-3.0,85.0
401628506,2024,6,2024-10-04,21:00:00,Michigan State @ Oregon,Oregon,Michigan State,Oregon -22.5,-22.5,53.0,53.0,-2100,1100,11.159856508710089,57.77989309746899,0.3211853237929149,3.634073871247946,11.340143491289911,4.779893097468992,away,3.12,Bet Placed,none,0.0,No Bet - Small Edge,401628506,31.0,10.0,Win,No Bet,21.0,41.0
401628383,2024,6,2024-10-05,12:00:00,Missouri @ Texas A&M,Texas A&M,Missouri,Texas A&M -3.0,-3.0,47.5,47.5,-142,120,-1.4194617794088515,51.6711830982689,0.8665462078062772,2.11565481970079,4.419461779408851,4.171183098268898,none,0.0,No Bet - Small Edge,none,0.0,No Bet - Small Edge,401628383,41.0,10.0,No Bet,No Bet,31.0,51.0
401628509,2024,6,2024-10-05,12:00:00,Purdue @ Wisconsin,Wisconsin,Purdue,Wisconsin -12.0,-12.0,44.5,44.5,-485,370,3.300190013184624,56.333869204196965,1.8357696975221032,0.5845970633788979,8.699809986815376,11.833869204196963,away,3.12,Bet Placed,over,3.12,Bet Placed,401628509,52.0,6.0,Loss,Win,46.0,58.0
401645339,2024,6,2024-10-05,12:00:00,Army @ Tulsa,Tulsa,Army,Tulsa +13.5,13.5,50.5,50.5,410,-550,-4.0103990015064666,51.16225348043861,1.3428512598135605,2.213025200097005,9.489600998493533,0.6622534804386078,home,3.12,Bet Placed,none,0.0,No Bet - Small Edge,401645339,7.0,49.0,Loss,No Bet,-42.0,56.0
401628510,2024,6,2024-10-05,12:00:00,UCLA @ Penn State,Penn State,UCLA,Penn State -30.0,-30.0,48.0,48.0,-9000,2500,24.52703974897966,53.435563765243785,4.969384168268124,0.2812641563570424,5.472960251020339,5.435563765243785,none,0.0,No Bet - Small Edge,none,0.0,No Bet - Small Edge,401628510,27.0,11.0,No Bet,No Bet,16.0,38.0
