game_id,season,week,home_team,away_team,Date,Time,Spread Prediction,home_team_spread_line,edge_spread,Spread Bet,Total Prediction,total_line,edge_total,Total Bet,id,home_points,away_points,home_margin,total_score,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401644775,2024,14,Akron,Toledo,11/26/2024,07:00 PM,-9.20163283577291,9.5,0.2983671642270895,Home,50.81162143846462,49.0,1.81162143846462,Over,401644775,21.0,14.0,7.0,35.0,Win,Loss,7.0,35.0
401644776,2024,14,Buffalo,Kent State,11/26/2024,07:00 PM,22.011901247023,-24.0,-1.9880987529770024,Away,54.585052842316706,50.0,4.585052842316706,Over,401644776,43.0,7.0,36.0,50.0,Loss,Push,36.0,50.0
401645376,2024,14,Tulane,Memphis,11/28/2024,07:30 PM,17.369976697528983,-13.5,3.8699766975289833,Home,58.22650862026626,54.0,4.226508620266259,Over,401645376,24.0,34.0,-10.0,58.0,Loss,Win,-10.0,58.0
401644777,2024,14,Ohio,Ball State,11/29/2024,12:00 PM,17.871601780277345,-17.5,0.371601780277345,Home,59.893048745159895,52.5,7.393048745159895,Over,401644777,42.0,21.0,21.0,63.0,Win,Win,21.0,63.0
401645379,2024,14,East Carolina,Navy,11/29/2024,12:00 PM,1.7552568012577896,-2.5,-0.7447431987422104,Away,51.33797020899734,54.0,-2.6620297910026594,Under,401645379,20.0,34.0,-14.0,54.0,Win,Push,-14.0,54.0
401644691,2024,14,Bowling Green,Miami (OH),11/29/2024,12:00 PM,7.341085437498057,-2.5,4.841085437498057,Home,53.53954041612774,39.0,14.539540416127744,Over,401644691,12.0,28.0,-16.0,40.0,Loss,Win,-16.0,40.0
401643769,2024,14,Boise State,Oregon State,11/29/2024,12:00 PM,21.55162415558444,-18.0,3.5516241555844417,Home,61.86018432984732,57.5,4.360184329847321,Over,401643769,34.0,18.0,16.0,52.0,Loss,Loss,16.0,52.0
401636938,2024,14,Colorado,Oklahoma State,11/29/2024,12:00 PM,17.235840413407015,-16.5,0.7358404134070149,Home,64.35707367128397,66.0,-1.6429263287160296,Under,401636938,52.0,0.0,52.0,52.0,Win,Win,52.0,52.0
401628568,2024,14,Wisconsin,Minnesota,11/29/2024,12:00 PM,-5.240548869287483,1.0,-4.240548869287483,Away,52.90568265783939,41.0,11.905682657839392,Over,401628568,7.0,24.0,-17.0,31.0,Win,Loss,-17.0,31.0
401643770,2024,14,Colorado State,Utah State,11/29/2024,03:30 PM,5.831763543121792,-5.5,0.3317635431217915,Home,53.79299469205132,58.5,-4.707005307948677,Under,401643770,42.0,37.0,5.0,79.0,Loss,Loss,5.0,79.0
401628442,2024,14,Ole Miss,Mississippi State,11/29/2024,03:30 PM,19.829083658941723,-26.0,-6.170916341058277,Away,56.86884496240898,62.0,-5.1311550375910215,Under,401628442,26.0,14.0,12.0,40.0,Win,Win,12.0,40.0
401643843,2024,14,South Alabama,Texas State,11/29/2024,03:30 PM,0.6552455230901297,1.5,2.1552455230901297,Home,62.71535988340757,61.0,1.7153598834075725,Over,401643843,38.0,45.0,-7.0,83.0,Loss,Win,-7.0,83.0
401640997,2024,14,Sam Houston,Liberty,11/29/2024,03:30 PM,0.3872616665854753,2.0,2.3872616665854753,Home,45.459664492825446,47.5,-2.0403355071745537,Under,401640997,20.0,18.0,2.0,38.0,Win,Win,2.0,38.0
401635625,2024,14,San José State,Stanford,11/29/2024,04:00 PM,7.088273522860094,-2.5,4.588273522860094,Home,57.86054988664357,54.5,3.360549886643568,Over,401635625,34.0,31.0,3.0,65.0,Win,Win,3.0,65.0
