game_id,season,week,home_team,away_team,Date,Time,Spread Prediction,home_team_spread_line,edge_spread,Spread Bet,Total Prediction,total_line,edge_total,Total Bet,id,home_points,away_points,home_margin,total_score,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401645347,2024,8,Navy,Charlotte,10/19/2024,03:30 PM,18.77416981310633,-16.5,2.274169813106326,Home,55.85478736125548,57.5,-1.6452126387445176,Under,401645347,51.0,17.0,34.0,68.0,Win,Loss,34.0,68.0
401645348,2024,8,UTSA,Florida Atlantic,10/19/2024,03:30 PM,-6.2818956433266635,-4.0,-10.281895643326664,Away,50.67627305491741,52.5,-1.8237269450825904,Under,401645348,38.0,24.0,14.0,62.0,Loss,Loss,14.0,62.0
401628397,2024,8,Tennessee,Alabama,10/19/2024,03:30 PM,4.263357292470801,3.5,7.763357292470801,Home,55.996243085460755,57.5,-1.503756914539245,Under,401628397,24.0,17.0,7.0,41.0,Win,Win,7.0,41.0
401628982,2024,8,Georgia Tech,Notre Dame,10/19/2024,03:30 PM,-11.206617122569204,14.0,2.793382877430796,Home,54.24898918295372,50.0,4.248989182953721,Over,401628982,13.0,31.0,-18.0,44.0,Loss,Loss,-18.0,44.0
401628518,2024,8,Illinois,Michigan,10/19/2024,03:30 PM,4.958827754637858,6.0,10.95882775463786,Home,58.41754711679117,44.0,14.41754711679117,Over,401628518,21.0,7.0,14.0,28.0,Win,Loss,14.0,28.0
401645350,2024,8,Tulane,Rice,10/19/2024,03:30 PM,20.980482242959308,-21.5,-0.5195177570406919,Away,47.98359140343518,53.0,-5.016408596564823,Under,401645350,24.0,10.0,14.0,34.0,Win,Win,14.0,34.0
401643736,2024,8,Washington State,Hawai'i,10/19/2024,03:30 PM,12.045161430884194,-19.0,-6.954838569115806,Away,56.62883213160035,55.5,1.1288321316003476,Over,401643736,42.0,10.0,32.0,52.0,Loss,Loss,32.0,52.0
401644748,2024,8,Bowling Green,Kent State,10/19/2024,03:30 PM,21.434545563810612,-24.0,-2.5654544361893876,Away,65.0116982647191,54.5,10.5116982647191,Over,401644748,27.0,6.0,21.0,33.0,Win,Loss,21.0,33.0
401644749,2024,8,Buffalo,Western Michigan,10/19/2024,03:30 PM,2.165298982498296,1.5,3.665298982498296,Home,47.69395238608893,49.5,-1.806047613911076,Under,401644749,41.0,48.0,-7.0,89.0,Loss,Loss,-7.0,89.0
401644751,2024,8,Northern Illinois,Toledo,10/19/2024,03:30 PM,4.727410929832694,-3.0,1.7274109298326945,Home,50.7412728946477,43.0,7.7412728946477,Over,401644751,6.0,13.0,-7.0,19.0,Loss,Loss,-7.0,19.0
401645345,2024,8,South Florida,UAB,10/19/2024,03:30 PM,5.850084739700027,-14.0,-8.149915260299974,Away,53.73115007470387,55.5,-1.7688499252961236,Under,401645345,35.0,25.0,10.0,60.0,Win,Loss,10.0,60.0
401643813,2024,8,Old Dominion,Texas State,10/19/2024,03:30 PM,-5.77712646630442,10.5,4.72287353369558,Home,49.45332890068777,60.5,-11.046671099312228,Under,401643813,24.0,14.0,10.0,38.0,Win,Win,10.0,38.0
401636901,2024,8,Kansas,Houston,10/19/2024,03:30 PM,2.421322712053202,-4.5,-2.078677287946798,Away,47.32501200242824,45.5,1.825012002428238,Over,401636901,42.0,14.0,28.0,56.0,Loss,Win,28.0,56.0
401644686,2024,8,Miami (OH),Ohio,10/19/2024,03:30 PM,4.405512581605456,-3.5,0.905512581605456,Home,50.651089047349494,43.5,7.151089047349494,Over,401644686,30.0,20.0,10.0,50.0,Win,Win,10.0,50.0
401643737,2024,8,Utah State,New Mexico,10/19/2024,04:00 PM,1.229225771415698,1.0,2.229225771415698,Home,72.62625184581655,78.5,-5.8737481541834455,Under,401643737,45.0,50.0,-5.0,95.0,Loss,Loss,-5.0,95.0
401628521,2024,8,Maryland,USC,10/19/2024,04:00 PM,-0.2157169390777134,7.0,6.784283060922286,Home,54.491195359845335,56.0,-1.5088046401546649,Under,401628521,29.0,28.0,1.0,57.0,Win,Loss,1.0,57.0
401643812,2024,8,Georgia Southern,James Madison,10/19/2024,04:00 PM,-18.06318279231518,10.0,-8.063182792315182,Away,53.55841723096183,58.5,-4.94158276903817,Under,401643812,28.0,14.0,14.0,42.0,Loss,Win,14.0,42.0
401636897,2024,8,Arizona,Colorado,10/19/2024,04:00 PM,-2.9304082209868634,-2.5,-5.430408220986863,Away,59.158218310156734,57.5,1.6582183101567338,Over,401636897,7.0,34.0,-27.0,41.0,Win,Loss,-27.0,41.0
401643738,2024,8,San José State,Wyoming,10/19/2024,04:00 PM,14.502907743584151,-13.0,1.502907743584153,Home,52.77955534194381,53.5,-0.7204446580561878,Under,401643738,24.0,14.0,10.0,38.0,Loss,Win,10.0,38.0
401636902,2024,8,Texas Tech,Baylor,10/19/2024,04:00 PM,6.681630825163659,-4.5,2.1816308251636594,Home,52.75267253786971,56.0,-3.2473274621302934,Under,401636902,35.0,59.0,-24.0,94.0,Loss,Loss,-24.0,94.0
401628394,2024,8,Mississippi State,Texas A&M,10/19/2024,04:15 PM,-12.145911597917264,21.0,8.854088402082736,Home,59.750882974213305,55.5,4.2508829742133045,Over,401628394,24.0,34.0,-10.0,58.0,Win,Win,-10.0,58.0
401643814,2024,8,Southern Miss,Arkansas State,10/19/2024,07:00 PM,-1.5842921917009951,7.0,5.415707808299005,Home,60.75463478291017,56.5,4.254634782910173,Over,401643814,28.0,44.0,-16.0,72.0,Loss,Win,-16.0,72.0
401628399,2024,8,Vanderbilt,Ball State,10/19/2024,07:00 PM,19.79899032263631,-27.5,-7.70100967736369,Away,59.80299860746132,57.5,2.302998607461319,Over,401628399,24.0,14.0,10.0,38.0,Win,Loss,10.0,38.0
401628392,2024,8,Arkansas,LSU,10/19/2024,07:00 PM,-2.4838043734982014,3.0,0.5161956265017986,Home,58.44861271423979,57.0,1.448612714239793,Over,401628392,10.0,34.0,-24.0,44.0,Loss,Loss,-24.0,44.0
401628520,2024,8,Michigan State,Iowa,10/19/2024,07:30 PM,-3.903922544830266,6.5,2.596077455169734,Home,54.786869493925344,39.5,15.286869493925344,Over,401628520,32.0,20.0,12.0,52.0,Win,Win,12.0,52.0
401636904,2024,8,West Virginia,Kansas State,10/19/2024,07:30 PM,-2.1665767761993315,2.5,0.3334232238006684,Home,58.24598106801354,56.0,2.245981068013542,Over,401636904,18.0,45.0,-27.0,63.0,Loss,Win,-27.0,63.0
401645349,2024,8,Memphis,North Texas,10/19/2024,07:30 PM,5.401160692406323,-10.5,-5.098839307593677,Away,52.33891903345083,67.5,-15.161080966549164,Under,401645349,52.0,44.0,8.0,96.0,Win,Loss,8.0,96.0
401628398,2024,8,Texas,Georgia,10/19/2024,07:30 PM,13.964573659840305,-4.0,9.964573659840305,Home,56.93547639959452,57.0,-0.0645236004054794,Under,401628398,15.0,30.0,-15.0,45.0,Loss,Win,-15.0,45.0
401636900,2024,8,Iowa State,UCF,10/19/2024,07:30 PM,13.592655281033414,-13.0,0.592655281033414,Home,50.38885260621013,49.5,0.8888526062101292,Over,401636900,38.0,35.0,3.0,73.0,Loss,Win,3.0,73.0
401628393,2024,8,Florida,Kentucky,10/19/2024,07:45 PM,1.5348882291223154,2.5,4.034888229122315,Home,53.14294507299789,42.5,10.64294507299789,Over,401628393,48.0,20.0,28.0,68.0,Win,Win,28.0,68.0
401635590,2024,8,Stanford,SMU,10/19/2024,08:00 PM,-15.558193115131155,16.5,0.9418068848688428,Home,45.78947837029292,52.5,-6.710521629707081,Under,401635590,10.0,40.0,-30.0,50.0,Loss,Win,-30.0,50.0
401643734,2024,8,Air Force,Colorado State,10/19/2024,08:00 PM,-6.909055510446764,6.0,-0.9090555104467644,Away,43.02492599977481,44.0,-0.9750740002251916,Under,401643734,13.0,21.0,-8.0,34.0,Win,Win,-8.0,34.0
401643739,2024,8,Oregon State,UNLV,10/19/2024,10:00 PM,-11.038814006064332,6.5,-4.538814006064332,Away,56.53673966644147,61.5,-4.96326033355853,Under,401643739,25.0,33.0,-8.0,58.0,Win,Win,-8.0,58.0
401636903,2024,8,Utah,TCU,10/19/2024,10:30 PM,6.287364339388645,-3.0,3.287364339388646,Home,56.69261353984391,51.5,5.1926135398439115,Over,401636903,7.0,13.0,-6.0,20.0,Loss,Loss,-6.0,20.0
