game_id,season,week,home_team,away_team,Date,Time,Spread Prediction,home_team_spread_line,edge_spread,Spread Bet,Total Prediction,total_line,edge_total,Total Bet,id,home_points,away_points,home_margin,total_score,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401643809,2024,8,South Alabama,Troy,10/15/2024,07:30 PM,10.185373504637385,-10.0,0.1853735046373827,Home,59.61700659991679,53.5,6.117006599916792,Over,401643809,25.0,9.0,16.0,34.0,Win,Loss,16.0,34.0
401641019,2024,8,Middle Tennessee,Kennesaw State,10/15/2024,08:00 PM,6.846081116982724,-8.0,-1.1539188830172762,Away,50.05481149098511,50.0,0.0548114909851094,Over,401641019,14.0,5.0,9.0,19.0,Loss,Loss,9.0,19.0
401641010,2024,8,New Mexico State,Louisiana Tech,10/15/2024,09:00 PM,-11.3645066747999,12.5,1.1354933252001,Home,47.30272714695458,48.5,-1.197272853045419,Under,401641010,33.0,30.0,3.0,63.0,Win,Loss,3.0,63.0
401641038,2024,8,Sam Houston,Western Kentucky,10/16/2024,07:00 PM,5.416870845356092,-1.0,4.416870845356092,Home,59.184052997177474,54.5,4.684052997177474,Over,401641038,14.0,31.0,-17.0,45.0,Loss,Loss,-17.0,45.0
401640983,2024,8,UTEP,Florida International,10/16/2024,09:00 PM,-10.474360609657168,7.0,-3.474360609657168,Away,48.297195484042895,47.0,1.297195484042895,Over,401640983,30.0,21.0,9.0,51.0,Loss,Win,9.0,51.0
401643810,2024,8,Marshall,Georgia State,10/17/2024,07:00 PM,11.975589145485117,-9.5,2.4755891454851167,Home,60.90461522208588,51.5,9.40461522208588,Over,401643810,35.0,20.0,15.0,55.0,Win,Win,15.0,55.0
401634768,2024,8,Virginia Tech,Boston College,10/17/2024,07:30 PM,6.097714805869636,-8.0,-1.902285194130364,Away,56.59572348798329,47.5,9.095723487983292,Over,401634768,42.0,21.0,21.0,63.0,Loss,Win,21.0,63.0
401634769,2024,8,Duke,Florida State,10/18/2024,07:00 PM,12.530848623702878,-3.0,9.530848623702878,Home,46.46344832986379,43.0,3.4634483298637875,Over,401634769,23.0,16.0,7.0,39.0,Win,Loss,7.0,39.0
401628523,2024,8,Purdue,Oregon,10/18/2024,08:00 PM,-16.04275502148872,29.5,13.45724497851128,Home,62.0489466958703,61.0,1.048946695870299,Over,401628523,0.0,35.0,-35.0,35.0,Loss,Loss,-35.0,35.0
401636898,2024,8,BYU,Oklahoma State,10/18/2024,10:15 PM,16.739763518385224,-8.5,8.239763518385224,Home,54.29025228900792,53.0,1.2902522890079169,Over,401636898,38.0,35.0,3.0,73.0,Loss,Win,3.0,73.0
401643735,2024,8,Nevada,Fresno State,10/18/2024,10:30 PM,5.834505727656291,3.0,8.83450572765629,Home,58.42655259753681,50.0,8.426552597536812,Over,401643735,21.0,24.0,-3.0,45.0,Push,Loss,-3.0,45.0
401629034,2024,8,UConn,Wake Forest,10/19/2024,12:00 PM,17.62927796144541,2.5,20.12927796144541,Home,62.14873435788716,55.5,6.648734357887157,Over,401629034,20.0,23.0,-3.0,43.0,Loss,Loss,-3.0,43.0
401636899,2024,8,Cincinnati,Arizona State,10/19/2024,12:00 PM,7.454848637569199,-5.0,2.4548486375691994,Home,58.54577363138671,51.5,7.045773631386709,Over,401636899,24.0,14.0,10.0,38.0,Win,Loss,10.0,38.0
401645346,2024,8,Army,East Carolina,10/19/2024,12:00 PM,24.13628702066168,-17.5,6.63628702066168,Home,40.894644045113445,54.5,-13.605355954886557,Under,401645346,45.0,28.0,17.0,73.0,Loss,Loss,17.0,73.0
401635588,2024,8,Clemson,Virginia,10/19/2024,12:00 PM,10.742409878533415,-20.0,-9.257590121466585,Away,66.10590705278898,57.5,8.605907052788979,Over,401635588,48.0,31.0,17.0,79.0,Win,Win,17.0,79.0
401628522,2024,8,Northwestern,Wisconsin,10/19/2024,12:00 PM,-7.023838354582004,9.5,2.476161645417996,Home,46.45403177193482,42.5,3.9540317719348224,Over,401628522,3.0,23.0,-20.0,26.0,Loss,Loss,-20.0,26.0
401628395,2024,8,Missouri,Auburn,10/19/2024,12:00 PM,6.718778988147571,-3.5,3.2187789881475712,Home,54.11997678331924,49.5,4.619976783319238,Over,401628395,21.0,17.0,4.0,38.0,Win,Loss,4.0,38.0
401628519,2024,8,Indiana,Nebraska,10/19/2024,12:00 PM,15.440666224803095,-6.5,8.940666224803097,Home,61.08136542365953,48.5,12.581365423659529,Over,401628519,56.0,7.0,49.0,63.0,Win,Win,49.0,63.0
401635589,2024,8,Louisville,Miami,10/19/2024,12:00 PM,-4.818882777601347,4.0,-0.8188827776013472,Away,66.9698978627694,61.0,5.9698978627694,Over,401635589,45.0,52.0,-7.0,97.0,Win,Win,-7.0,97.0
401628524,2024,8,Rutgers,UCLA,10/19/2024,12:00 PM,4.843642730833289,-4.0,0.843642730833289,Home,44.07230472368546,42.5,1.5723047236854626,Over,401628524,32.0,35.0,-3.0,67.0,Loss,Win,-3.0,67.0
401643811,2024,8,Coastal Carolina,Louisiana,10/19/2024,12:00 PM,-1.6226895112931548,6.5,4.877310488706845,Home,58.55009638275272,57.0,1.55009638275272,Over,401643811,24.0,34.0,-10.0,58.0,Loss,Win,-10.0,58.0
401628396,2024,8,Oklahoma,South Carolina,10/19/2024,12:45 PM,-1.55565258622243,1.0,-0.55565258622243,Away,45.827335316107984,40.0,5.827335316107984,Over,401628396,9.0,35.0,-26.0,44.0,Win,Win,-26.0,44.0
401645351,2024,8,Temple,Tulsa,10/19/2024,02:00 PM,3.390750373892378,-3.0,0.3907503738923781,Home,39.66727525891602,51.0,-11.33272474108398,Under,401645351,20.0,10.0,10.0,30.0,Win,Win,10.0,30.0
401644750,2024,8,Eastern Michigan,Central Michigan,10/19/2024,02:00 PM,6.795964638500743,-3.5,3.2959646385007426,Home,59.41411516993243,52.0,7.41411516993243,Over,401644750,38.0,34.0,4.0,72.0,Win,Win,4.0,72.0
401635587,2024,8,California,NC State,10/19/2024,03:30 PM,11.6843579681387,-9.5,2.1843579681387,Home,68.12370621403882,46.0,22.12370621403882,Over,401635587,23.0,24.0,-1.0,47.0,Loss,Win,-1.0,47.0
