game_id,season,week,home_team,away_team,Date,Time,Spread Prediction,home_team_spread_line,edge_spread,Spread Bet,Total Prediction,total_line,edge_total,Total Bet,id,home_points,away_points,home_margin,total_score,Spread Bet Result,Total Bet Result,Spread Result,Total Result
401643797,2024,6,Troy,Texas State,10/03/2024,07:00 PM,-4.668667624590128,14.5,9.831332375409872,Home,52.38498263109244,56.0,-3.615017368907558,Under,401643797,17.0,38.0,-21.0,55.0,Loss,Win,-21.0,55.0
401641029,2024,6,UTEP,Sam Houston,10/03/2024,09:00 PM,-12.61516571115894,10.0,-2.615165711158941,Away,56.852087397173584,49.5,7.352087397173584,Over,401641029,21.0,41.0,-20.0,62.0,Win,Win,-20.0,62.0
401641001,2024,6,Kennesaw State,Jacksonville State,10/04/2024,07:00 PM,-10.37614554244674,17.0,6.623854457553261,Home,44.444318323778646,49.5,-5.055681676221354,Under,401641001,24.0,63.0,-39.0,87.0,Loss,Loss,-39.0,87.0
401636891,2024,6,TCU,Houston,10/04/2024,07:30 PM,10.343092962892973,-16.5,-6.156907037107029,Away,57.870048086858475,52.0,5.870048086858475,Over,401636891,19.0,30.0,-11.0,49.0,Win,Loss,-11.0,49.0
401634779,2024,6,UNLV,Syracuse,10/04/2024,09:00 PM,21.75489904392804,-5.5,16.25489904392804,Home,64.5883192728591,55.5,9.088319272859096,Over,401634779,41.0,44.0,-3.0,85.0,Loss,Win,-3.0,85.0
401628506,2024,6,Oregon,Michigan State,10/04/2024,09:00 PM,13.873391062163297,-22.5,-8.626608937836705,Away,56.71477814719254,53.0,3.71477814719254,Over,401628506,31.0,10.0,21.0,41.0,Win,Loss,21.0,41.0
401628383,2024,6,Texas A&M,Missouri,10/05/2024,12:00 PM,-6.753154018427969,-2.5,-9.253154018427969,Away,47.67882713100644,47.5,0.1788271310064431,Over,401628383,41.0,10.0,31.0,51.0,Loss,Win,31.0,51.0
401628509,2024,6,Wisconsin,Purdue,10/05/2024,12:00 PM,6.7420712191428525,-12.0,-5.2579287808571475,Away,68.62712421351027,44.5,24.12712421351027,Over,401628509,52.0,6.0,46.0,58.0,Loss,Win,46.0,58.0
401645339,2024,6,Tulsa,Army,10/05/2024,12:00 PM,-16.194463702049987,14.0,-2.194463702049987,Away,49.705610888805445,50.5,-0.7943891111945547,Under,401645339,7.0,49.0,-42.0,56.0,Win,Loss,-42.0,56.0
401628510,2024,6,Penn State,UCLA,10/05/2024,12:00 PM,15.9310198649694,-29.5,-13.5689801350306,Away,53.45721044077237,47.5,5.957210440772364,Over,401628510,27.0,11.0,16.0,38.0,Win,Loss,16.0,38.0
