week,team,rating
1,Air Force,-1.3399350428486543
1,Akron,-1.340800381276044
1,Alabama,-1.330670230637811
1,App State,-1.3098406797594275
1,Arizona,-1.3120842780813988
1,Arizona State,-1.3375901274214894
1,Arkansas,-1.3694388990604656
1,Arkansas State,-1.4111555929322916
1,Army,-1.4609683417674224
1,Auburn,-1.4900870991151294
1,BYU,-1.5228175062195495
1,Ball State,-1.5773025706735093
1,Baylor,-1.5951834563282423
1,Boise State,-1.6031379467585065
1,Boston College,-1.5888635153442465
1,Bowling Green,-1.5789880524991438
1,Buffalo,-1.577162894788891
1,California,-1.5516497900841255
1,Central Michigan,-1.5643682162854333
1,Charlotte,-1.5820070278850016
1,Cincinnati,-1.5751227538171024
1,Clemson,-1.5976329319102514
1,Coastal Carolina,-1.5949844291759683
1,Colorado,-1.567951144163784
1,Colorado State,-1.5255140868185502
1,Delaware,-1.497449037953643
1,Duke,-1.451720902751861
1,East Carolina,-1.442255630044637
1,Eastern Michigan,-1.410482794000706
1,Florida,-1.3548681196444439
1,Florida Atlantic,-1.3040842917448183
1,Florida International,-1.229554833875726
1,Florida State,-1.1563890767656462
1,Fresno State,-1.0912592409975237
1,Georgia,-1.0523817979038588
1,Georgia Southern,-1.0115731075668155
1,Georgia State,-0.9696284550703994
1,Georgia Tech,-0.8923461758121294
1,Hawai'i,-0.8257869960369649
1,Houston,-0.723830363330383
1,Illinois,-0.6430623843438964
1,Indiana,-0.560034315420049
1,Iowa,-0.46762263265661363
1,Iowa State,-0.3893737785790229
1,Jacksonville State,-0.3011902514975026
1,James Madison,-0.23447899165756322
1,Kansas,-0.15215625069955493
1,Kansas State,-0.07647019574807828
1,Kennesaw State,0.025182583736463142
1,Kent State,0.07081910883353479
1,Kentucky,0.11749470229413553
1,LSU,0.16808669201030618
1,Liberty,0.18699772971190462
1,Louisiana,0.22003174308308687
1,Louisiana Tech,0.2554067129626702
1,Louisville,0.2760784967299008
1,Marshall,0.30344091774383974
1,Maryland,0.37051655633948644
1,Massachusetts,0.4150848850229157
1,Memphis,0.5043911383399011
1,Miami,0.6135581962940146
1,Miami (OH),0.7080502640745049
1,Michigan,0.7950487854716827
1,Michigan State,0.8540364782407441
1,Middle Tennessee,0.8899095121844554
1,Minnesota,0.9551552348526746
1,Mississippi State,1.0043463783069766
1,Missouri,1.0290588700506655
1,Missouri State,1.071538857061415
1,NC State,1.1458101520171435
1,Navy,1.2181986827943883
1,Nebraska,1.3043189259605426
1,Nevada,1.350551272971368
1,New Mexico,1.4479836479342794
1,New Mexico State,1.5614632257519263
1,North Carolina,1.648942407458286
1,North Texas,1.7671467602111428
1,Northern Illinois,1.88701662867302
1,Northwestern,2.0066494966497164
1,Notre Dame,2.168353020343699
1,Ohio,2.292329844196899
1,Ohio State,2.4396538685556726
1,Oklahoma,2.58496295151004
1,Oklahoma State,2.7314064459157765
1,Old Dominion,2.844017715945919
1,Ole Miss,2.9790796977907243
1,Oregon,3.082957095014877
1,Oregon State,3.204241366777725
1,Penn State,3.3473496768585123
1,Pittsburgh,3.474559281707155
1,Purdue,3.594844188749558
1,Rice,3.6862366375240287
1,Rutgers,3.7804358533159874
1,SMU,3.8798681732801623
1,Sam Houston,3.9530881824269026
1,San Diego State,4.06634730036157
1,San José State,4.1845790108060505
1,South Alabama,4.297773552275007
1,South Carolina,4.416954696091049
1,South Florida,4.54001447802637
1,Southern Miss,4.643823815669376
1,Stanford,4.769567388069035
1,Syracuse,4.897475201405843
1,TCU,5.032291605709189
1,Temple,5.131114947026952
1,Tennessee,5.215529650503977
1,Texas,5.278798565884682
1,Texas A&M,5.342496911809307
1,Texas State,5.391186145447504
1,Texas Tech,5.418937854299916
1,Toledo,5.477116922811272
1,Troy,5.536745199797061
1,Tulane,5.607998780512197
1,Tulsa,5.65644613713414
1,UAB,5.700882428895434
1,UCF,5.764489301149832
1,UCLA,5.8347925928980935
1,UConn,5.909140322480683
1,UL Monroe,6.002172574018587
1,UNLV,6.075306779987251
1,USC,6.1464300566958014
1,UTEP,6.170788893117432
1,UTSA,6.237250802522874
1,Utah,6.287090997377795
1,Utah State,6.294636959097808
1,Vanderbilt,6.309754663652627
1,Virginia,6.319079885804138
1,Virginia Tech,6.308299970316701
1,Wake Forest,6.323504288039553
1,Washington,6.318844160632448
1,Washington State,6.341872586392421
1,West Virginia,6.328744497118398
1,Western Kentucky,6.338539415170396
1,Western Michigan,6.346939396366877
1,Wisconsin,6.356535295462639
1,Wyoming,6.388415172885874
2,Air Force,2.7296047291316006
2,Akron,2.7263169744340883
2,Alabama,2.776130409887368
2,App State,2.781287601534914
2,Arizona,2.7596702446238797
2,Arizona State,2.7631314621713057
2,Arkansas,2.760970223253954
2,Arkansas State,2.7228216395713636
2,Army,2.7350833713914424
2,Auburn,2.723502985245518
2,BYU,2.70228747156416
2,Ball State,2.644499633698827
2,Baylor,2.612137673908294
2,Boise State,2.5715668006136223
2,Boston College,2.5659535421026063
2,Bowling Green,2.505532654127732
2,Buffalo,2.509576973780078
2,California,2.4868213201455696
2,Central Michigan,2.4639035419585698
2,Charlotte,2.451702667646411
2,Cincinnati,2.449937285795041
2,Clemson,2.422327990134433
2,Coastal Carolina,2.439469684249204
2,Colorado,2.4282455466935304
2,Colorado State,2.3851529934535884
2,Delaware,2.35852409358579
2,Duke,2.351869412609828
2,East Carolina,2.382547400033763
2,Eastern Michigan,2.36911767906975
2,Florida,2.3961706319127885
2,Florida Atlantic,2.401984603164082
2,Florida International,2.4510039768314504
2,Florida State,2.4875828246061182
2,Fresno State,2.526915003411484
2,Georgia,2.537942963748995
2,Georgia Southern,2.581763147937254
2,Georgia State,2.6168366647191474
2,Georgia Tech,2.681717942685944
2,Hawai'i,2.7504311442697174
2,Houston,2.818748242942722
2,Illinois,2.84463368568123
2,Indiana,2.853700276196737
2,Iowa,2.8034503833811115
2,Iowa State,2.7917598447262084
2,Jacksonville State,2.7551385991647908
2,James Madison,2.728431509399932
2,Kansas,2.7206163772444456
2,Kansas State,2.697966779542386
2,Kennesaw State,2.6893211589621644
2,Kent State,2.7283328528276303
2,Kentucky,2.773765522123012
2,LSU,2.8379936818730753
2,Liberty,2.8980624980283465
2,Louisiana,2.9435219639645154
2,Louisiana Tech,2.991800693476679
2,Louisville,3.083834283541434
2,Marshall,3.1414393743169415
2,Maryland,3.218887046721791
2,Massachusetts,3.2993845441410987
2,Memphis,3.365696765925217
2,Miami,3.4130156522942636
2,Miami (OH),3.477535570710499
2,Michigan,3.5345490255234178
2,Michigan State,3.5893300052801935
2,Middle Tennessee,3.660326747636101
2,Minnesota,3.740553655632845
2,Mississippi State,3.8489380271175326
2,Missouri,3.918859608983268
2,Missouri State,4.012391065349025
2,NC State,4.095139112416763
2,Navy,4.178661256148886
2,Nebraska,4.242881933320863
2,Nevada,4.266510087176876
2,New Mexico,4.290740326554072
2,New Mexico State,4.32827007705598
2,North Carolina,4.353738866295371
2,North Texas,4.357954302261295
2,Northern Illinois,4.3538797376122425
2,Northwestern,4.364520414121049
2,Notre Dame,4.359620496922271
2,Ohio,4.388344681204183
