id,season,week,home_team,away_team,home_points,away_points,spread_line,total_line,home_games_played,away_games_played,prediction,predicted_spread,home_team_spread_line,predicted_total,predicted_spread_std_dev,predicted_total_std_dev,expected_home_margin,edge_spread,edge_total,spread_bet_reason,total_bet_reason,bet_spread,bet_total,kelly_fraction_spread,kelly_fraction_total,bet_units_spread,bet_units_total,bet_units
401645331,2024,5,Temple,Army,14.0,42.0,11.0,47.0,4.0,3.0,-9.432026265245916,-9.432026265245916,11.0,47.0,14.0,14.0,-11.0,1.5679737347540836,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401634767,2024,5,Miami,Virginia Tech,38.0,34.0,-18.0,55.5,4.0,4.0,23.28433144773016,23.28433144773016,-18.0,55.5,14.0,14.0,18.0,5.28433144773016,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401628501,2024,5,Rutgers,Washington,21.0,18.0,-1.0,45.5,3.0,4.0,7.851479722028094,7.851479722028094,-1.0,45.5,14.0,14.0,1.0,6.851479722028094,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401636883,2024,5,Kansas State,Oklahoma State,42.0,20.0,-6.0,58.0,4.0,4.0,4.1374003285055965,4.1374003285055965,-6.0,58.0,14.0,14.0,6.0,1.8625996714944035,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401628499,2024,5,Purdue,Nebraska,10.0,28.0,10.0,47.0,3.0,4.0,-6.673238110477143,-6.673238110477143,10.0,47.0,14.0,14.0,-10.0,3.3267618895228566,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401635560,2024,5,Boston College,Western Kentucky,21.0,20.0,-7.5,48.0,4.0,4.0,25.361670799069135,25.361670799069135,-7.5,48.0,14.0,14.0,7.5,17.861670799069135,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401636880,2024,5,Baylor,BYU,28.0,34.0,-3.0,46.5,4.0,4.0,0.5644153851621159,0.5644153851621159,-3.0,46.5,14.0,14.0,3.0,2.435584614837884,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401635565,2024,5,Syracuse,Holy Cross,42.0,14.0,-30.0,59.5,3.0,,17.8299070889961,17.8299070889961,-30.0,59.5,14.0,14.0,30.0,12.170092911003898,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401645332,2024,5,UAB,Navy,18.0,41.0,4.5,56.5,3.0,3.0,-6.175150987561381,-6.175150987561381,4.5,56.5,14.0,14.0,-4.5,1.6751509875613806,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401645337,2024,5,Tulane,South Florida,45.0,10.0,-4.0,60.5,4.0,4.0,11.30160427490397,11.30160427490397,-4.0,60.5,14.0,14.0,4.0,7.301604274903969,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
