id,season,week,home_team,away_team,home_points,away_points,spread_line,total_line,home_games_played,away_games_played,prediction,predicted_spread,home_team_spread_line,predicted_total,predicted_spread_std_dev,predicted_total_std_dev,expected_home_margin,edge_spread,edge_total,spread_bet_reason,total_bet_reason,bet_spread,bet_total,kelly_fraction_spread,kelly_fraction_total,bet_units_spread,bet_units_total,bet_units
401644769,2024,13,Kent State,Akron,17.0,38.0,10.5,49.0,10.0,10.0,-7.4655268766832545,-7.4655268766832545,10.5,49.0,14.0,14.0,-10.5,3.0344731233167455,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401644770,2024,13,Central Michigan,Western Michigan,16.0,14.0,6.0,56.0,10.0,10.0,-15.019600923037787,-15.019600923037787,6.0,56.0,14.0,14.0,-6.0,9.019600923037787,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401644690,2024,13,Miami (OH),Northern Illinois,20.0,9.0,-1.5,43.0,10.0,10.0,-2.4815363739084733,-2.4815363739084733,-1.5,43.0,14.0,14.0,1.5,3.9815363739084733,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401644772,2024,13,Eastern Michigan,Buffalo,20.0,37.0,-1.0,51.0,10.0,10.0,4.622375098550389,4.622375098550389,-1.0,51.0,14.0,14.0,1.0,3.622375098550389,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401644773,2024,13,Toledo,Ohio,7.0,24.0,-1.5,45.0,10.0,10.0,-3.4084154421976702,-3.4084154421976702,-1.5,45.0,14.0,14.0,1.5,4.90841544219767,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401634772,2024,13,Georgia Tech,NC State,30.0,29.0,-8.5,51.0,9.0,10.0,2.911826134788508,2.911826134788508,-8.5,51.0,14.0,14.0,8.5,5.588173865211492,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401645374,2024,13,UTSA,Temple,51.0,27.0,-16.5,56.0,10.0,10.0,15.437673419375164,15.437673419375164,-16.5,56.0,14.0,14.0,16.5,1.0623265806248359,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401628558,2024,13,Michigan State,Purdue,24.0,17.0,-14.0,48.0,10.0,10.0,18.558385346355166,18.558385346355166,-14.0,48.0,14.0,14.0,14.0,4.558385346355166,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401643767,2024,13,San José State,UNLV,16.0,27.0,7.5,60.0,10.0,10.0,9.123773357861593,9.123773357861593,7.5,60.0,14.0,14.0,-7.5,16.623773357861594,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401628555,2024,13,Ohio State,Indiana,38.0,15.0,-10.5,52.5,10.0,10.0,7.804250417114175,7.804250417114175,-10.5,52.5,14.0,14.0,10.5,2.695749582885825,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401628554,2024,13,Rutgers,Illinois,31.0,38.0,-2.0,48.0,10.0,10.0,-0.6736152717391146,-0.6736152717391146,-2.0,48.0,14.0,14.0,2.0,2.6736152717391146,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401628429,2024,13,Florida,Ole Miss,24.0,17.0,12.5,55.5,10.0,10.0,-12.449033639270038,-12.449033639270038,12.5,55.5,14.0,14.0,-12.5,0.05096636072996219,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401628556,2024,13,Maryland,Iowa,13.0,29.0,4.0,42.0,10.0,10.0,-1.5302656404052613,-1.5302656404052613,4.0,42.0,14.0,14.0,-4.0,2.4697343595947387,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401635518,2024,13,Syracuse,UConn,31.0,24.0,-10.0,54.5,10.0,10.0,-3.7185271110121967,-3.7185271110121967,-10.0,54.5,14.0,14.0,10.0,13.718527111012197,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401641005,2024,13,Jacksonville State,Sam Houston,21.0,11.0,-5.0,57.0,10.0,10.0,14.517002368782268,14.517002368782268,-5.0,57.0,14.0,14.0,5.0,9.517002368782268,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401635612,2024,13,Boston College,North Carolina,41.0,21.0,3.0,51.0,10.0,10.0,-9.23586655072234,-9.23586655072234,3.0,51.0,14.0,14.0,-3.0,6.23586655072234,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401635618,2024,13,Miami,Wake Forest,42.0,14.0,-23.5,67.5,10.0,10.0,26.32887139962679,26.32887139962679,-23.5,67.5,14.0,14.0,23.5,2.8288713996267916,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401635619,2024,13,Virginia,SMU,7.0,33.0,10.5,54.5,10.0,10.0,-14.116858879143962,-14.116858879143962,10.5,54.5,14.0,14.0,-10.5,3.6168588791439618,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401628430,2024,13,Georgia,Massachusetts,59.0,21.0,-42.0,55.5,10.0,10.0,15.117790360981571,15.117790360981571,-42.0,55.5,14.0,14.0,42.0,26.882209639018427,0.0,Bet Placed,No Bet - Small Edge,away,none,0.05,0.0,2.5,0.0,2.5
401628435,2024,13,Tennessee,UTEP,56.0,0.0,-41.5,53.0,10.0,10.0,21.65243349879838,21.65243349879838,-41.5,53.0,14.0,14.0,41.5,19.84756650120162,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401640996,2024,13,Liberty,Western Kentucky,38.0,21.0,-1.0,55.5,9.0,10.0,0.928060984980052,0.928060984980052,-1.0,55.5,14.0,14.0,1.0,0.07193901501994804,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401635616,2024,13,Florida State,Charleston Southern,41.0,7.0,-33.0,44.5,9.0,,9.260308019740004,9.260308019740004,-33.0,44.5,14.0,14.0,33.0,23.739691980259998,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401645373,2024,13,UAB,Rice,40.0,14.0,7.0,52.0,10.0,10.0,8.665131927401793,8.665131927401793,7.0,52.0,14.0,14.0,-7.0,15.665131927401793,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401644774,2024,13,Ball State,Bowling Green,13.0,38.0,12.5,54.5,10.0,10.0,-14.627858519357751,-14.627858519357751,12.5,54.5,14.0,14.0,-12.5,2.1278585193577513,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401641027,2024,13,Middle Tennessee,New Mexico State,21.0,36.0,-3.0,53.0,10.0,10.0,3.240400437270888,3.240400437270888,-3.0,53.0,14.0,14.0,3.0,0.2404004372708881,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401643836,2024,13,App State,James Madison,34.0,20.0,7.0,57.5,9.0,10.0,-3.493775456553209,-3.493775456553209,7.0,57.5,14.0,14.0,-7.0,3.506224543446791,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401636935,2024,13,TCU,Arizona,49.0,28.0,-11.0,60.0,10.0,10.0,14.362821769875003,14.362821769875003,-11.0,60.0,14.0,14.0,11.0,3.362821769875003,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401643841,2024,13,Southern Miss,South Alabama,14.0,35.0,24.0,54.0,10.0,10.0,-19.6068715276376,-19.6068715276376,24.0,54.0,14.0,14.0,-24.0,4.393128472362399,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401643839,2024,13,Arkansas State,UL Monroe,28.0,21.0,-3.0,51.5,10.0,10.0,8.520632507714744,8.520632507714744,-3.0,51.5,14.0,14.0,3.0,5.520632507714744,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401640987,2024,13,Kennesaw State,Florida International,27.0,26.0,9.0,42.0,10.0,10.0,-9.475792316320842,-9.475792316320842,9.0,42.0,14.0,14.0,-9.0,0.47579231632084173,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401645371,2024,13,Florida Atlantic,Charlotte,27.0,39.0,3.0,49.5,10.0,10.0,-8.136235513103493,-8.136235513103493,3.0,49.5,14.0,14.0,-3.0,5.136235513103493,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401636930,2024,13,Arizona State,BYU,28.0,23.0,-3.5,48.5,10.0,10.0,2.810082204475599,2.810082204475599,-3.5,48.5,14.0,14.0,3.5,0.6899177955244009,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401645372,2024,13,North Texas,East Carolina,28.0,40.0,-2.5,73.5,10.0,10.0,-1.5426939778697513,-1.5426939778697513,-2.5,73.5,14.0,14.0,2.5,4.042693977869751,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401628560,2024,13,Nebraska,Wisconsin,44.0,25.0,-1.0,40.5,10.0,10.0,-12.553806759253828,-12.553806759253828,-1.0,40.5,14.0,14.0,1.0,13.553806759253828,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401628559,2024,13,Minnesota,Penn State,25.0,26.0,11.0,45.0,10.0,10.0,-0.5716995767282427,-0.5716995767282427,11.0,45.0,14.0,14.0,-11.0,10.428300423271757,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401628557,2024,13,Michigan,Northwestern,50.0,6.0,-10.5,35.0,10.0,10.0,10.440811181753354,10.440811181753354,-10.5,35.0,14.0,14.0,10.5,0.059188818246646235,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401645375,2024,13,South Florida,Tulsa,63.0,30.0,-17.0,60.0,10.0,10.0,6.356386968062813,6.356386968062813,-17.0,60.0,14.0,14.0,17.0,10.643613031937187,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401628436,2024,13,Texas,Kentucky,31.0,14.0,-19.0,47.0,10.0,10.0,16.939245486072842,16.939245486072842,-19.0,47.0,14.0,14.0,19.0,2.060754513927158,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401643837,2024,13,Coastal Carolina,Georgia Southern,6.0,26.0,-2.0,59.0,10.0,10.0,6.71579842340705,6.71579842340705,-2.0,59.0,14.0,14.0,2.0,4.71579842340705,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401635613,2024,13,California,Stanford,24.0,21.0,-14.5,53.5,10.0,10.0,15.574264956040986,15.574264956040986,-14.5,53.5,14.0,14.0,14.5,1.0742649560409863,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401636934,2024,13,Oklahoma State,Texas Tech,48.0,56.0,5.0,64.5,10.0,10.0,3.843109792095408,3.843109792095408,5.0,64.5,14.0,14.0,-5.0,8.843109792095408,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401636932,2024,13,Kansas,Colorado,37.0,21.0,2.5,59.0,10.0,10.0,-4.5899282607697565,-4.5899282607697565,2.5,59.0,14.0,14.0,-2.5,2.0899282607697565,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401635614,2024,13,Clemson,The Citadel,51.0,14.0,-49.5,58.5,10.0,,13.903380269759335,13.903380269759335,-49.5,58.5,14.0,14.0,49.5,35.59661973024066,0.0,Bet Placed,No Bet - Small Edge,away,none,0.05,0.0,2.5,0.0,2.5
401636937,2024,13,West Virginia,UCF,31.0,21.0,3.0,60.5,10.0,10.0,-10.143591935469177,-10.143591935469177,3.0,60.5,14.0,14.0,-3.0,7.143591935469177,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
