season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,spread_reason_1,spread_reason_2,spread_reason_3,total_reason_1,total_reason_2,total_reason_3,bet_units
2024,12,401644763,2024-11-12 19:00:00-05:00,Buffalo,Ball State,False,DraftKings,-3.5,55.5,0.4256790706828224,57.97475583119916,3.0743209293171776,2.474755831199161,none,none,8.0,8.0,home_adj_def_epa_pp: -3.46,away_adj_def_epa_pp: +2.95,home_adj_def_ypp: -1.83,away_adj_def_sr: +1.06,away_adj_def_ypp: -1.03,home_adj_def_epa_pp: +0.99,1
2024,12,401644764,2024-11-12 19:00:00-05:00,Bowling Green,Western Michigan,False,DraftKings,-9.5,57.5,8.991228070857014,58.8348889184416,0.508771929142986,1.3348889184415995,none,none,8.0,8.0,away_adj_def_epa_pp: +2.92,away_adj_def_sr: +2.18,away_adj_off_epa_pp: -1.37,away_adj_def_sr: +1.61,away_adj_def_expl_rate_overall_10: +1.39,away_adj_off_epa_pp: +1.21,1
2024,12,401644765,2024-11-12 19:00:00-05:00,Toledo,Central Michigan,False,DraftKings,-15.0,52.5,1.6902086709855877,50.95816694127804,13.309791329014413,1.5418330587219629,away,none,8.0,8.0,home_adj_off_epa_pp: -3.98,away_adj_def_epa_pp: +1.66,away_adj_def_ypp: +1.30,home_adj_off_epa_pp: -2.26,away_adj_def_ypp: -1.39,away_adj_def_expl_rate_overall_10: +0.93,1
2024,12,401644766,2024-11-13 19:00:00-05:00,Northern Illinois,Akron,False,DraftKings,-14.0,43.5,9.692831018788493,50.7632251107022,4.3071689812115075,7.2632251107022014,none,none,8.0,8.0,home_adj_off_epa_pp: -2.04,away_adj_off_epa_pp: +1.81,home_adj_def_epa_pp: +1.77,away_adj_off_epa_pp: -1.60,home_adj_off_epa_pp: -1.16,away_havoc_rate: +0.83,1
2024,12,401644767,2024-11-13 19:00:00-05:00,Ohio,Eastern Michigan,False,DraftKings,-10.5,51.5,3.633520214930535,56.15033477263909,6.866479785069465,4.650334772639091,away,none,8.0,8.0,away_adj_def_epa_pp: +1.97,home_adj_off_epa_pp: -1.83,away_adj_def_sr: +1.62,away_adj_off_epa_pp: -1.29,away_adj_def_sr: +1.19,home_adj_off_epa_pp: -1.04,1
2024,12,401644689,2024-11-13 19:00:00-05:00,Miami (OH),Kent State,False,DraftKings,-31.0,47.5,18.85929753975345,52.69714088538031,12.140702460246551,5.197140885380307,away,none,9.0,8.0,away_adj_def_epa_pp: +3.13,away_adj_off_sr: +2.81,away_adj_off_epa_pp: +2.58,away_adj_off_epa_pp: -2.28,away_havoc_rate: +1.55,away_adj_def_expl_rate_overall_10: +1.46,1
2024,12,401645365,2024-11-14 19:30:00-05:00,Tulsa,East Carolina,False,DraftKings,16.0,63.5,-2.0733386084504417,54.4773249747551,13.926661391549558,9.0226750252449,home,under,8.0,8.0,home_adj_off_epa_pp: -2.85,away_adj_def_epa_pp: +2.05,home_off_eckel_rate: -1.86,home_adj_off_epa_pp: -1.62,away_adj_off_epa_pp: +0.68,away_off_eckel_rate: -0.53,1
2024,12,401645366,2024-11-15 20:00:00-05:00,UTSA,North Texas,False,DraftKings,-1.0,73.0,1.0559640565475463,56.47868883289742,0.055964056547546326,16.52131116710258,none,under,8.0,8.0,home_adj_off_epa_pp: -2.72,away_adj_def_epa_pp: +1.55,home_adj_def_sr: +1.46,home_adj_off_epa_pp: -1.54,away_adj_off_epa_pp: +0.99,away_havoc_rate: +0.78,1
2024,12,401643759,2024-11-15 20:00:00-05:00,Colorado State,Wyoming,False,DraftKings,-8.5,47.5,7.675075919287657,50.42199439943682,0.8249240807123428,2.9219943994368194,none,none,8.0,8.0,away_adj_off_epa_pp: +2.37,away_adj_off_sr: +2.29,home_adj_off_epa_pp: -1.21,away_adj_off_epa_pp: -2.10,home_adj_off_epa_pp: -0.69,away_adj_off_expl_rate_overall_10: -0.67,1
2024,12,401628553,2024-11-15 21:00:00-05:00,Washington,UCLA,False,DraftKings,-4.5,47.0,9.678050853147214,56.39631146487683,5.178050853147214,9.396311464876831,home,over,9.0,9.0,home_adj_off_epa_pp: +2.16,home_adj_def_epa_pp: +2.07,home_adj_def_ypp: +1.60,home_adj_off_epa_pp: +1.22,away_adj_off_epa_pp: +1.11,home_adj_def_expl_rate_overall_10: -0.85,1
2024,12,401636923,2024-11-15 22:15:00-05:00,Arizona,Houston,False,DraftKings,-1.0,46.5,4.193542042863687,53.67357866197083,3.1935420428636867,7.173578661970829,none,none,8.0,9.0,away_off_finish_pts_per_opp: +0.89,home_off_eckel_rate: -0.86,away_off_eckel_rate: +0.85,away_off_finish_pts_per_opp: -1.03,away_off_eckel_rate: -0.43,away_adj_def_ypp: +0.43,1
2024,12,401645370,2024-11-16 12:00:00-05:00,Navy,Tulane,False,DraftKings,7.5,49.0,-7.623038959899711,58.16992227364315,0.12303895989971103,9.169922273643152,none,over,8.0,9.0,away_adj_off_epa_pp: -2.06,home_adj_off_epa_pp: +2.01,home_off_eckel_rate: -1.74,away_adj_off_epa_pp: +1.83,away_havoc_rate: -1.69,home_adj_off_epa_pp: +1.14,1
