season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,spread_reason_1,spread_reason_2,spread_reason_3,total_reason_1,total_reason_2,total_reason_3,bet_units
2024,6,401643797,2024-10-03 19:00:00-04:00,Troy,Texas State,False,DraftKings,14.5,56.0,-10.821335624614745,57.5896956761579,3.678664375385255,1.589695676157902,none,none,4.0,3.0,away_adj_def_ypp: +3.45,home_adj_def_sr: -3.37,home_adj_def_epa_pp: -3.15,away_adj_def_ypp: -3.69,home_adj_def_sr: +1.48,away_adj_def_expl_rate_overall_10: +1.35,1
2024,6,401641029,2024-10-03 21:00:00-04:00,UTEP,Sam Houston,False,DraftKings,10.0,49.5,-12.567125691063973,54.42581963913172,2.567125691063973,4.925819639131717,none,none,3.0,5.0,home_off_eckel_rate: -3.71,home_adj_off_epa_pp: -3.58,home_adj_def_sr: -2.67,home_adj_off_epa_pp: -2.03,home_adj_def_sr: +1.18,away_adj_def_sr: +0.97,1
2024,6,401641001,2024-10-04 19:00:00-04:00,Kennesaw State,Jacksonville State,False,DraftKings,17.5,49.5,9.839967559191399,54.49698782788149,27.3399675591914,4.99698782788149,none,none,3.0,4.0,away_adj_def_epa_pp: +6.14,away_adj_def_sr: +4.32,away_adj_off_sr: +3.25,away_adj_def_sr: +3.18,away_adj_off_epa_pp: -2.67,home_adj_off_epa_pp: -1.80,1
2024,6,401636891,2024-10-04 19:30:00-04:00,TCU,Houston,False,DraftKings,-16.5,52.0,8.252825473097827,58.71668689048872,8.247174526902173,6.716686890488717,away,none,4.0,5.0,home_adj_def_ypp: -5.57,home_adj_off_epa_pp: +3.86,home_off_eckel_rate: +3.60,home_adj_off_epa_pp: +2.19,away_off_finish_pts_per_opp: -1.97,away_adj_def_sr: -1.43,1
2024,6,401634779,2024-10-04 21:00:00-04:00,UNLV,Syracuse,False,DraftKings,-5.5,55.5,5.204846879310569,61.90640740456679,0.2951531206894309,6.406407404566792,none,none,3.0,3.0,home_off_eckel_rate: +4.05,away_adj_off_epa_pp: -3.18,away_adj_def_sr: +1.94,away_adj_off_epa_pp: +2.81,away_adj_def_sr: +1.43,away_adj_def_ypp: -0.87,1
2024,6,401628506,2024-10-04 21:00:00-04:00,Oregon,Michigan State,False,DraftKings,-22.5,53.0,1.280910275070395,57.64989658319389,21.219089724929606,4.649896583193893,none,none,3.0,4.0,away_adj_def_epa_pp: -2.39,home_adj_def_sr: +1.67,home_adj_off_epa_pp: +1.34,away_havoc_rate: +1.28,away_adj_def_ypp: +1.23,away_off_finish_pts_per_opp: -0.84,1
2024,6,401628383,2024-10-05 12:00:00-04:00,Texas A&M,Missouri,False,DraftKings,-3.0,47.5,-1.7563128878424852,54.28689103254166,4.756312887842485,6.786891032541661,none,none,4.0,3.0,away_adj_off_sr: -3.00,away_adj_def_sr: -2.47,away_off_eckel_rate: -2.29,away_adj_def_sr: -1.82,home_adj_off_epa_pp: +1.30,away_off_eckel_rate: +1.17,1
2024,6,401635571,2024-10-05 12:00:00-04:00,Louisville,SMU,False,DraftKings,-6.5,55.0,14.611953787369952,57.454522874981166,8.111953787369952,2.4545228749811656,none,none,3.0,4.0,home_adj_off_epa_pp: +6.29,home_adj_def_epa_pp: +2.94,away_adj_def_epa_pp: -2.63,home_adj_off_epa_pp: +3.57,away_adj_off_epa_pp: -2.07,home_adj_def_sr: -1.11,1
2024,6,401635572,2024-10-05 12:00:00-04:00,North Carolina,Pittsburgh,False,DraftKings,2.5,63.0,0.011716078135591723,62.49264318534837,2.5117160781355916,0.5073568146516294,none,none,4.0,3.0,home_adj_def_ypp: -8.55,home_adj_def_expl_rate_overall_20: +4.00,home_off_eckel_rate: +3.94,home_adj_def_expl_rate_overall_10: +1.60,home_adj_off_epa_pp: +1.28,home_adj_def_expl_rate_overall_30: +1.24,1
2024,6,401635638,2024-10-05 12:00:00-04:00,NC State,Wake Forest,False,DraftKings,-4.0,52.5,2.7171458174274066,53.5313535350426,1.2828541825725934,1.031353535042598,none,none,4.0,3.0,home_adj_def_epa_pp: +1.98,away_off_eckel_rate: -1.56,home_adj_def_ypp: +1.02,away_adj_def_ypp: +0.95,away_off_eckel_rate: +0.80,away_adj_off_epa_pp: -0.75,1
2024,6,401635567,2024-10-05 12:00:00-04:00,Virginia,Boston College,False,DraftKings,-2.0,52.5,7.911742250974241,55.08031591002833,5.911742250974241,2.5803159100283324,none,none,3.0,4.0,home_adj_off_epa_pp: +1.90,away_adj_def_sr: -1.29,away_off_eckel_rate: +0.91,home_adj_off_epa_pp: +1.08,away_adj_def_sr: -0.95,away_havoc_rate: +0.55,1
2024,6,401628510,2024-10-05 12:00:00-04:00,Penn State,UCLA,False,DraftKings,-30.0,48.0,19.22707286137288,56.07476181744853,10.772927138627121,8.074761817448532,away,over,4.0,4.0,away_adj_def_sr: +2.62,home_adj_def_epa_pp: +2.06,home_adj_def_ypp: +1.88,away_adj_def_sr: +1.93,away_adj_off_epa_pp: -1.44,away_havoc_rate: +0.85,1
2024,6,401629044,2024-10-05 12:00:00-04:00,Northern Illinois,Massachusetts,False,DraftKings,-14.0,41.0,13.319313485831419,53.412148486712255,0.6806865141685812,12.412148486712255,none,none,3.0,4.0,away_adj_off_sr: +3.01,home_adj_off_epa_pp: +2.35,away_adj_off_epa_pp: +2.17,away_adj_off_epa_pp: -1.92,home_adj_off_epa_pp: +1.33,away_adj_off_expl_rate_overall_10: -1.23,1
2024,6,401645339,2024-10-05 12:00:00-04:00,Tulsa,Army,False,DraftKings,13.5,50.5,-9.191671509384674,53.42367562114626,4.308328490615326,2.923675621146259,none,none,4.0,3.0,home_adj_off_epa_pp: -4.91,home_adj_def_epa_pp: -3.79,away_adj_def_sr: +2.98,home_adj_off_epa_pp: -2.79,away_havoc_rate: -2.72,away_adj_def_sr: +2.20,1
2024,6,401643722,2024-10-05 12:00:00-04:00,Air Force,Navy,False,DraftKings,10.0,37.0,-16.356549057629614,49.64739618622438,6.356549057629614,12.647396186224377,none,none,3.0,3.0,home_adj_off_epa_pp: -5.67,home_off_eckel_rate: -3.54,away_adj_off_epa_pp: -3.18,home_adj_off_epa_pp: -3.22,away_adj_off_epa_pp: +2.81,away_havoc_rate: -2.54,1
2024,6,401628509,2024-10-05 12:00:00-04:00,Wisconsin,Purdue,False,DraftKings,-12.0,44.5,25.537853158264255,55.74648606251741,13.537853158264255,11.246486062517413,none,none,3.0,3.0,away_adj_off_epa_pp: +4.45,away_adj_def_epa_pp: +4.44,away_adj_off_sr: +3.79,away_adj_off_epa_pp: -3.94,away_off_eckel_rate: -1.47,away_adj_def_sr: +1.47,1
2024,6,401645338,2024-10-05 13:00:00-04:00,UAB,Tulane,False,DraftKings,19.5,52.0,-2.85034267803043,52.24253923873611,16.64965732196957,0.24253923873610717,none,none,3.0,4.0,away_adj_def_epa_pp: -2.73,home_adj_off_epa_pp: -1.71,home_adj_def_ypp: +1.41,home_adj_off_epa_pp: -0.97,away_adj_def_sr: -0.80,away_adj_def_epa_pp: -0.56,1
2024,6,401644741,2024-10-05 14:00:00-04:00,Ball State,Western Michigan,False,DraftKings,10.0,57.5,-17.269392305254797,56.349047509131736,7.269392305254797,1.1509524908682636,none,none,3.0,3.0,home_adj_def_epa_pp: -9.56,home_adj_off_epa_pp: -6.47,home_adj_def_ypp: -5.73,home_adj_off_epa_pp: -3.67,away_adj_def_sr: +3.12,home_adj_def_epa_pp: +2.73,1
2024,6,401628382,2024-10-05 15:30:00-04:00,South Carolina,Ole Miss,False,DraftKings,10.0,53.0,-14.450398433217414,54.73443822745215,4.450398433217414,1.7344382274521521,none,none,4.0,4.0,away_adj_off_sr: -3.50,away_adj_off_epa_pp: -3.50,away_adj_def_epa_pp: -2.83,away_adj_off_epa_pp: +3.10,away_adj_def_sr: -1.94,away_adj_def_ypp: +1.78,1
2024,6,401644740,2024-10-05 15:30:00-04:00,Akron,Bowling Green,False,DraftKings,17.0,48.5,-12.847114851106374,56.628994959194124,4.152885148893626,8.128994959194124,none,none,4.0,3.0,home_off_eckel_rate: -3.94,home_adj_def_epa_pp: -3.71,home_adj_off_epa_pp: -3.41,home_adj_off_epa_pp: -1.94,home_adj_def_sr: +1.33,away_adj_def_expl_rate_overall_10: +1.25,1
2024,6,401644684,2024-10-05 15:30:00-04:00,Toledo,Miami (OH),False,DraftKings,-4.5,44.0,5.055320790415847,49.93358798713497,0.5553207904158466,5.93358798713497,none,none,3.0,4.0,home_adj_off_epa_pp: -4.29,away_adj_def_sr: +1.93,home_adj_def_epa_pp: +1.87,home_adj_off_epa_pp: -2.43,away_havoc_rate: +1.59,away_adj_def_sr: +1.42,1
2024,6,401643799,2024-10-05 15:30:00-04:00,Marshall,App State,False,DraftKings,-3.0,56.5,6.027495648965365,55.61986351316724,3.027495648965365,0.880136486832761,none,none,3.0,3.0,away_adj_def_epa_pp: +4.22,home_adj_def_ypp: -3.40,away_adj_def_ypp: +3.27,away_adj_def_ypp: -3.49,away_adj_off_epa_pp: -2.76,away_adj_def_expl_rate_overall_10: +1.97,1
2024,6,401628504,2024-10-05 15:30:00-04:00,Ohio State,Iowa,False,DraftKings,-17.0,46.0,14.723464683825695,57.02709723384277,2.2765353161743054,11.027097233842767,none,none,4.0,3.0,home_adj_off_epa_pp: +7.88,home_adj_def_epa_pp: +2.38,home_adj_off_ypp: +2.14,home_adj_off_epa_pp: +4.47,away_adj_def_sr: -1.22,away_adj_off_expl_rate_overall_10: -1.18,1
2024,6,401628503,2024-10-05 15:30:00-04:00,Northwestern,Indiana,True,DraftKings,12.5,40.5,-7.852693888352087,58.48433521417384,4.647306111647913,17.98433521417384,none,none,3.0,4.0,away_off_eckel_rate: -2.12,away_adj_off_epa_pp: -1.91,away_adj_off_sr: -1.91,away_adj_def_ypp: +1.77,away_adj_off_epa_pp: +1.69,away_off_eckel_rate: +1.08,1
2024,6,401628381,2024-10-05 15:30:00-04:00,Georgia,Auburn,False,DraftKings,-21.0,50.0,12.745864841552258,58.84132923759007,8.254135158447742,8.841329237590067,none,none,3.0,4.0,home_adj_off_epa_pp: +5.71,home_adj_def_epa_pp: +5.17,home_adj_def_ypp: +2.90,home_adj_off_epa_pp: +3.24,home_adj_def_epa_pp: -1.47,home_adj_off_expl_rate_pass: +1.07,1
2024,6,401635573,2024-10-05 15:30:00-04:00,Stanford,Virginia Tech,False,DraftKings,9.5,50.0,-3.552596698105509,50.34706487473111,5.947403301894491,0.34706487473111025,none,none,3.0,5.0,home_adj_def_ypp: +4.17,home_adj_def_epa_pp: +3.13,away_adj_def_epa_pp: -3.04,away_adj_def_sr: -1.31,home_adj_off_epa_pp: -1.15,away_adj_off_epa_pp: +1.00,1
2024,6,401629033,2024-10-05 15:30:00-04:00,UConn,Temple,False,DraftKings,-17.5,49.0,8.988662286654849,52.637941868720645,8.511337713345151,3.6379418687206453,away,none,4.0,5.0,away_adj_off_sr: +2.97,away_adj_off_epa_pp: +2.46,home_adj_off_epa_pp: +1.70,away_adj_off_epa_pp: -2.18,home_adj_off_epa_pp: +0.97,away_adj_def_ypp: +0.57,1
2024,6,401645340,2024-10-05 15:30:00-04:00,Charlotte,East Carolina,False,DraftKings,9.5,47.5,1.197088283088028,60.36778509393635,10.697088283088029,12.867785093936348,home,over,4.0,4.0,home_adj_def_ypp: -3.98,home_adj_def_epa_pp: -2.88,away_adj_off_epa_pp: +2.43,away_adj_off_epa_pp: -2.15,away_adj_def_sr: +1.21,home_adj_def_expl_rate_overall_10: +1.01,1
2024,6,401628508,2024-10-05 16:00:00-04:00,Nebraska,Rutgers,False,Bovada,-7.0,39.5,-9.534382006070254,58.07868894462883,16.534382006070253,18.57868894462883,none,none,4.0,3.0,home_off_eckel_rate: +2.91,away_adj_off_sr: -2.63,away_adj_off_epa_pp: -2.61,away_adj_off_epa_pp: +2.31,away_adj_def_ypp: +1.17,away_havoc_rate: -1.06,1
2024,6,401636890,2024-10-05 16:00:00-04:00,Oklahoma State,West Virginia,False,DraftKings,-2.5,65.0,13.94182411674512,61.523665286699824,11.44182411674512,3.476334713300176,none,none,4.0,3.0,home_adj_off_epa_pp: +4.91,away_adj_def_epa_pp: +3.25,home_adj_def_sr: +1.94,home_adj_off_epa_pp: +2.79,away_havoc_rate: +0.92,home_adj_def_sr: -0.85,1
2024,6,401628384,2024-10-05 16:15:00-04:00,Vanderbilt,Alabama,False,DraftKings,23.5,53.5,-1.0364969478700807,56.58780317757264,22.46350305212992,3.0878031775726384,none,none,3.0,4.0,away_adj_def_epa_pp: -4.90,away_adj_def_sr: -3.62,away_adj_off_epa_pp: -2.90,away_adj_def_sr: -2.67,away_adj_off_epa_pp: +2.56,home_adj_off_epa_pp: +1.36,1
2024,6,401643724,2024-10-05 18:30:00-04:00,Oregon State,Colorado State,False,DraftKings,-10.0,47.0,11.55756509748989,51.53116076884625,1.5575650974898902,4.531160768846249,none,none,3.0,3.0,away_adj_def_sr: +3.42,away_adj_def_epa_pp: +2.72,away_adj_off_epa_pp: +2.52,away_adj_def_sr: +2.52,away_adj_off_epa_pp: -2.23,away_off_finish_pts_per_opp: -2.19,1
2024,6,401635569,2024-10-05 19:00:00-04:00,Florida State,Clemson,False,DraftKings,16.5,47.0,-7.942828257887031,62.42226735860911,8.557171742112969,15.422267358609112,home,over,5.0,4.0,away_adj_off_epa_pp: -3.34,home_adj_def_epa_pp: -2.27,away_adj_def_sr: +1.90,away_adj_off_epa_pp: +2.95,away_adj_def_sr: +1.40,away_adj_def_expl_rate_overall_10: +1.01,1
2024,6,401643723,2024-10-05 19:00:00-04:00,Boise State,Utah State,False,DraftKings,-28.0,66.5,25.203933789187403,60.83063892296264,2.7960662108125973,5.669361077037358,none,none,3.0,3.0,home_adj_off_epa_pp: +5.65,away_adj_def_epa_pp: +4.37,away_adj_def_sr: +4.37,away_adj_def_sr: +3.22,home_adj_off_epa_pp: +3.20,away_off_finish_pts_per_opp: -2.21,1
2024,6,401643801,2024-10-05 19:00:00-04:00,UL Monroe,James Madison,False,DraftKings,16.5,48.5,-5.341342832130209,46.870687798372614,11.15865716786979,1.6293122016273855,none,none,3.0,3.0,home_adj_off_epa_pp: -4.52,away_adj_off_epa_pp: +2.71,home_adj_off_sr: -2.09,home_adj_off_epa_pp: -2.57,away_adj_off_epa_pp: -2.39,away_adj_off_expl_rate_overall_10: -1.04,1
2024,6,401643798,2024-10-05 19:00:00-04:00,Coastal Carolina,Old Dominion,False,DraftKings,-4.0,51.5,4.848075017374111,52.52924047109833,0.8480750173741107,1.0292404710983334,none,none,3.0,4.0,home_adj_def_ypp: -3.16,away_off_eckel_rate: +2.63,home_adj_def_sr: -1.72,away_off_eckel_rate: -1.34,away_adj_off_expl_rate_overall_10: -0.88,away_adj_off_epa_pp: -0.80,1
2024,6,401643802,2024-10-05 19:00:00-04:00,Southern Miss,Louisiana,False,DraftKings,17.5,57.5,-24.726912233863235,60.28383123697275,7.226912233863235,2.783831236972752,none,none,3.0,3.0,home_adj_off_epa_pp: -6.29,home_adj_def_epa_pp: -4.07,home_adj_def_sr: -3.29,home_adj_off_epa_pp: -3.57,away_adj_off_epa_pp: +2.17,away_adj_off_expl_rate_overall_10: +1.60,1
2024,6,401643800,2024-10-05 19:00:00-04:00,Arkansas State,South Alabama,False,DraftKings,2.5,62.5,2.167210465428252,58.31279836308961,4.667210465428251,4.1872016369103875,none,none,3.0,4.0,away_adj_def_sr: +2.22,away_adj_def_epa_pp: +1.99,home_adj_def_sr: -1.32,away_adj_def_sr: +1.64,away_off_finish_pts_per_opp: +0.95,away_adj_def_expl_rate_overall_10: +0.61,1
2024,6,401643726,2024-10-05 19:30:00-04:00,San José State,Nevada,False,DraftKings,-7.0,51.5,1.9610039254804357,48.644710534323934,5.038996074519565,2.8552894656760657,none,none,3.0,4.0,home_adj_def_ypp: +5.69,home_adj_def_expl_rate_overall_20: -2.16,home_adj_off_epa_pp: -2.01,home_adj_def_expl_rate_overall_10: -2.59,home_adj_off_epa_pp: -1.14,away_adj_def_expl_rate_overall_10: +0.94,1
2024,6,401628507,2024-10-05 19:30:00-04:00,Minnesota,USC,False,DraftKings,8.5,45.5,3.8631656999080737,52.82046442532122,12.363165699908073,7.320464425321219,home,none,4.0,4.0,home_adj_def_epa_pp: +3.86,home_adj_def_sr: +2.74,away_adj_def_epa_pp: -2.52,away_adj_def_sr: -1.54,away_adj_def_expl_rate_overall_10: -1.42,away_adj_def_ypp: +1.38,1
2024,6,401628505,2024-10-05 19:30:00-04:00,Washington,Michigan,False,DraftKings,-1.5,39.5,8.358311037419687,53.718469339077075,6.858311037419687,14.218469339077075,home,over,4.0,5.0,home_adj_def_epa_pp: +3.88,home_adj_def_sr: +2.93,home_adj_def_ypp: +2.79,away_adj_def_sr: -1.86,home_adj_off_epa_pp: +1.34,away_adj_off_epa_pp: +1.33,1
2024,6,401628379,2024-10-05 19:30:00-04:00,Arkansas,Tennessee,False,DraftKings,14.0,57.5,4.086521561594077,53.602670352434146,18.086521561594076,3.8973296475658543,none,none,4.0,3.0,away_adj_def_epa_pp: -2.62,home_adj_def_epa_pp: +2.33,home_adj_def_ypp: +1.74,away_havoc_rate: -1.54,away_off_finish_pts_per_opp: +0.92,home_adj_off_epa_pp: +0.76,1
2024,6,401636889,2024-10-05 19:30:00-04:00,Iowa State,Baylor,False,DraftKings,-13.0,45.0,6.728506212481534,52.95552736448967,6.271493787518466,7.955527364489669,none,none,3.0,4.0,home_adj_def_ypp: +4.94,home_adj_def_epa_pp: +4.07,away_adj_def_sr: -2.34,away_adj_def_sr: -1.72,home_adj_def_expl_rate_overall_10: -1.28,home_adj_def_epa_pp: -1.16,1
2024,6,401628380,2024-10-05 19:45:00-04:00,Florida,UCF,False,DraftKings,1.0,62.0,-16.764117948460612,56.45737896409702,15.764117948460612,5.542621035902982,none,none,3.0,3.0,away_off_eckel_rate: -4.36,away_adj_off_sr: -3.87,home_adj_def_ypp: -3.18,away_off_eckel_rate: +2.22,away_adj_off_epa_pp: +2.21,away_adj_def_sr: -1.79,1
2024,6,401643725,2024-10-05 20:00:00-04:00,San Diego State,Hawai'i,False,DraftKings,-1.5,47.5,-15.003071942754467,47.734434699154676,16.503071942754467,0.23443469915467574,none,none,3.0,2.0,home_adj_off_epa_pp: -7.37,home_adj_def_epa_pp: -3.58,away_adj_off_sr: +3.08,home_adj_off_epa_pp: -4.18,away_adj_off_epa_pp: -2.69,away_havoc_rate: +2.46,1
2024,6,401636888,2024-10-05 20:00:00-04:00,Arizona State,Kansas,False,DraftKings,-2.5,50.0,9.749889064264803,52.33409446900258,7.249889064264803,2.3340944690025793,home,none,4.0,4.0,home_off_eckel_rate: +4.10,home_adj_def_epa_pp: +3.28,away_adj_def_ypp: -1.49,away_adj_def_ypp: +1.59,away_adj_def_expl_rate_overall_10: -1.23,home_adj_def_expl_rate_overall_10: -0.94,1
2024,6,401635570,2024-10-05 20:00:00-04:00,Georgia Tech,Duke,False,DraftKings,-10.0,52.5,13.633794568973942,53.34822930058003,3.6337945689739417,0.8482293005800301,none,none,4.0,4.0,home_adj_off_epa_pp: +3.94,away_adj_off_epa_pp: +2.86,away_adj_def_epa_pp: -2.73,away_adj_off_epa_pp: -2.53,home_adj_off_epa_pp: +2.24,away_adj_def_ypp: +2.04,1
2024,6,401635568,2024-10-05 22:30:00-04:00,California,Miami,False,DraftKings,10.0,54.0,-17.391168530133015,58.5232273346019,7.391168530133015,4.5232273346018985,none,none,3.0,4.0,away_adj_off_epa_pp: -4.50,away_adj_def_epa_pp: -4.19,away_adj_off_sr: -2.14,away_adj_off_epa_pp: +3.99,away_adj_def_sr: -1.36,away_adj_off_expl_rate_overall_10: +1.10,1
2024,6,401636887,2024-10-05 23:00:00-04:00,Arizona,Texas Tech,False,DraftKings,-6.0,64.0,3.445807264110202,61.98378045557933,2.554192735889798,2.0162195444206716,none,none,3.0,4.0,home_adj_off_epa_pp: +5.84,away_adj_off_epa_pp: -2.23,away_adj_def_sr: -2.17,home_adj_off_epa_pp: +3.31,away_adj_off_epa_pp: +1.97,away_adj_def_sr: -1.60,1
