season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,spread_reason_1,spread_reason_2,spread_reason_3,total_reason_1,total_reason_2,total_reason_3,bet_units
2024,14,401644776,2024-11-26 19:00:00-05:00,Buffalo,Kent State,False,DraftKings,-23.5,51.0,13.194701959663114,50.97726876811168,10.305298040336886,0.022731231888322156,away,none,10.0,10.0,away_adj_off_epa_pp: +2.66,away_adj_off_sr: +2.64,away_off_eckel_rate: +2.59,away_adj_off_epa_pp: -2.36,away_adj_def_ypp: -1.80,away_off_finish_pts_per_opp: -1.56,1
2024,14,401644775,2024-11-26 19:00:00-05:00,Akron,Toledo,False,DraftKings,9.0,49.5,-5.395612877736573,52.58414302575989,3.604387122263427,3.084143025759893,none,none,10.0,10.0,home_adj_off_epa_pp: -2.70,home_off_eckel_rate: -2.05,away_adj_off_epa_pp: +1.49,home_adj_off_epa_pp: -1.53,away_adj_off_epa_pp: -1.32,away_adj_def_sr: -0.53,1
2024,14,401645376,2024-11-28 19:30:00-05:00,Tulane,Memphis,False,DraftKings,-12.5,54.5,15.427637139196454,55.357322962172596,2.927637139196454,0.8573229621725957,none,none,10.0,10.0,home_adj_def_epa_pp: +2.90,home_adj_off_epa_pp: +2.60,home_adj_def_sr: +2.14,home_adj_off_epa_pp: +1.48,home_adj_def_sr: -0.94,home_adj_def_epa_pp: -0.83,1
2024,14,401644777,2024-11-29 12:00:00-05:00,Ohio,Ball State,False,DraftKings,-18.0,51.5,11.339157337571006,53.99366389727632,6.660842662428994,2.4936638972763205,away,none,10.0,10.0,away_adj_def_epa_pp: +2.59,away_adj_def_sr: +1.19,home_adj_def_ypp: +0.98,away_adj_def_sr: +0.88,away_adj_def_expl_rate_overall_10: +0.81,away_adj_def_ypp: -0.72,1
2024,14,401644691,2024-11-29 12:00:00-05:00,Bowling Green,Miami (OH),False,DraftKings,-3.0,38.5,6.983560590775841,53.59658718376143,3.9835605907758413,15.096587183761429,none,over,10.0,11.0,home_adj_def_sr: +1.18,home_adj_def_ypp: +1.05,home_adj_off_epa_pp: -0.85,away_adj_off_epa_pp: -0.68,home_adj_def_sr: -0.52,home_adj_off_epa_pp: -0.48,1
2024,14,401645379,2024-11-29 12:00:00-05:00,East Carolina,Navy,False,DraftKings,-3.0,54.5,3.4838034565821063,54.168188284096416,0.48380345658210633,0.3318117159035836,none,none,10.0,9.0,away_off_eckel_rate: +1.77,away_havoc_rate: -1.34,away_adj_def_epa_pp: -0.92,away_havoc_rate: -1.35,away_off_eckel_rate: -0.90,away_adj_off_epa_pp: +0.81,1
2024,14,401628568,2024-11-29 12:00:00-05:00,Wisconsin,Minnesota,False,Bovada,1.0,41.0,-2.8892853622805097,55.41025554340306,1.8892853622805097,14.41025554340306,none,over,10.0,10.0,away_adj_def_epa_pp: -2.00,home_off_eckel_rate: -1.65,home_adj_off_epa_pp: -1.09,away_adj_def_ypp: +0.78,away_off_finish_pts_per_opp: +0.67,away_adj_def_sr: -0.64,1
2024,14,401636938,2024-11-29 12:00:00-05:00,Colorado,Oklahoma State,False,DraftKings,-15.0,67.0,14.205193134555708,57.488040615191714,0.7948068654442917,9.511959384808286,none,under,10.0,10.0,away_adj_def_epa_pp: +2.56,home_adj_def_epa_pp: +2.11,home_adj_def_sr: +1.73,away_adj_def_ypp: -1.12,away_adj_def_expl_rate_overall_10: +1.10,home_adj_def_sr: -0.76,1
2024,14,401643769,2024-11-29 12:00:00-05:00,Boise State,Oregon State,False,DraftKings,-17.5,58.0,13.105557822187281,55.87115559216999,4.394442177812719,2.128844407830009,none,none,10.0,10.0,home_adj_off_epa_pp: +2.18,away_adj_off_epa_pp: +1.58,away_adj_def_epa_pp: +1.26,away_adj_off_epa_pp: -1.40,home_adj_off_epa_pp: +1.24,away_off_finish_pts_per_opp: -0.82,1
2024,14,401628442,2024-11-29 15:30:00-05:00,Ole Miss,Mississippi State,False,Bovada,-26.0,62.0,15.752467987559548,61.28576243792419,10.247532012440452,0.7142375620758088,away,none,10.0,10.0,home_adj_off_epa_pp: +3.52,away_adj_def_sr: +1.52,home_off_eckel_rate: +1.41,home_adj_off_epa_pp: +2.00,away_adj_def_sr: +1.12,away_adj_off_epa_pp: +0.88,1
