season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,predicted_spread_std_dev,predicted_total_std_dev,kelly_fraction_spread,kelly_fraction_total,bet_units_spread,bet_units_total,bet_units
2024,8,401643809,2024-10-15 19:30:00-04:00,South Alabama,Troy,False,DraftKings,-10.0,53.0,13.907390150615665,57.272303295616126,3.907390150615665,4.272303295616126,none,none,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,401641019,2024-10-15 20:00:00-04:00,Middle Tennessee,Kennesaw State,False,DraftKings,-8.5,50.0,1.2547348722955927,55.259773424728756,7.245265127704407,5.259773424728756,away,none,5.0,4.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,8,401641010,2024-10-15 21:00:00-04:00,New Mexico State,Louisiana Tech,False,DraftKings,12.5,49.0,-5.307881204084745,49.696305351932736,7.192118795915255,0.696305351932736,home,none,5.0,4.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,8,401641038,2024-10-16 19:00:00-04:00,Sam Houston,Western Kentucky,False,DraftKings,-1.5,55.0,2.643227268033362,54.10960722966736,1.1432272680333622,0.8903927703326389,none,none,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,401640983,2024-10-16 21:00:00-04:00,UTEP,Florida International,False,DraftKings,7.0,47.0,-7.252833917851064,52.9072957178971,0.25283391785106435,5.9072957178970995,none,none,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,401643810,2024-10-17 19:00:00-04:00,Marshall,Georgia State,False,DraftKings,-9.5,51.5,3.804843900637516,56.642761924429706,5.6951560993624835,5.142761924429706,none,none,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,401634768,2024-10-17 19:30:00-04:00,Virginia Tech,Boston College,False,DraftKings,-8.5,47.5,4.293271820766764,53.463345273411186,4.206728179233236,5.963345273411186,none,none,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,401634769,2024-10-18 19:00:00-04:00,Duke,Florida State,False,DraftKings,-2.5,43.0,9.914133785516125,53.33603350543825,7.414133785516125,10.336033505438252,home,over,5.0,6.0,0.0,0.0,0.05,0.05,2.5,2.5,5.0
2024,8,401628523,2024-10-18 20:00:00-04:00,Purdue,Oregon,False,DraftKings,30.0,61.0,-25.951311564865346,56.373665522702936,4.048688435134654,4.626334477297064,none,none,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,401636898,2024-10-18 22:15:00-04:00,BYU,Oklahoma State,False,DraftKings,-8.5,53.0,9.157407264825341,53.92166807909258,0.6574072648253413,0.9216680790925835,none,none,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,401643735,2024-10-18 22:30:00-04:00,Nevada,Fresno State,False,DraftKings,3.0,50.0,-4.341450337420897,54.73762108341695,1.3414503374208966,4.737621083416947,none,none,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,401643811,2024-10-19 12:00:00-04:00,Coastal Carolina,Louisiana,False,DraftKings,6.0,57.0,4.150915079970806,60.273459255237725,10.150915079970806,3.273459255237725,home,none,5.0,5.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,8,401628519,2024-10-19 12:00:00-04:00,Indiana,Nebraska,False,DraftKings,-6.5,48.0,11.101090177521872,58.50743379988945,4.601090177521872,10.507433799889448,none,over,5.0,5.0,0.0,0.0,0.0,0.05,0.0,2.5,2.5
2024,8,401635588,2024-10-19 12:00:00-04:00,Clemson,Virginia,False,DraftKings,-20.0,57.5,-0.6367156866183215,55.08067091994725,20.63671568661832,2.419329080052748,away,none,6.0,5.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,8,401628522,2024-10-19 12:00:00-04:00,Northwestern,Wisconsin,True,DraftKings,9.5,42.5,-10.761394203826644,44.05042764910516,1.2613942038266437,1.5504276491051598,none,none,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,401628395,2024-10-19 12:00:00-04:00,Missouri,Auburn,False,DraftKings,-3.5,49.5,-0.4042726906462324,55.35813696348346,3.9042726906462324,5.85813696348346,none,none,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,401635589,2024-10-19 12:00:00-04:00,Louisville,Miami,False,DraftKings,4.5,61.5,-1.967998404837541,59.460930504436824,2.532001595162459,2.039069495563176,none,none,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
