season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,predicted_spread_std_dev,predicted_total_std_dev,kelly_fraction_spread,kelly_fraction_total,bet_units_spread,bet_units_total,bet_units
2024,11,401644760,2024-11-05 19:30:00-05:00,Central Michigan,Bowling Green,False,ESPN Bet,14.5,47.5,-0.963635309610055,55.620039719614674,13.536364690389945,8.120039719614674,home,over,7.0,7.0,0.0,0.0,0.05,0.05,2.5,2.5,5.0
2024,11,401644688,2024-11-05 20:00:00-05:00,Ball State,Miami (OH),False,ESPN Bet,12.5,48.5,-4.697516058385051,57.05349696547353,7.802483941614949,8.553496965473528,home,over,7.0,8.0,0.0,0.0,0.05,0.05,2.5,2.5,5.0
2024,11,401644761,2024-11-06 19:00:00-05:00,Kent State,Ohio,False,ESPN Bet,20.5,53.5,-12.382621073003786,55.77766317171297,8.117378926996214,2.277663171712973,home,none,7.0,7.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,11,401644762,2024-11-06 19:00:00-05:00,Western Michigan,Northern Illinois,False,ESPN Bet,2.5,51.5,-4.233915861581054,52.993169809320115,1.7339158615810542,1.493169809320115,none,none,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,11,401643825,2024-11-07 20:00:00-05:00,Coastal Carolina,App State,False,ESPN Bet,1.5,62.5,-3.8309997542686993,58.6922596539101,2.3309997542686993,3.8077403460899006,none,none,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,11,401645361,2024-11-07 20:00:00-05:00,East Carolina,Florida Atlantic,False,ESPN Bet,-5.5,58.5,1.5372057145109745,57.28873069262171,3.9627942854890255,1.2112693073782879,none,none,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,11,401634773,2024-11-08 20:00:00-05:00,Wake Forest,California,False,ESPN Bet,7.5,54.5,-7.431259256613703,55.398197554188016,0.06874074338629743,0.8981975541880161,none,none,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,11,401645362,2024-11-08 21:00:00-05:00,Memphis,Rice,False,ESPN Bet,-7.5,50.5,6.743197899787803,53.96701840467343,0.7568021002121972,3.467018404673432,none,none,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,11,401628542,2024-11-08 21:00:00-05:00,UCLA,Iowa,False,ESPN Bet,6.5,44.5,-1.4707860632987,54.70153708818445,5.0292139367013,10.201537088184452,none,over,8.0,8.0,0.0,0.0,0.0,0.05,0.0,2.5,2.5
2024,11,401643754,2024-11-08 22:30:00-05:00,San Diego State,New Mexico,False,ESPN Bet,-1.5,65.5,9.991814208370329,54.99435885877303,8.491814208370329,10.505641141226967,home,under,7.0,8.0,0.0,0.0,0.05,0.05,2.5,2.5,5.0
