season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,spread_reason_1,spread_reason_2,spread_reason_3,total_reason_1,total_reason_2,total_reason_3,predicted_spread_std_dev,predicted_total_std_dev,bet_units,pick_win,total_pick_win
2024,9,401640984,2024-10-22 19:30:00-04:00,Florida International,Sam Houston,True,Bovada,5.0,47.0,-5.572580875799869,54.28121956322259,0.5725808757998694,7.281219563222592,none,over,6.0,7.0,neutral_site: -4.02,home_adj_off_epa_pp: -3.16,home_off_eckel_rate: -1.82,home_stuff_rate: -3.17,home_adj_off_epa_pp: -2.51,away_adj_def_sr: +2.33,1.3719128050241969,1.5005636359146592,1,,0.0
2024,9,401641011,2024-10-22 20:00:00-04:00,Louisiana Tech,UTEP,False,Bovada,-6.5,49.0,2.8472832553620755,46.20868655967431,3.652716744637925,2.7913134403256947,none,none,5.0,6.0,home_adj_off_epa_pp: -3.77,away_off_eckel_rate: +2.96,home_adj_off_sr: -1.81,away_off_eckel_rate: -3.40,home_stuff_rate: -2.47,home_adj_def_expl_rate_rush: -2.09,2.4929562646944623,1.631419467738759,1,,
2024,9,401640993,2024-10-23 19:00:00-04:00,Kennesaw State,Liberty,False,Bovada,27.0,48.0,-18.42970209462499,52.43833821565749,8.57029790537501,4.438338215657488,home,none,5.0,4.0,home_adj_off_epa_pp: -6.43,home_off_eckel_rate: -4.94,home_adj_off_sr: -3.80,home_adj_off_epa_pp: -3.03,away_adj_off_ypp: -2.34,away_adj_def_expl_rate_rush: -1.78,3.39606548350398,3.07391736646764,1,1.0,
2024,9,401641003,2024-10-23 19:30:00-04:00,Jacksonville State,Middle Tennessee,False,Bovada,-20.5,64.5,18.01245303525036,59.172471470541325,2.48754696474964,5.327528529458675,none,none,6.0,6.0,away_adj_def_epa_pp: +4.44,away_adj_def_sr: +3.27,home_adj_def_sr: -2.48,away_adj_def_sr: +2.51,away_adj_def_epa_pp: +2.39,home_adj_def_expl_rate_overall_30: -2.15,2.1673075923353173,1.83810921094452,1,,
2024,9,401643815,2024-10-24 19:00:00-04:00,Old Dominion,Georgia Southern,False,Bovada,1.0,52.0,3.294350847850222,47.19247345667347,4.294350847850222,4.807526543326532,none,none,7.0,6.0,home_off_eckel_rate: -3.18,home_adj_def_sr: +1.79,home_adj_def_ypp: +0.89,away_adj_def_expl_rate_rush: -1.84,home_off_eckel_rate: -1.67,home_adj_def_expl_rate_overall_30: +1.35,2.3053620478912564,3.379361964222973,1,,
2024,9,401634770,2024-10-24 19:30:00-04:00,Pittsburgh,Syracuse,False,Bovada,-5.0,62.5,6.438718408168278,61.03594711493946,1.4387184081682776,1.4640528850605392,none,none,5.0,5.0,home_adj_off_epa_pp: +1.97,away_off_finish_pts_per_opp: -1.16,home_adj_def_epa_pp: +1.15,away_adj_def_sr: +2.04,away_adj_off_expl_rate_overall_20: +1.88,home_adj_off_ypp: -1.59,0.4198397968887923,1.4505995150722129,1,,
2024,9,401634771,2024-10-25 19:30:00-04:00,Boston College,Louisville,False,Bovada,7.0,54.0,-3.2475029292276623,57.52537107974995,3.7524970707723377,3.525371079749952,none,none,6.0,6.0,away_adj_off_epa_pp: -2.23,home_adj_off_epa_pp: -1.42,away_off_eckel_rate: -1.07,away_adj_off_epa_pp: +3.02,home_adj_off_expl_rate_overall_20: -1.73,away_adj_def_sr: -1.58,1.3635476993209066,2.5655656389925454,1,,
2024,9,401643740,2024-10-25 22:30:00-04:00,UNLV,Boise State,False,Bovada,4.0,64.0,4.398725813268073,61.151976588639606,8.398725813268072,2.848023411360394,home,none,6.0,5.0,away_adj_off_epa_pp: -2.65,home_off_eckel_rate: +2.64,home_adj_off_epa_pp: +1.78,away_adj_off_ypp: +2.17,home_havoc_rate: +1.78,away_adj_off_sr: +1.73,1.0393918725519276,2.555188150742147,1,0.0,
2024,9,401628532,2024-10-25 23:00:00-04:00,USC,Rutgers,False,Bovada,-14.0,57.0,11.542655850414656,53.37492937660821,2.457344149585344,3.625070623391792,none,none,7.0,6.0,home_adj_off_epa_pp: +2.20,home_off_eckel_rate: +2.03,home_adj_off_sr: +2.03,away_adj_off_expl_rate_pass: -2.53,home_adj_off_expl_rate_overall_10: +1.31,home_adj_off_expl_rate_overall_30: -1.16,2.464260646392628,1.9995173320923136,1,,
2024,9,401635598,2024-10-26 12:00:00-04:00,Virginia,North Carolina,False,Bovada,-3.5,58.5,4.461352095030096,53.59199148994279,0.9613520950300964,4.908008510057215,none,none,6.0,6.0,home_off_eckel_rate: +2.37,away_adj_def_ypp: +1.20,home_adj_def_sr: +0.94,away_adj_def_ypp: -1.91,home_adj_off_expl_rate_rush: +1.60,home_adj_def_epa_pp: -1.34,1.2907869757585864,0.5040630149036183,1,,
2024,9,401645353,2024-10-26 12:00:00-04:00,Memphis,Charlotte,False,Bovada,-17.0,56.5,0.0770780075899786,50.50437824237655,16.92292199241002,5.995621757623454,away,none,6.0,6.0,away_adj_def_epa_pp: -1.96,away_off_eckel_rate: +1.58,away_adj_def_sr: -1.08,away_off_eckel_rate: -2.67,away_adj_def_expl_rate_rush: +1.68,away_adj_def_sr: -1.66,1.727524508671107,4.458414237180556,1,1.0,
2024,9,401644755,2024-10-26 12:00:00-04:00,Ohio,Buffalo,False,Bovada,-4.0,46.5,12.456876132293702,45.69187521400957,8.456876132293702,0.8081247859904295,home,none,6.0,6.0,away_adj_off_epa_pp: +3.37,away_adj_off_sr: +3.01,away_off_eckel_rate: +1.81,away_off_eckel_rate: -2.03,away_adj_def_expl_rate_rush: -2.01,home_adj_def_ypp: +1.94,0.9083908970047778,0.0397770539263966,1,1.0,
2024,9,401635597,2024-10-26 12:00:00-04:00,Virginia Tech,Georgia Tech,False,Bovada,-11.0,52.0,-0.6341377148860671,60.274258775174346,11.634137714886068,8.274258775174346,away,over,7.0,7.0,away_adj_off_sr: -1.83,away_adj_off_epa_pp: -1.76,away_off_eckel_rate: -1.35,away_off_eckel_rate: +1.51,away_adj_off_ypp: +1.41,home_adj_off_expl_rate_pass: +1.12,2.0859451137067038,0.4557054655941321,1,0.0,0.0
2024,9,401645354,2024-10-26 12:00:00-04:00,North Texas,Tulane,False,Bovada,7.5,70.5,-3.4899164540733185,57.048344609606005,4.0100835459266815,13.451655390393997,none,under,6.0,6.0,away_adj_def_epa_pp: -2.36,home_adj_off_epa_pp: +2.28,home_adj_def_ypp: -2.00,home_adj_def_expl_rate_rush: -1.87,home_adj_def_expl_rate_overall_10: +1.82,away_adj_def_sr: -1.47,1.4632622867193148,1.8475201597630928,1,,0.0
2024,9,401628526,2024-10-26 12:00:00-04:00,Indiana,Washington,False,Bovada,-5.5,54.0,8.733224560906953,58.08528331003194,3.2332245609069528,4.08528331003194,none,none,6.0,6.0,home_adj_off_epa_pp: +5.53,home_off_eckel_rate: +4.04,home_adj_off_sr: +2.55,home_adj_off_expl_rate_pass: +2.77,home_adj_def_ypp: -2.15,home_adj_off_epa_pp: +1.96,3.062389972261511,0.9802172907910958,1,,
