season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,predicted_spread_std_dev,predicted_total_std_dev,kelly_fraction_spread,kelly_fraction_total,bet_units_spread,bet_units_total,bet_units
2024,7,401640982,2024-10-08 19:00:00-04:00,Liberty,Florida International,False,DraftKings,-15.5,56.0,4.634854306218045,56.03116026254901,10.865145693781955,0.031160262549008166,none,none,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,401641002,2024-10-09 19:30:00-04:00,Jacksonville State,New Mexico State,False,DraftKings,-21.0,58.5,14.981268900898122,49.53687305775537,6.018731099101878,8.963126942244628,away,under,5.0,4.0,0.0,0.0,0.05,0.05,2.5,2.5,5.0
2024,7,401643803,2024-10-10 19:30:00-04:00,James Madison,Coastal Carolina,False,DraftKings,-7.0,59.0,3.3477491805888335,58.96106203663853,3.6522508194111665,0.038937963361469485,none,none,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,401641030,2024-10-10 20:00:00-04:00,Western Kentucky,UTEP,False,DraftKings,-19.0,55.5,15.333651815541142,56.492206902439605,3.666348184458858,0.9922069024396052,none,none,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,401641009,2024-10-10 20:00:00-04:00,Louisiana Tech,Middle Tennessee,False,DraftKings,-5.0,48.0,-1.1223043907351387,56.438786625117174,6.122304390735138,8.438786625117174,none,none,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,401628513,2024-10-11 20:00:00-04:00,Maryland,Northwestern,False,DraftKings,-11.0,45.0,11.921541001984863,50.53263522144978,0.9215410019848633,5.53263522144978,none,none,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,401643733,2024-10-11 21:00:00-04:00,Utah State,UNLV,False,DraftKings,19.0,67.5,-10.662295581696664,57.29133896294552,8.337704418303336,10.208661037054483,home,under,4.0,4.0,0.0,0.0,0.05,0.05,2.5,2.5,5.0
2024,7,401636892,2024-10-11 22:30:00-04:00,Arizona State,Utah,False,DraftKings,6.0,46.5,8.094370990961018,54.51392213895647,14.094370990961018,8.013922138956467,home,over,5.0,4.0,0.0,0.0,0.05,0.05,2.5,2.5,5.0
2024,7,401635576,2024-10-12 12:00:00-04:00,Wake Forest,Clemson,False,DraftKings,21.0,63.0,-4.540449016292416,60.31707823112081,16.459550983707583,2.68292176887919,home,none,4.0,5.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,7,401645342,2024-10-12 12:00:00-04:00,Army,UAB,False,DraftKings,-27.0,55.5,10.306478531407095,58.42029736912453,16.693521468592905,2.9202973691245333,away,none,4.0,4.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,7,401644743,2024-10-12 12:00:00-04:00,Kent State,Ball State,False,DraftKings,3.0,58.0,-5.274398846910811,54.68038366524174,2.2743988469108114,3.3196163347582583,none,none,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,401628385,2024-10-12 12:00:00-04:00,Alabama,South Carolina,False,DraftKings,-21.0,50.0,8.797256827972248,56.09783859944634,12.202743172027752,6.097838599446341,away,over,5.0,5.0,0.0,0.0,0.05,0.05,2.5,2.5,5.0
2024,7,401628517,2024-10-12 12:00:00-04:00,Rutgers,Wisconsin,False,Bovada,-1.0,43.5,13.191361917091111,52.820987955522114,12.191361917091111,9.320987955522114,home,over,4.0,4.0,0.0,0.0,0.05,0.05,2.5,2.5,5.0
2024,7,401628512,2024-10-12 12:00:00-04:00,Iowa,Washington,False,DraftKings,-2.5,41.5,-0.402068533653571,51.69869875937769,2.902068533653571,10.198698759377692,none,over,4.0,5.0,0.0,0.0,0.0,0.05,0.0,2.5,2.5
2024,7,401644745,2024-10-12 12:00:00-04:00,Buffalo,Toledo,False,DraftKings,10.5,44.5,-2.2020762258985247,47.54532512936116,8.297923774101475,3.04532512936116,home,none,4.0,4.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,7,401628389,2024-10-12 12:00:00-04:00,Massachusetts,Missouri,False,DraftKings,27.0,54.0,-9.064960014572119,55.413697271865054,17.93503998542788,1.413697271865054,home,none,5.0,4.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,7,401635577,2024-10-12 12:00:00-04:00,North Carolina,Georgia Tech,False,DraftKings,3.5,60.5,-2.499880241139226,61.95081188822476,1.000119758860774,1.450811888224763,none,none,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,401644685,2024-10-12 14:00:00-04:00,Eastern Michigan,Miami (OH),False,DraftKings,3.0,45.5,-7.839576018875172,55.23721612772743,4.839576018875172,9.737216127727429,none,over,4.0,5.0,0.0,0.0,0.0,0.05,0.0,2.5,2.5
2024,7,401635575,2024-10-12 15:30:00-04:00,Pittsburgh,California,False,DraftKings,-3.5,57.5,-0.06872103590428202,57.744324940181386,3.5687210359042822,0.24432494018138584,none,none,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,401645341,2024-10-12 15:30:00-04:00,South Florida,Memphis,True,DraftKings,10.0,61.0,0.2712117951600965,50.94711581516318,10.271211795160097,10.05288418483682,home,under,4.0,4.0,0.0,0.0,0.05,0.05,2.5,2.5,5.0
2024,7,401636895,2024-10-12 15:30:00-04:00,UCF,Cincinnati,False,DraftKings,-2.0,58.0,6.207673569896618,59.106361556409006,4.207673569896618,1.1063615564090057,none,none,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,7,401644742,2024-10-12 15:30:00-04:00,Western Michigan,Akron,False,DraftKings,-9.5,48.5,-9.684947508010644,45.447436383587075,19.184947508010644,3.0525636164129253,away,none,4.0,5.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,7,401628390,2024-10-12 15:30:00-04:00,Oklahoma,Texas,True,ESPN Bet,16.5,48.5,-6.177568792268419,46.579482888572734,10.322431207731581,1.9205171114272659,home,none,5.0,5.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,7,401628981,2024-10-12 15:30:00-04:00,Notre Dame,Stanford,False,DraftKings,-22.5,45.5,20.16314371500163,52.67742298588477,2.336856284998369,7.177422985884768,none,over,5.0,4.0,0.0,0.0,0.0,0.05,0.0,2.5,2.5
2024,7,401644744,2024-10-12 15:30:00-04:00,Bowling Green,Northern Illinois,False,DraftKings,-3.0,46.5,-4.7973378499786,54.675281631352966,7.7973378499786,8.175281631352966,away,over,4.0,4.0,0.0,0.0,0.05,0.05,2.5,2.5,5.0
