season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,spread_reason_1,spread_reason_2,spread_reason_3,total_reason_1,total_reason_2,total_reason_3,predicted_spread_std_dev,predicted_total_std_dev,bet_units,pick_win,total_pick_win
2024,14,401644776,2024-11-26 19:00:00-05:00,Buffalo,Kent State,False,DraftKings,-23.5,51.0,11.33388759872381,52.274433906856494,12.16611240127619,1.274433906856494,away,none,10.0,10.0,away_off_eckel_rate: +3.10,away_adj_off_epa_pp: +2.83,away_adj_off_sr: +2.71,away_adj_def_expl_rate_rush: +4.25,away_off_eckel_rate: -2.90,home_stuff_rate: -1.83,3.229326661668088,1.3732283322244498,1,0.0,
2024,14,401644775,2024-11-26 19:00:00-05:00,Akron,Toledo,False,DraftKings,9.0,49.5,-5.496344782919479,49.66698490922856,3.503655217080521,0.1669849092285602,none,none,10.0,10.0,home_off_eckel_rate: -3.22,home_adj_off_epa_pp: -2.58,away_adj_off_epa_pp: +1.59,home_adj_def_expl_rate_pass: -2.90,away_adj_def_expl_rate_rush: -2.49,home_adj_off_epa_pp: -2.23,1.9230724410742728,0.6843775128382781,1,,
2024,14,401645376,2024-11-28 19:30:00-05:00,Tulane,Memphis,False,DraftKings,-12.5,54.5,12.538622058156902,57.35679987398923,0.0386220581569016,2.856799873989232,none,none,10.0,10.0,home_adj_def_sr: +3.02,home_adj_off_epa_pp: +2.49,home_adj_def_epa_pp: +2.29,home_adj_def_ypp: +2.05,home_havoc_rate: +1.65,home_adj_off_epa_pp: +1.54,3.934922711901619,2.742729818778198,1,,
2024,14,401644777,2024-11-29 12:00:00-05:00,Ohio,Ball State,False,DraftKings,-18.0,51.5,10.137584244681626,52.931354038608895,7.862415755318373,1.4313540386088943,away,none,10.0,10.0,away_adj_def_epa_pp: +2.38,away_adj_def_sr: +1.25,away_off_eckel_rate: +1.18,away_adj_def_expl_rate_rush: +3.31,away_off_eckel_rate: -2.70,home_adj_def_expl_rate_overall_30: -1.47,1.183806794363852,0.9314156452884248,1,0.0,
2024,14,401644691,2024-11-29 12:00:00-05:00,Bowling Green,Miami (OH),False,DraftKings,-3.0,38.5,5.608346730399089,51.74423750866972,2.608346730399089,13.24423750866972,none,over,10.0,11.0,home_adj_def_sr: +1.66,home_adj_def_ypp: +1.01,away_adj_off_epa_pp: +0.81,away_adj_def_expl_rate_rush: -1.91,away_adj_off_ypp: +1.48,home_adj_def_ypp: +1.44,2.07699298748731,0.3413080281884433,1,,1.0
2024,14,401645379,2024-11-29 12:00:00-05:00,East Carolina,Navy,False,DraftKings,-3.0,54.5,4.123060396096671,56.97195406985355,1.1230603960966707,2.4719540698535525,none,none,10.0,9.0,away_off_eckel_rate: +2.11,away_havoc_rate: -1.26,home_off_eckel_rate: -1.01,home_adj_def_epa_pp: +2.31,away_adj_off_expl_rate_overall_10: -2.27,home_adj_off_expl_rate_pass: +1.74,1.2134653156035795,1.1381473791291228,1,,
2024,14,401628568,2024-11-29 12:00:00-05:00,Wisconsin,Minnesota,False,Bovada,1.0,41.0,-2.692503205201327,49.85324541231002,1.692503205201327,8.853245412310017,none,over,10.0,10.0,home_off_eckel_rate: -2.59,away_adj_def_epa_pp: -1.83,home_adj_off_epa_pp: -1.04,home_adj_off_expl_rate_pass: -1.62,away_adj_off_ypp: -1.39,home_off_eckel_rate: -1.25,1.8100521831354164,0.1543031518015212,1,,0.0
2024,14,401636938,2024-11-29 12:00:00-05:00,Colorado,Oklahoma State,False,DraftKings,-15.0,67.0,13.328002288409502,60.75757273584576,1.6719977115904978,6.242427264154237,none,under,10.0,10.0,home_adj_def_sr: +2.44,away_adj_def_epa_pp: +2.35,home_adj_def_epa_pp: +1.67,away_adj_def_sr: +2.23,home_adj_off_expl_rate_overall_30: -2.00,away_adj_off_ypp: -1.34,1.14963066997802,0.4593483155051316,1,,1.0
2024,14,401643769,2024-11-29 12:00:00-05:00,Boise State,Oregon State,False,DraftKings,-17.5,58.0,13.553894755931644,51.88164848492114,3.946105244068356,6.1183515150788566,none,under,10.0,10.0,same_conference: +2.09,home_adj_off_epa_pp: +2.08,away_adj_off_epa_pp: +1.68,away_off_finish_pts_per_opp: -2.07,away_adj_def_expl_rate_overall_10: +1.43,home_adj_def_epa_pp: -1.39,2.9339974611332056,2.497185794868784,1,,1.0
2024,14,401628442,2024-11-29 15:30:00-05:00,Ole Miss,Mississippi State,False,Bovada,-26.0,62.0,14.237403503025892,65.8377285378782,11.762596496974108,3.8377285378782062,away,none,10.0,10.0,home_adj_off_epa_pp: +3.36,home_off_eckel_rate: +2.22,home_adj_def_sr: +1.60,away_adj_def_expl_rate_overall_30: +3.19,home_adj_off_expl_rate_overall_30: +3.13,away_adj_def_sr: +2.21,2.7473828589325127,4.966463179647743,1,1.0,
