season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,predicted_spread_std_dev,predicted_total_std_dev,kelly_fraction_spread,kelly_fraction_total,bet_units_spread,bet_units_total,bet_units
2024,13,401644769,2024-11-19 19:00:00-05:00,Kent State,Akron,False,DraftKings,10.5,49.0,-9.074434346649369,54.387409926684654,1.4255656533506311,5.387409926684654,none,none,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,13,401644770,2024-11-19 19:30:00-05:00,Central Michigan,Western Michigan,False,DraftKings,6.0,56.0,-4.378429333172309,58.73503929271684,1.621570666827691,2.7350392927168414,none,none,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,13,401644690,2024-11-19 20:00:00-05:00,Miami (OH),Northern Illinois,False,DraftKings,-1.5,43.0,-0.41044815566409376,53.62811352939522,1.9104481556640938,10.628113529395222,none,over,10.0,9.0,0.0,0.0,0.0,0.05,0.0,2.5,2.5
2024,13,401644773,2024-11-20 19:00:00-05:00,Toledo,Ohio,False,DraftKings,-1.5,47.0,-4.099767488283361,52.267501142802004,5.599767488283361,5.267501142802004,none,none,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,13,401644772,2024-11-20 19:00:00-05:00,Eastern Michigan,Buffalo,False,DraftKings,-1.0,53.5,4.353113670809135,55.24625801673768,3.353113670809135,1.746258016737677,none,none,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,13,401634772,2024-11-21 19:30:00-05:00,Georgia Tech,NC State,False,DraftKings,-7.5,51.5,5.802207091766981,55.36425549180249,1.6977929082330192,3.8642554918024885,none,none,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,13,401645374,2024-11-22 19:00:00-05:00,UTSA,Temple,False,DraftKings,-16.5,56.0,7.672980903627402,50.75820487673323,8.827019096372599,5.241795123266769,away,none,9.0,10.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,13,401628558,2024-11-22 20:00:00-05:00,Michigan State,Purdue,False,DraftKings,-14.0,49.0,8.531987744150378,54.84460437142762,5.468012255849622,5.8446043714276215,none,none,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,13,401643767,2024-11-22 22:00:00-05:00,San José State,UNLV,False,DraftKings,7.5,59.5,0.5824595864704278,56.5347321356565,8.082459586470428,2.9652678643435024,home,none,9.0,9.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,13,401628555,2024-11-23 12:00:00-05:00,Ohio State,Indiana,False,DraftKings,-10.5,52.5,6.515964118673964,59.681247725922695,3.9840358813260357,7.181247725922695,none,over,10.0,9.0,0.0,0.0,0.0,0.05,0.0,2.5,2.5
2024,13,401635612,2024-11-23 12:00:00-05:00,Boston College,North Carolina,False,DraftKings,2.0,50.5,-5.479995629842018,54.85218304073531,3.4799956298420183,4.352183040735312,none,none,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,13,401628556,2024-11-23 12:00:00-05:00,Maryland,Iowa,False,DraftKings,4.0,40.5,-3.1865788892173024,53.55102847099075,0.8134211107826976,13.051028470990751,none,over,9.0,9.0,0.0,0.0,0.0,0.05,0.0,2.5,2.5
2024,13,401628429,2024-11-23 12:00:00-05:00,Florida,Ole Miss,False,DraftKings,13.0,57.5,-6.852464229248516,57.27655067784952,6.147535770751484,0.2234493221504792,home,none,9.0,9.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,13,401628554,2024-11-23 12:00:00-05:00,Rutgers,Illinois,False,Bovada,-2.0,48.0,2.368342475680157,57.8183370345365,0.3683424756801572,9.818337034536498,none,over,9.0,9.0,0.0,0.0,0.0,0.05,0.0,2.5,2.5
2024,13,401635618,2024-11-23 12:00:00-05:00,Miami,Wake Forest,False,DraftKings,-23.5,67.0,17.155952611536016,62.544014093359856,6.344047388463984,4.455985906640144,away,none,9.0,9.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,13,401635518,2024-11-23 12:00:00-05:00,Syracuse,UConn,False,DraftKings,-10.0,53.0,7.569153972165524,55.62362335675969,2.430846027834476,2.623623356759687,none,none,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,13,401635619,2024-11-23 12:00:00-05:00,Virginia,SMU,False,DraftKings,11.5,54.5,-2.315422041495401,55.046448113105285,9.1845779585046,0.546448113105285,home,none,9.0,9.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,13,401641005,2024-11-23 12:00:00-05:00,Jacksonville State,Sam Houston,False,DraftKings,-5.5,57.5,6.557889903244078,53.41022531104948,1.057889903244078,4.08977468895052,none,none,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,13,401628430,2024-11-23 12:45:00-05:00,Georgia,Massachusetts,False,DraftKings,-42.5,55.5,22.999393076766072,54.6854452449041,19.500606923233928,0.814554755095898,away,none,9.0,8.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,13,401628435,2024-11-23 13:00:00-05:00,Tennessee,UTEP,False,DraftKings,-41.5,54.0,21.793624033051934,50.095945266655,19.706375966948066,3.9040547333449993,away,none,9.0,9.0,0.0,0.0,0.05,0.0,2.5,0.0,2.5
2024,13,401640996,2024-11-23 13:00:00-05:00,Liberty,Western Kentucky,False,DraftKings,-1.0,56.5,2.695222819926592,57.41461576669932,1.6952228199265922,0.9146157666993204,none,none,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
