season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,spread_reason_1,spread_reason_2,spread_reason_3,total_reason_1,total_reason_2,total_reason_3,predicted_spread_std_dev,predicted_total_std_dev,bet_units,pick_win,total_pick_win
2024,11,401644760,2024-11-05 19:30:00-05:00,Central Michigan,Bowling Green,False,ESPN Bet,14.5,47.5,-0.7665567627289249,60.8024978208887,13.733443237271077,13.302497820888703,home,over,7.0,7.0,home_adj_def_ypp: -2.11,home_adj_def_epa_pp: -1.51,home_off_eckel_rate: -1.48,home_adj_def_expl_rate_rush: +4.39,away_adj_def_expl_rate_rush: +2.46,home_adj_def_epa_pp: +1.59,0.6173520689139752,2.1762066168892,1,1.0,0.0
2024,11,401644688,2024-11-05 20:00:00-05:00,Ball State,Miami (OH),False,ESPN Bet,12.5,48.5,-6.24048181544807,59.48632007029099,6.25951818455193,10.986320070290986,home,over,7.0,8.0,home_adj_def_epa_pp: -2.85,home_adj_def_ypp: -2.27,home_adj_def_sr: -1.82,home_adj_def_expl_rate_pass: +2.56,away_adj_def_ypp: +1.65,home_adj_def_ypp: +1.42,2.2344430353334763,2.2663220733121,1,1.0,0.0
2024,11,401644761,2024-11-06 19:00:00-05:00,Kent State,Ohio,False,ESPN Bet,20.5,53.5,-12.33244545144308,49.23212585845537,8.16755454855692,4.267874141544631,none,none,7.0,7.0,home_off_eckel_rate: -4.39,home_adj_off_epa_pp: -2.66,home_adj_def_sr: -2.64,away_adj_off_expl_rate_pass: -3.24,home_adj_off_epa_pp: -2.89,home_off_eckel_rate: -2.11,2.859194263478862,5.010208193914188,1,,
2024,11,401644762,2024-11-06 19:00:00-05:00,Western Michigan,Northern Illinois,False,ESPN Bet,2.5,51.5,-3.303398473992716,53.740834799323125,0.8033984739927162,2.240834799323125,none,none,7.0,7.0,home_adj_def_sr: -4.08,home_adj_def_epa_pp: -2.17,away_adj_off_epa_pp: +1.89,home_adj_def_sr: +1.77,home_adj_def_ypp: +1.43,away_adj_def_expl_rate_overall_10: -1.34,1.8254910960208048,0.0609183629112308,1,,
2024,11,401643825,2024-11-07 20:00:00-05:00,Coastal Carolina,App State,False,ESPN Bet,1.5,62.5,-3.4243261728156216,63.56774174827939,1.9243261728156216,1.0677417482793885,none,none,7.0,7.0,home_off_eckel_rate: -3.76,away_adj_def_sr: +2.10,away_adj_def_epa_pp: +1.65,away_adj_def_expl_rate_rush: +2.41,home_off_eckel_rate: -1.98,away_adj_def_sr: +1.68,1.4594168140515364,3.1844133090021387,1,,
2024,11,401645361,2024-11-07 20:00:00-05:00,East Carolina,Florida Atlantic,False,ESPN Bet,-5.5,58.5,2.887223217182054,62.47865712600523,2.612776782817946,3.9786571260052312,none,none,7.0,7.0,home_off_eckel_rate: -2.54,away_adj_def_epa_pp: +2.08,home_adj_def_epa_pp: -1.48,away_adj_def_expl_rate_rush: +4.54,away_adj_def_sr: +2.78,home_adj_def_expl_rate_pass: -1.97,1.6726689162025796,0.340089785151715,1,,
2024,11,401634773,2024-11-08 20:00:00-05:00,Wake Forest,California,False,ESPN Bet,7.5,54.5,-6.0962652191090285,54.256568924518064,1.4037347808909717,0.2434310754819364,none,none,7.0,7.0,home_adj_def_sr: -3.50,home_adj_def_epa_pp: -2.15,home_adj_off_epa_pp: -1.55,home_adj_def_sr: +1.81,away_adj_off_ypp: -1.38,away_adj_def_sr: -1.35,1.8366335323838725,0.9474046222534652,1,,
2024,11,401645362,2024-11-08 21:00:00-05:00,Memphis,Rice,False,ESPN Bet,-7.5,50.5,6.054066622678615,53.592120159406605,1.445933377321385,3.092120159406605,none,none,8.0,8.0,away_adj_off_epa_pp: +2.31,away_adj_off_sr: +1.95,home_adj_def_epa_pp: -1.74,home_adj_def_epa_pp: +1.52,away_adj_off_sr: -1.47,away_off_eckel_rate: -1.28,2.23670160429526,0.9839393454810724,1,,
2024,11,401628542,2024-11-08 21:00:00-05:00,UCLA,Iowa,False,ESPN Bet,6.5,44.5,-1.038477344348607,58.20992540405717,5.461522655651393,13.709925404057174,none,over,8.0,8.0,home_off_eckel_rate: -2.52,home_adj_def_sr: -1.12,away_adj_def_ypp: +1.01,away_adj_off_expl_rate_rush: +2.28,away_adj_off_ypp: +2.03,home_adj_off_ypp: +1.53,0.8544193582452171,2.95345316458582,1,,0.0
2024,11,401643754,2024-11-08 22:30:00-05:00,San Diego State,New Mexico,False,ESPN Bet,-1.5,65.5,6.226859949802659,48.93320966598415,4.726859949802659,16.56679033401585,none,none,7.0,8.0,away_adj_def_epa_pp: +4.27,away_adj_def_sr: +3.77,home_adj_off_epa_pp: -1.84,home_adj_off_epa_pp: -2.73,away_adj_def_epa_pp: +2.59,away_off_eckel_rate: -1.53,6.713128239520883,3.866038569499988,1,,
