season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,spread_reason_1,spread_reason_2,spread_reason_3,total_reason_1,total_reason_2,total_reason_3,predicted_spread_std_dev,predicted_total_std_dev,bet_units,pick_win,total_pick_win
2024,7,401640982,2024-10-08 19:00:00-04:00,Liberty,Florida International,False,DraftKings,-15.5,56.0,3.846194801697092,61.862219364328304,11.653805198302909,5.862219364328304,none,none,3.0,4.0,home_adj_def_sr: -1.92,away_adj_off_epa_pp: +1.60,away_adj_off_sr: +1.28,home_adj_off_expl_rate_overall_10: +2.06,home_adj_def_sr: +1.97,home_adj_def_expl_rate_overall_10: +1.20,0.2441253145856209,3.711452277527023,1,,
2024,7,401641002,2024-10-09 19:30:00-04:00,Jacksonville State,New Mexico State,False,DraftKings,-21.0,58.5,14.993601748525071,50.972968715931074,6.006398251474929,7.527031284068926,away,under,5.0,4.0,away_adj_off_epa_pp: +4.61,away_adj_off_sr: +4.49,home_adj_def_sr: -4.17,away_adj_def_expl_rate_rush: +2.27,home_stuff_rate: -2.07,away_adj_def_epa_pp: -1.99,0.4357896339291106,2.149186705705013,1,0.0,0.0
2024,7,401643803,2024-10-10 19:30:00-04:00,James Madison,Coastal Carolina,False,DraftKings,-7.0,59.0,3.589639158037538,58.32141289699946,3.4103608419624614,0.6785871030005381,none,none,4.0,4.0,home_adj_def_sr: -2.50,home_off_eckel_rate: +2.10,home_adj_def_ypp: -1.77,away_adj_off_expl_rate_overall_10: -2.38,away_adj_off_ypp: -1.50,away_adj_def_expl_rate_rush: -1.49,0.8625038256831772,1.6949001558721513,1,,
2024,7,401641030,2024-10-10 20:00:00-04:00,Western Kentucky,UTEP,False,DraftKings,-19.0,55.5,13.096535024474385,56.725958190026525,5.903464975525617,1.2259581900265246,none,none,4.0,4.0,away_off_eckel_rate: +2.51,away_adj_off_epa_pp: +2.39,away_adj_off_sr: +2.38,home_stuff_rate: -3.24,away_off_eckel_rate: -3.14,home_adj_off_sr: +2.63,4.126648440271636,0.8005018447243657,1,,
2024,7,401641009,2024-10-10 20:00:00-04:00,Louisiana Tech,Middle Tennessee,False,DraftKings,-5.0,48.0,0.7099487969492478,54.58091495130439,4.290051203050752,6.580914951304393,none,none,3.0,4.0,home_off_eckel_rate: -5.33,home_adj_off_epa_pp: -4.40,away_adj_def_epa_pp: +4.26,home_adj_off_epa_pp: -2.41,away_adj_def_expl_rate_rush: -1.94,home_adj_def_epa_pp: +1.83,2.5502346285088127,2.385795567956272,1,,
2024,7,401628513,2024-10-11 20:00:00-04:00,Maryland,Northwestern,False,DraftKings,-11.0,45.0,10.328072945873954,52.84786534473177,0.671927054126046,7.8478653447317726,none,over,4.0,4.0,home_adj_def_sr: +2.68,away_adj_off_epa_pp: +2.53,away_adj_def_epa_pp: -1.96,away_adj_off_epa_pp: -1.98,away_adj_off_expl_rate_overall_10: +1.65,away_adj_def_sr: -1.48,2.922114713006736,1.5435459428456575,1,,1.0
2024,7,401643733,2024-10-11 21:00:00-04:00,Utah State,UNLV,False,DraftKings,19.0,67.5,-8.14736537363081,62.20542550567739,10.85263462636919,5.29457449432261,home,none,4.0,4.0,home_adj_def_sr: -3.80,away_off_eckel_rate: -2.70,away_adj_def_epa_pp: -1.53,away_off_eckel_rate: +2.09,home_adj_off_expl_rate_rush: +2.00,home_adj_def_epa_pp: +1.91,3.791477049834816,3.151002430387884,1,1.0,
2024,7,401636892,2024-10-11 22:30:00-04:00,Arizona State,Utah,False,DraftKings,6.0,46.5,6.9632991910919815,52.2241867599459,12.96329919109198,5.724186759945901,home,none,5.0,4.0,home_off_eckel_rate: +7.27,away_adj_def_sr: -2.07,away_adj_def_epa_pp: -1.93,away_adj_def_sr: -1.61,away_adj_def_expl_rate_pass: +1.55,away_adj_def_expl_rate_rush: -1.46,3.9428146749065256,0.9213597685852122,1,1.0,
2024,7,401635576,2024-10-12 12:00:00-04:00,Wake Forest,Clemson,False,DraftKings,21.0,63.0,-2.907273656102942,60.58714228207212,18.092726343897056,2.412857717927878,home,none,4.0,5.0,home_adj_def_sr: -3.71,home_adj_def_epa_pp: -2.94,home_off_eckel_rate: +2.18,home_stuff_rate: +1.83,away_adj_def_sr: +1.82,home_adj_off_expl_rate_overall_20: -1.55,0.941290784490263,1.4151359357185989,1,0.0,
2024,7,401645342,2024-10-12 12:00:00-04:00,Army,UAB,False,DraftKings,-27.0,55.5,12.270147829815356,57.09267494771092,14.729852170184644,1.5926749477109183,away,none,4.0,4.0,home_adj_off_epa_pp: +4.18,home_adj_def_ypp: +2.40,away_adj_def_sr: +2.36,home_havoc_rate: +6.87,away_adj_def_expl_rate_overall_10: +2.18,away_adj_off_sr: -1.77,4.226880000686915,3.1501304228998315,1,0.0,
2024,7,401644743,2024-10-12 12:00:00-04:00,Kent State,Ball State,False,DraftKings,3.0,58.0,-2.941678253974608,55.40417565876385,0.0583217460253924,2.595824341236153,none,none,4.0,4.0,home_off_eckel_rate: -8.20,away_adj_def_epa_pp: +7.39,home_adj_def_sr: -4.97,home_adj_def_epa_pp: +3.33,away_adj_off_expl_rate_overall_10: -2.78,away_adj_off_epa_pp: -2.07,5.667363359947352,1.011731753753157,1,,
2024,7,401628385,2024-10-12 12:00:00-04:00,Alabama,South Carolina,False,DraftKings,-21.0,50.0,7.374742457802957,62.428781619798656,13.625257542197044,12.428781619798656,away,over,5.0,5.0,home_adj_off_epa_pp: +4.49,home_adj_def_sr: +3.55,away_adj_def_epa_pp: -2.37,home_adj_off_epa_pp: +3.18,home_adj_off_expl_rate_overall_20: +2.82,away_adj_off_expl_rate_rush: +2.00,2.864876991655381,3.939979393808248,1,1.0,1.0
2024,7,401628517,2024-10-12 12:00:00-04:00,Rutgers,Wisconsin,False,Bovada,-1.0,43.5,13.04265947223876,50.78489914366726,12.04265947223876,7.2848991436672605,home,over,4.0,4.0,away_adj_def_epa_pp: +2.88,home_off_eckel_rate: +2.28,home_adj_def_sr: +1.80,away_adj_off_expl_rate_overall_10: -2.60,home_stuff_rate: -1.86,home_adj_def_expl_rate_rush: +1.85,1.6596585326210829,0.2914014153901227,1,0.0,1.0
2024,7,401628512,2024-10-12 12:00:00-04:00,Iowa,Washington,False,DraftKings,-2.5,41.5,-0.6414015759110746,53.70141336364552,3.1414015759110745,12.201413363645514,none,over,4.0,5.0,away_adj_def_epa_pp: -4.27,away_adj_off_sr: -3.39,home_adj_def_sr: +3.27,home_adj_off_expl_rate_overall_30: +2.08,home_adj_def_expl_rate_overall_10: -1.84,home_havoc_rate: -1.41,0.7090050566246139,2.4651290176562632,1,,1.0
2024,7,401644745,2024-10-12 12:00:00-04:00,Buffalo,Toledo,False,DraftKings,10.5,44.5,-1.8088895777151588,45.68618535230462,8.691110422284842,1.1861853523046193,home,none,4.0,4.0,home_off_eckel_rate: -3.39,home_adj_def_sr: +3.11,home_adj_def_epa_pp: +2.27,home_off_eckel_rate: -2.13,away_off_eckel_rate: +1.63,home_adj_off_epa_pp: -1.46,1.350702914315982,1.0751047669558496,1,1.0,
2024,7,401628389,2024-10-12 12:00:00-04:00,Massachusetts,Missouri,False,DraftKings,27.0,54.0,-6.21092698587163,55.440293668706886,20.78907301412837,1.440293668706886,none,none,5.0,4.0,home_adj_off_epa_pp: -3.04,away_off_eckel_rate: -2.29,same_conference: +2.23,away_off_eckel_rate: +2.15,home_adj_off_epa_pp: -1.57,home_adj_off_expl_rate_overall_20: +1.38,6.398799366229115,0.859680290570509,1,,
