season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,spread_reason_1,spread_reason_2,spread_reason_3,total_reason_1,total_reason_2,total_reason_3,predicted_spread_std_dev,predicted_total_std_dev,bet_units,pick_win,total_pick_win
2024,8,401643809,2024-10-15 19:30:00-04:00,South Alabama,Troy,False,DraftKings,-10.0,53.0,12.188555739932584,61.11915370604177,2.188555739932584,8.119153706041772,none,over,5.0,5.0,away_adj_def_sr: +2.65,home_adj_off_epa_pp: +2.48,away_off_eckel_rate: +2.25,home_stuff_rate: +2.92,home_adj_off_sr: +2.54,away_adj_def_expl_rate_rush: +1.90,3.03733816335448,2.639577445918089,1,,0.0
2024,8,401641019,2024-10-15 20:00:00-04:00,Middle Tennessee,Kennesaw State,False,DraftKings,-8.5,50.0,2.1996698140252984,55.41706302678218,6.300330185974701,5.417063026782181,away,none,5.0,4.0,away_adj_off_sr: +4.13,home_adj_def_epa_pp: -3.92,home_adj_def_sr: -3.40,away_adj_def_expl_rate_rush: +5.50,away_adj_off_expl_rate_overall_10: -2.90,away_off_eckel_rate: -2.82,0.9195855486826414,3.7032210123945646,1,0.0,
2024,8,401641010,2024-10-15 21:00:00-04:00,New Mexico State,Louisiana Tech,False,DraftKings,12.5,49.0,-3.909588718285893,48.08175382837868,8.590411281714108,0.9182461716213196,none,none,5.0,4.0,home_adj_off_epa_pp: -3.68,home_off_eckel_rate: -3.40,away_adj_off_epa_pp: +3.07,away_adj_off_epa_pp: -2.04,home_adj_off_epa_pp: -1.98,away_off_eckel_rate: -1.86,5.205908626712258,1.738102524000606,1,,
2024,8,401641038,2024-10-16 19:00:00-04:00,Sam Houston,Western Kentucky,False,DraftKings,-1.5,55.0,3.2160793997650026,55.14504599363663,1.7160793997650026,0.1450459936366286,none,none,6.0,5.0,home_adj_off_epa_pp: -1.50,home_adj_def_sr: -1.35,home_adj_def_ypp: -1.27,home_adj_off_expl_rate_overall_10: +1.61,home_stuff_rate: -1.57,away_adj_def_expl_rate_overall_20: +1.37,1.385026188352585,2.557403174452812,1,,
2024,8,401640983,2024-10-16 21:00:00-04:00,UTEP,Florida International,False,DraftKings,7.0,47.0,-6.805777874309175,51.937279216378585,0.1942221256908247,4.937279216378585,none,none,5.0,5.0,home_off_eckel_rate: -4.94,home_adj_off_epa_pp: -2.61,home_adj_off_sr: -1.45,home_adj_off_epa_pp: -2.47,home_adj_def_expl_rate_rush: +1.94,away_adj_def_expl_rate_rush: -1.51,2.1142156823208045,1.67165145453637,1,,
2024,8,401643810,2024-10-17 19:00:00-04:00,Marshall,Georgia State,False,DraftKings,-9.5,51.5,2.555676339574559,53.5838862207018,6.944323660425441,2.0838862207018,away,none,5.0,4.0,home_adj_def_sr: -1.88,home_adj_off_epa_pp: -1.73,away_adj_def_sr: +1.66,home_adj_off_epa_pp: -3.24,home_stuff_rate: -2.00,away_adj_def_expl_rate_rush: -1.96,0.57721623515486,0.0508771131546588,1,0.0,
2024,8,401634768,2024-10-17 19:30:00-04:00,Virginia Tech,Boston College,False,DraftKings,-8.5,47.5,4.44147721648766,52.5304453575757,4.05852278351234,5.030445357575701,none,none,6.0,5.0,home_adj_def_epa_pp: +1.03,away_adj_off_epa_pp: +0.80,away_adj_def_sr: -0.76,home_adj_def_expl_rate_rush: -3.15,away_adj_def_expl_rate_rush: +1.70,home_stuff_rate: +1.49,0.0969824750114932,0.51345223292412,1,,
2024,8,401634769,2024-10-18 19:00:00-04:00,Duke,Florida State,False,DraftKings,-2.5,43.0,9.12433707696806,49.00224608103653,6.624337076968059,6.002246081036532,home,over,5.0,6.0,home_adj_def_sr: +2.42,home_adj_def_ypp: +1.80,home_adj_def_epa_pp: +1.68,away_adj_def_expl_rate_rush: +4.14,home_adj_def_expl_rate_overall_30: -2.46,home_stuff_rate: -2.16,2.56174042158508,1.008942805529422,1,1.0,0.0
2024,8,401628523,2024-10-18 20:00:00-04:00,Purdue,Oregon,False,DraftKings,30.0,61.0,-23.104885280050443,56.76394066989665,6.895114719949557,4.236059330103352,none,none,5.0,5.0,away_adj_def_epa_pp: -3.77,home_adj_off_epa_pp: -3.45,home_off_eckel_rate: -3.32,away_adj_off_epa_pp: +2.62,away_adj_def_expl_rate_overall_10: -1.78,away_off_eckel_rate: +1.62,6.093051129607162,1.3506851192026588,1,,
2024,8,401636898,2024-10-18 22:15:00-04:00,BYU,Oklahoma State,False,DraftKings,-8.5,53.0,8.621454009561392,50.4509702148584,0.1214540095613916,2.549029785141606,none,none,5.0,5.0,home_adj_def_ypp: +2.60,home_adj_def_epa_pp: +1.60,away_havoc_rate: +1.30,home_stuff_rate: -2.76,home_adj_def_expl_rate_overall_30: -2.56,home_adj_def_expl_rate_rush: -2.23,1.1279327602169984,3.5708688298083544,1,,
2024,8,401643735,2024-10-18 22:30:00-04:00,Nevada,Fresno State,False,DraftKings,3.0,50.0,-6.95731914502231,54.31725525651129,3.9573191450223097,4.317255256511288,none,none,6.0,5.0,home_adj_def_ypp: -1.96,home_adj_def_sr: -1.40,away_adj_def_ypp: -1.33,home_stuff_rate: +1.63,away_adj_def_expl_rate_overall_10: -1.47,home_adj_off_expl_rate_overall_20: -1.45,3.818072900186776,1.223394809231472,1,,
2024,8,401643811,2024-10-19 12:00:00-04:00,Coastal Carolina,Louisiana,False,DraftKings,6.0,57.0,3.379437183715682,57.614594125113335,9.379437183715682,0.6145941251133351,home,none,5.0,5.0,away_adj_def_epa_pp: +3.24,away_adj_def_sr: +2.93,away_off_finish_pts_per_opp: -1.52,home_stuff_rate: -2.51,away_off_finish_pts_per_opp: +1.85,home_adj_def_expl_rate_rush: +1.81,0.4831499073502053,0.7018742066152015,1,0.0,
2024,8,401628519,2024-10-19 12:00:00-04:00,Indiana,Nebraska,False,DraftKings,-6.5,48.0,10.872925790830976,57.07734515241563,4.372925790830976,9.077345152415631,none,over,5.0,5.0,home_off_eckel_rate: +4.17,home_adj_off_epa_pp: +3.76,away_off_eckel_rate: -2.98,away_adj_def_sr: +1.66,home_adj_off_expl_rate_pass: +1.58,away_adj_off_expl_rate_overall_10: +1.57,2.2147502099729195,0.4490654775837761,1,,1.0
2024,8,401635588,2024-10-19 12:00:00-04:00,Clemson,Virginia,False,DraftKings,-20.0,57.5,1.213888369033557,60.40587174292901,18.78611163096644,2.9058717429290084,away,none,6.0,5.0,away_off_eckel_rate: -2.57,away_adj_def_sr: -1.91,home_adj_def_sr: +1.76,home_adj_def_expl_rate_rush: +3.48,away_off_eckel_rate: +2.53,away_adj_off_expl_rate_overall_10: +1.35,2.438011678377468,3.600252066510965,1,1.0,
2024,8,401628522,2024-10-19 12:00:00-04:00,Northwestern,Wisconsin,True,DraftKings,9.5,42.5,-9.81232336421665,43.11878040146813,0.3123233642166507,0.6187804014681291,none,none,5.0,5.0,home_adj_off_epa_pp: -4.94,neutral_site: -3.96,home_off_eckel_rate: -1.84,away_adj_def_expl_rate_overall_10: -1.85,home_adj_def_expl_rate_rush: -1.82,home_adj_off_epa_pp: -1.56,2.200622267554401,3.3801958056123382,1,,
2024,8,401628395,2024-10-19 12:00:00-04:00,Missouri,Auburn,False,DraftKings,-3.5,49.5,-0.1944058774085156,58.15192338308434,3.694405877408516,8.651923383084338,none,over,5.0,5.0,home_off_eckel_rate: +3.45,away_off_finish_pts_per_opp: +1.76,away_adj_def_epa_pp: -1.68,home_adj_def_expl_rate_rush: +2.42,away_adj_off_ypp: +1.76,away_adj_def_sr: -1.58,1.5540154280454042,1.2712869552094013,1,,0.0
2024,8,401635589,2024-10-19 12:00:00-04:00,Louisville,Miami,False,DraftKings,4.5,61.5,-1.5471057682023168,57.94989234200534,2.952894231797683,3.5501076579946584,none,none,5.0,5.0,away_adj_off_epa_pp: -3.80,home_adj_def_sr: +2.09,home_adj_off_epa_pp: +1.95,away_adj_off_ypp: +2.00,away_adj_off_expl_rate_pass: +1.74,away_adj_def_sr: -1.61,1.070478203274826,1.931403355367035,1,,
2024,8,401628524,2024-10-19 12:00:00-04:00,Rutgers,UCLA,False,Bovada,-4.0,42.5,-2.070208613143546,53.51230989143493,6.070208613143546,11.012309891434924,away,over,5.0,6.0,home_adj_off_epa_pp: -1.87,away_off_eckel_rate: +1.70,away_adj_def_epa_pp: -1.67,home_adj_def_epa_pp: +2.22,away_off_eckel_rate: -2.06,home_adj_off_expl_rate_overall_30: +1.87,1.6194887136296647,0.4246513977459436,1,1.0,1.0
2024,8,401645346,2024-10-19 12:00:00-04:00,Army,East Carolina,False,DraftKings,-17.5,54.0,19.315077394739003,52.05087685476332,1.8150773947390029,1.9491231452366835,none,none,5.0,5.0,home_adj_off_epa_pp: +5.82,home_adj_def_ypp: +2.82,away_adj_off_epa_pp: +2.80,home_havoc_rate: +3.06,home_adj_off_expl_rate_overall_20: +2.70,away_adj_off_epa_pp: -2.62,2.5603906318203458,0.8415424299032956,1,,
2024,8,401629034,2024-10-19 12:00:00-04:00,UConn,Wake Forest,False,DraftKings,2.5,55.5,12.770758035163324,60.56165537154512,15.270758035163324,5.061655371545115,home,none,5.0,5.0,away_adj_def_epa_pp: +2.98,away_adj_def_sr: +2.92,same_conference: +2.21,home_off_eckel_rate: +1.53,away_adj_def_sr: +1.51,home_stuff_rate: +1.29,1.3011909313022072,0.3681079968030971,1,0.0,
2024,8,401636899,2024-10-19 12:00:00-04:00,Cincinnati,Arizona State,False,DraftKings,-5.5,51.0,2.9076521742359467,53.57678197593461,2.5923478257640533,2.576781975934608,none,none,5.0,6.0,away_off_eckel_rate: -2.41,away_adj_off_sr: -1.95,home_adj_off_epa_pp: +1.77,home_stuff_rate: -1.95,away_adj_off_expl_rate_overall_10: -1.65,away_off_eckel_rate: +1.64,1.905404522524112,3.976463829745111,1,,
2024,8,401628396,2024-10-19 12:45:00-04:00,Oklahoma,South Carolina,False,DraftKings,1.0,40.5,-3.359935868070845,43.621870183186864,2.359935868070845,3.1218701831868643,none,none,6.0,6.0,home_adj_def_sr: +3.35,away_adj_def_epa_pp: -3.35,home_adj_def_epa_pp: +2.29,home_adj_def_epa_pp: -3.21,away_adj_def_expl_rate_overall_10: -2.69,home_stuff_rate: -1.70,1.0293771843073076,4.732008742573974,1,,
