season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,bet_units
2024,9,401644752,2024-10-26 15:30:00-04:00,Akron,Eastern Michigan,False,Bovada,2.5,50.5,-8.137075608995817,52.501653662623546,5.637075608995817,2.0016536626235464,away,none,6.0,6.0,1
2024,9,401644756,2024-10-26 15:30:00-04:00,Western Michigan,Kent State,False,Bovada,-19.0,61.0,9.004392246935078,61.0745145214651,9.995607753064922,0.07451452146509752,away,none,6.0,6.0,1
2024,9,401635599,2024-10-26 15:30:00-04:00,Stanford,Wake Forest,False,Bovada,3.0,53.0,0.33747436919527485,56.75016664912576,3.3374743691952746,3.7501666491257595,none,none,6.0,6.0,1
2024,9,401636906,2024-10-26 15:30:00-04:00,Baylor,Oklahoma State,False,Bovada,-7.0,64.5,9.734562317620524,60.937226151739516,2.734562317620524,3.562773848260484,none,none,6.0,6.0,1
2024,9,401636911,2024-10-26 15:30:00-04:00,UCF,BYU,False,Bovada,-2.5,53.5,6.48310508924876,55.62936405038129,3.9831050892487596,2.129364050381291,home,none,6.0,6.0,1
2024,9,401628400,2024-10-26 15:30:00-04:00,Alabama,Missouri,False,DraftKings,-16.0,51.5,15.1390712740531,58.662789062728216,0.8609287259469003,7.162789062728216,none,none,7.0,6.0,1
2024,9,401628528,2024-10-26 15:30:00-04:00,Minnesota,Maryland,False,Bovada,-6.0,45.0,1.9426866226054909,53.68927300176919,4.057313377394509,8.689273001769187,away,over,6.0,6.0,1
2024,9,401629035,2024-10-26 15:30:00-04:00,UConn,Rice,False,Bovada,-6.5,47.0,4.824203041137077,53.518633229114705,1.6757969588629233,6.518633229114705,none,none,6.0,6.0,1
2024,9,401645355,2024-10-26 15:30:00-04:00,Tulsa,UTSA,False,ESPN Bet,9.5,52.5,-7.2139633198956545,52.287305359056724,2.2860366801043455,0.21269464094327617,none,none,6.0,6.0,1
2024,9,401628527,2024-10-26 15:30:00-04:00,Iowa,Northwestern,False,Bovada,-16.5,38.5,4.577995843817925,58.79143316137035,11.922004156182075,20.29143316137035,away,over,6.0,6.0,1
2024,9,401628525,2024-10-26 15:30:00-04:00,Oregon,Illinois,False,Bovada,-22.5,54.0,16.454478768021126,58.838324322173186,6.045521231978874,4.838324322173186,away,none,6.0,6.0,1
2024,9,401635594,2024-10-26 16:00:00-04:00,California,Oregon State,False,Bovada,-13.0,51.0,4.2659938771264425,55.6613381203679,8.734006122873557,4.661338120367901,away,none,6.0,6.0,1
2024,9,401628405,2024-10-26 16:15:00-04:00,Vanderbilt,Texas,False,Bovada,17.0,50.5,-12.52361332445377,57.35773094984545,4.47638667554623,6.857730949845447,home,none,6.0,7.0,1
2024,9,401643819,2024-10-26 17:00:00-04:00,South Alabama,UL Monroe,False,Bovada,-7.0,45.0,4.823563932983591,56.35077698297302,2.176436067016409,11.350776982973017,none,over,6.0,5.0,1
2024,9,401643741,2024-10-26 17:00:00-04:00,Colorado State,New Mexico,False,Bovada,-3.5,62.0,2.4839942237966155,60.508598085814505,1.0160057762033845,1.491401914185495,none,none,6.0,6.0,1
2024,9,401643745,2024-10-26 19:00:00-04:00,Wyoming,Utah State,False,Bovada,2.5,57.0,-2.721570035581938,53.76529073103742,0.2215700355819381,3.2347092689625825,none,none,6.0,6.0,1
2024,9,401643818,2024-10-26 19:00:00-04:00,Arkansas State,Troy,False,Bovada,-8.5,50.0,-3.493800806711599,54.44597154196023,11.993800806711599,4.445971541960233,away,none,6.0,6.0,1
2024,9,401636908,2024-10-26 19:00:00-04:00,Houston,Utah,False,Bovada,4.5,36.0,-1.550811256760586,46.42387178628064,2.949188743239414,10.423871786280642,none,over,7.0,6.0,1
2024,9,401635596,2024-10-26 19:00:00-04:00,Miami,Florida State,False,DraftKings,-22.5,55.0,22.609227788905148,62.18203449841352,0.10922778890514806,7.182034498413522,none,none,6.0,7.0,1
2024,9,401636905,2024-10-26 19:00:00-04:00,Arizona,West Virginia,False,Bovada,-5.5,51.5,-2.3072388167616795,55.635371425590094,7.8072388167616795,4.135371425590094,away,none,6.0,6.0,1
2024,9,401628529,2024-10-26 19:30:00-04:00,Michigan,Michigan State,False,DraftKings,-3.5,39.0,2.1757991409541524,51.518077950717654,1.3242008590458476,12.518077950717654,none,over,7.0,6.0,1
2024,9,401628531,2024-10-26 19:30:00-04:00,Wisconsin,Penn State,False,DraftKings,6.5,47.0,-2.8648218046970175,51.2052175779559,3.6351781953029825,4.205217577955899,home,none,6.0,6.0,1
2024,9,401628404,2024-10-26 19:30:00-04:00,Texas A&M,LSU,False,DraftKings,-2.0,54.5,-1.7671542271212246,56.64955650571532,3.7671542271212246,2.149556505715317,away,none,6.0,6.0,1
2024,9,401628401,2024-10-26 19:45:00-04:00,Kentucky,Auburn,False,Bovada,-2.0,43.5,4.34607434789428,52.58789669875511,2.3460743478942803,9.08789669875511,none,over,7.0,6.0,1
2024,9,401636909,2024-10-26 20:00:00-04:00,Kansas State,Kansas,False,DraftKings,-10.0,56.5,17.25976190314783,59.289692591787166,7.2597619031478295,2.7896925917871656,home,none,6.0,6.0,1
2024,9,401643742,2024-10-26 20:00:00-04:00,Fresno State,San José State,False,Bovada,-6.5,55.0,2.559078071980094,54.8266116132656,3.940921928019906,0.17338838673440193,away,none,6.0,6.0,1
2024,9,401635595,2024-10-26 20:00:00-04:00,Duke,SMU,False,Bovada,11.5,49.5,-9.26990764046744,49.86809993956767,2.2300923595325592,0.36809993956767073,none,none,6.0,6.0,1
2024,9,401636907,2024-10-26 22:15:00-04:00,Colorado,Cincinnati,False,Bovada,-6.0,57.0,11.387966978160124,58.623074721090745,5.387966978160124,1.6230747210907452,home,none,6.0,6.0,1
2024,9,401643744,2024-10-26 22:30:00-04:00,San Diego State,Washington State,False,Bovada,17.0,56.5,-2.9110576872841065,60.28659173765545,14.088942312715893,3.786591737655449,home,none,5.0,6.0,1
2024,9,401643743,2024-10-26 23:59:00-04:00,Hawai'i,Nevada,False,Bovada,-2.5,42.0,0.06807371625544478,57.20433446387685,2.431926283744555,15.204334463876847,none,over,5.0,7.0,1
