threshold,picks,wins,hit_rate
1.0,396,205,0.5176767676767676
1.5,372,195,0.5241935483870968
2.0,342,178,0.52046783625731
2.5,319,163,0.5109717868338558
3.0,288,152,0.5277777777777778
3.5,257,134,0.5214007782101168
4.0,231,123,0.5324675324675324
4.5,201,108,0.5373134328358209
5.0,187,104,0.5561497326203209
5.5,172,93,0.5406976744186046
6.0,159,87,0.5471698113207547
6.5,144,80,0.5555555555555556
7.0,132,71,0.5378787878787878
