season,week,game_id,game_date,home_team,away_team,neutral_site,sportsbook,home_team_spread_line,total_line,model_spread,model_total,edge_spread,edge_total,bet_spread,bet_total,home_games_played,away_games_played,spread_reason_1,spread_reason_2,spread_reason_3,total_reason_1,total_reason_2,total_reason_3,predicted_spread_std_dev,predicted_total_std_dev,bet_units,pick_win,total_pick_win
2024,12,401644763,2024-11-12 19:00:00-05:00,Buffalo,Ball State,False,DraftKings,-3.5,55.5,0.6683345430585294,60.44016341732466,2.8316654569414705,4.940163417324662,none,none,8.0,8.0,home_adj_def_epa_pp: -2.74,away_adj_def_epa_pp: +2.71,home_adj_def_sr: -2.56,away_adj_def_expl_rate_rush: +2.66,away_off_eckel_rate: -2.16,home_adj_def_expl_rate_overall_10: +2.11,0.9125452858908912,0.8249891607623567,1,,
2024,12,401644764,2024-11-12 19:00:00-05:00,Bowling Green,Western Michigan,False,DraftKings,-9.5,57.5,7.0556138084052975,59.41907198409842,2.4443861915947025,1.919071984098423,none,none,8.0,8.0,away_adj_def_epa_pp: +2.68,away_adj_def_sr: +2.28,away_adj_off_epa_pp: -1.46,away_adj_off_ypp: +2.12,away_adj_def_expl_rate_rush: +1.74,away_adj_def_sr: +1.04,3.321746105979572,0.0580068597810132,1,,
2024,12,401644765,2024-11-12 19:00:00-05:00,Toledo,Central Michigan,False,DraftKings,-15.0,52.5,3.337362963516009,51.85456359035183,11.662637036483993,0.6454364096481697,away,none,8.0,8.0,home_adj_off_epa_pp: -3.80,away_adj_def_epa_pp: +1.52,away_adj_def_ypp: +1.36,away_adj_def_expl_rate_rush: +3.15,away_off_eckel_rate: -1.99,home_adj_off_sr: -1.45,2.805136328695549,2.016962550411044,1,0.0,
2024,12,401644766,2024-11-13 19:00:00-05:00,Northern Illinois,Akron,False,DraftKings,-14.0,43.5,7.472843256664842,44.91744268567645,6.527156743335158,1.4174426856764484,away,none,8.0,8.0,home_adj_off_epa_pp: -1.95,away_adj_off_epa_pp: +1.92,home_adj_def_epa_pp: +1.40,home_adj_off_expl_rate_overall_20: -2.60,home_adj_off_epa_pp: -2.22,home_adj_def_ypp: +1.78,2.5583209981783046,1.2905128641001262,1,1.0,
2024,12,401644767,2024-11-13 19:00:00-05:00,Ohio,Eastern Michigan,False,DraftKings,-10.5,51.5,2.5204026973535245,55.27345588614327,7.979597302646475,3.773455886143267,away,none,8.0,8.0,away_adj_def_epa_pp: +1.81,home_adj_off_epa_pp: -1.75,away_adj_def_sr: +1.69,away_adj_def_expl_rate_rush: +1.97,home_adj_off_epa_pp: -1.55,away_adj_def_expl_rate_pass: +1.53,0.651897788944725,0.3484051759101056,1,0.0,
2024,12,401644689,2024-11-13 19:00:00-05:00,Miami (OH),Kent State,False,DraftKings,-31.0,47.5,17.263235842845486,49.91970140835108,13.736764157154514,2.419701408351081,away,none,9.0,8.0,away_adj_off_sr: +2.88,away_adj_def_epa_pp: +2.87,away_off_eckel_rate: +2.83,away_adj_def_expl_rate_rush: +4.14,away_adj_off_expl_rate_overall_10: -2.42,away_off_eckel_rate: -2.01,2.2143073626359824,1.4265585745385252,1,1.0,
2024,12,401645365,2024-11-14 19:30:00-05:00,Tulsa,East Carolina,False,DraftKings,16.0,63.5,-2.025795314623778,52.22858241069613,13.974204685376222,11.271417589303866,home,under,8.0,8.0,home_off_eckel_rate: -2.92,home_adj_off_epa_pp: -2.72,away_adj_def_epa_pp: +1.88,away_adj_def_expl_rate_rush: +2.32,away_off_eckel_rate: -2.20,home_off_eckel_rate: -1.64,1.299637803169657,2.258204235370524,1,1.0,0.0
2024,12,401645366,2024-11-15 20:00:00-05:00,UTSA,North Texas,False,DraftKings,-1.0,73.0,1.2281218324351408,51.71247122248649,0.2281218324351408,21.287528777513508,none,under,8.0,8.0,home_adj_off_epa_pp: -2.60,home_adj_def_sr: +2.06,home_adj_off_sr: -1.49,home_adj_off_epa_pp: -2.67,home_adj_off_expl_rate_overall_30: +2.57,home_adj_off_expl_rate_overall_10: -1.98,0.9281237113755934,2.1640737062209823,1,,0.0
2024,12,401643759,2024-11-15 20:00:00-05:00,Colorado State,Wyoming,False,DraftKings,-8.5,47.5,7.301887882329797,48.19526203214011,1.1981121176702034,0.6952620321401071,none,none,8.0,8.0,away_adj_off_epa_pp: +2.53,away_adj_off_sr: +2.35,home_off_eckel_rate: -1.84,away_off_eckel_rate: -3.19,home_stuff_rate: -2.99,away_adj_def_expl_rate_rush: +1.56,1.2749995190819057,0.5763573686719745,1,,
2024,12,401628553,2024-11-15 21:00:00-05:00,Washington,UCLA,False,DraftKings,-4.5,47.0,8.840268025351179,54.76300188323647,4.340268025351179,7.76300188323647,none,over,9.0,9.0,home_adj_off_epa_pp: +2.06,home_off_eckel_rate: +2.04,home_adj_def_epa_pp: +1.64,home_adj_def_expl_rate_rush: -3.47,home_off_finish_pts_per_opp: -1.42,home_adj_def_epa_pp: -1.36,1.293047198095604,3.535755516783258,1,,1.0
