week,team,rating
1,Michigan,-1.4108586449607503
1,Michigan State,-1.4115151297517134
1,Middle Tennessee,-1.4057255297028182
1,Minnesota,-1.411528410713365
1,Mississippi State,-1.4121324784110731
1,Missouri,-1.4165776848668152
1,NC State,-1.4230546713221888
1,Navy,-1.4124212363821336
1,Nebraska,-1.412107772957474
1,Nevada,-1.4088040967059305
1,New Mexico,-1.414116334683175
1,New Mexico State,-1.4064186597415738
1,North Carolina,-1.4002147855132878
1,North Texas,-1.3964390291928157
1,Northern Illinois,-1.3964555284413565
1,Northwestern,-1.407068540774713
1,Notre Dame,-1.413506093132834
1,Ohio,-1.4190349280559256
1,Ohio State,-1.4222335391398624
1,Oklahoma,-1.42441142985689
1,Oklahoma State,-1.4489521149056726
1,Old Dominion,-1.4671311573557047
1,Ole Miss,-1.4851777728809978
1,Oregon,-1.4916051916948347
1,Oregon State,-1.5065475499233802
1,Penn State,-1.520974254423396
1,Pittsburgh,-1.5511808499081432
1,Purdue,-1.5870995498380105
1,Rice,-1.6195969129721624
1,Rutgers,-1.6566895421413348
1,SMU,-1.6821934436930155
1,Sam Houston,-1.6989558608925612
1,San Diego State,-1.730174530399966
1,San José State,-1.7695715133840708
1,South Alabama,-1.80134894372151
1,South Carolina,-1.828742376896499
1,South Florida,-1.8507643575935442
1,Southern Miss,-1.8765947301640882
1,Stanford,-1.9096158178119103
1,Syracuse,-1.9260524890217965
1,TCU,-1.9462954198831364
1,Temple,-1.9814345389296615
1,Tennessee,-1.9985229662506843
1,Texas,-2.0046347737908055
1,Texas A&M,-2.0230976443853033
1,Texas State,-2.037309852021777
1,Texas Tech,-2.06609740429336
1,Toledo,-2.095046189290401
1,Troy,-2.1191161312144082
1,Tulane,-2.1395767307066307
1,Tulsa,-2.168960184689787
1,UAB,-2.201891955665914
1,UCF,-2.2274034952414774
1,UCLA,-2.2504506439541956
1,UConn,-2.2753098558445433
1,UL Monroe,-2.293022494231119
1,UNLV,-2.318611079081635
1,USC,-2.3462969371206204
1,UTEP,-2.3691811620140135
1,UTSA,-2.392185800482125
1,Utah,-2.420628682196493
1,Utah State,-2.434004945079534
1,Vanderbilt,-2.4520160032425524
1,Virginia,-2.47806543125894
1,Virginia Tech,-2.4843657846700493
1,Wake Forest,-2.4999830461200907
1,Washington,-2.5230038430241546
1,Washington State,-2.5458343421393335
1,West Virginia,-2.5623192215572397
1,Western Kentucky,-2.578527849961412
1,Western Michigan,-2.597891851007623
1,Wisconsin,-2.596645025634289
1,Wyoming,-2.604055973270541
2,Air Force,-3.7877803695397443
2,Akron,-3.792066220182614
2,Alabama,-3.783844539845636
2,App State,-3.774748972189725
2,Arizona,-3.7682565939592423
2,Arizona State,-3.7463481638020455
2,Arkansas,-3.7450989163718136
2,Arkansas State,-3.7397187380803567
2,Army,-3.7277851792673187
2,Auburn,-3.710600254165109
2,BYU,-3.7022496904958175
2,Ball State,-3.6961294556848205
2,Baylor,-3.689701489285167
2,Boise State,-3.6764769345658594
2,Boston College,-3.6821877864961556
2,Bowling Green,-3.667228664751949
2,Buffalo,-3.6701430853543306
2,California,-3.644721660676653
2,Central Michigan,-3.6372798199418255
2,Charlotte,-3.614165709174069
2,Cincinnati,-3.5960541641724584
2,Clemson,-3.577994930267066
2,Coastal Carolina,-3.564396339844868
2,Colorado,-3.548572901697192
2,Colorado State,-3.5506230827563097
2,Duke,-3.5367274484503795
2,East Carolina,-3.51883601751382
2,Eastern Michigan,-3.5088456114725455
2,Florida,-3.492539805656084
2,Florida Atlantic,-3.4938201440609538
2,Florida International,-3.483170026931843
2,Florida State,-3.4607642974892783
2,Fresno State,-3.444563994768141
2,Georgia,-3.4281384442067377
2,Georgia Southern,-3.4153370902220344
2,Georgia State,-3.3990030861604454
2,Georgia Tech,-3.385448199132513
2,Hawai'i,-3.3774054443138564
2,Houston,-3.3699066186033853
2,Illinois,-3.357284490834763
2,Indiana,-3.3463955050574885
2,Iowa,-3.3391083416520844
2,Iowa State,-3.3363846594280533
2,Jacksonville State,-3.3292657064891653
2,James Madison,-3.322024558784066
2,Kansas,-3.316909601272515
2,Kansas State,-3.3117238716443227
2,Kennesaw State,-3.30132572427745
2,Kent State,-3.282900469459756
2,Kentucky,-3.2705039236763795
2,LSU,-3.240297732848004
2,Liberty,-3.202449123168419
2,Louisiana,-3.184172579169803
2,Louisiana Tech,-3.164562245822722
2,Louisville,-3.149377909050735
2,Marshall,-3.1516493459135333
2,Maryland,-3.1451856113808874
2,Massachusetts,-3.130771634431282
2,Memphis,-3.105771620724733
2,Miami,-3.08223341973211
2,Miami (OH),-3.061884062794906
2,Michigan,-3.045518974576401
2,Michigan State,-3.03104633047502
2,Middle Tennessee,-3.016275702733668
2,Minnesota,-2.9870301524953287
2,Mississippi State,-2.960029004131208
2,Missouri,-2.9426128539821907
2,NC State,-2.921837622877508
2,Navy,-2.8996261916921
2,Nebraska,-2.873781632498833
2,Nevada,-2.8610271623282615
2,New Mexico,-2.850295292886133
2,New Mexico State,-2.8268304689086974
2,North Carolina,-2.7959100015685037
2,North Texas,-2.7713280536399263
2,Northern Illinois,-2.7465369353506404
2,Northwestern,-2.731247744981909
2,Notre Dame,-2.7114709607801535
2,Ohio,-2.680598215666558
2,Ohio State,-2.6717419440609884
2,Oklahoma,-2.6683544161422366
2,Oklahoma State,-2.6466626954042454
2,Old Dominion,-2.634615146149771
2,Ole Miss,-2.622674645879722
2,Oregon,-2.623804848536426
2,Oregon State,-2.6134251182696673
2,Penn State,-2.617776019215951
2,Pittsburgh,-2.6098321102058435
2,Purdue,-2.60980500474294
2,Rice,-2.614139500081424
2,Rutgers,-2.62099897427546
2,SMU,-2.6299174846929403
2,Sam Houston,-2.6353122037742933
2,San Diego State,-2.6502409020115443
2,San José State,-2.637263804041153
2,South Alabama,-2.627619570862287
2,South Carolina,-2.6251628207957847
2,South Florida,-2.611896679279877
2,Southern Miss,-2.606698823686186
2,Stanford,-2.599895727755159
2,Syracuse,-2.5943063886851023
2,TCU,-2.5841483462164265
2,Temple,-2.5759567467317144
2,Tennessee,-2.564176342754406
2,Texas,-2.5525786764527707
2,Texas A&M,-2.5467534732470924
2,Texas State,-2.549181579863257
2,Texas Tech,-2.560698703085375
2,Toledo,-2.567626078109589
2,Troy,-2.5712589908606684
2,Tulane,-2.5818711340883094
2,Tulsa,-2.5918726516876935
2,UAB,-2.5855164211527293
2,UCF,-2.567924936318753
2,UCLA,-2.5688690587877834
2,UConn,-2.572188975962925
2,UL Monroe,-2.567308623995903
2,UNLV,-2.570474385965397
2,USC,-2.572268023049223
2,UTEP,-2.576896000878144
2,UTSA,-2.593582245273395
2,Utah,-2.600303849910643
2,Utah State,-2.612915632081122
2,Vanderbilt,-2.615182598523297
2,Virginia,-2.6215562416587534
2,Virginia Tech,-2.6187781831607695
2,Wake Forest,-2.61784159991572
2,Washington,-2.618479406266329
2,Washington State,-2.6349941850705245
2,West Virginia,-2.6437482291742795
2,Western Kentucky,-2.6446686182049945
2,Western Michigan,-2.6604708826273926
2,Wisconsin,-2.6682494094076543
2,Wyoming,-2.657803567655243
3,Air Force,1.536708992609001
3,Akron,1.5485455173541753
3,Alabama,1.5494970753612067
3,App State,1.5422010685511005
3,Arizona,1.5386454964391025
3,Arizona State,1.537843245920478
3,Arkansas,1.5295445114596882
3,Arkansas State,1.5225870487087771
3,Army,1.5165112458439909
3,Auburn,1.5211474006560564
3,BYU,1.5126682130396507
3,Ball State,1.5029405728714147
3,Baylor,1.5013955254562912
3,Boise State,1.4954701368823566
3,Boston College,1.4782349451414147
3,Bowling Green,1.4676994935751058
3,Buffalo,1.4658311745334975
3,California,1.4467943426326448
3,Central Michigan,1.4291194384554968
3,Charlotte,1.4126555501217004
3,Cincinnati,1.3955920197480787
3,Clemson,1.3837957765678908
3,Coastal Carolina,1.3745688649203875
3,Colorado,1.3569398429778694
3,Colorado State,1.341755367186665
3,Duke,1.3299272168119105
3,East Carolina,1.3205977266973692
3,Eastern Michigan,1.3044677272272334
3,Florida,1.2906711073014585
3,Florida Atlantic,1.2902626197810043
3,Florida International,1.2801912095593482
3,Florida State,1.268424337121903
3,Fresno State,1.26582938443774
3,Georgia,1.245288409275007
3,Georgia Southern,1.2254859215109668
3,Georgia State,1.2084935468008855
3,Georgia Tech,1.1920950931701773
3,Hawai'i,1.1750601374058696
3,Houston,1.1655083054113928
3,Illinois,1.1318469754664553
3,Indiana,1.11302977435048
3,Iowa,1.0852329284074538
3,Iowa State,1.051309194071019
3,Jacksonville State,1.0244720339523659
3,James Madison,1.0075296485964218
3,Kansas,0.9770142367555914
3,Kansas State,0.9496145703001895
3,Kennesaw State,0.9234128187882166
3,Kent State,0.9070810436960326
3,Kentucky,0.8869041844985507
3,LSU,0.8646310946805681
3,Liberty,0.8349079799647355
3,Louisiana,0.7977446580920764
3,Louisiana Tech,0.7756738914203264
3,Louisville,0.756374563363358
3,Marshall,0.7332001907631356
3,Maryland,0.7118623129043099
3,Massachusetts,0.6908867231240982
3,Memphis,0.674059543093654
3,Miami,0.6533438516923221
3,Miami (OH),0.6258424895662741
3,Michigan,0.5992134912054964
3,Michigan State,0.5721632936329768
3,Middle Tennessee,0.5460291330185821
3,Minnesota,0.5245783753054608
3,Mississippi State,0.5010274897340163
3,Missouri,0.47562298714508644
3,NC State,0.4494870203024373
3,Navy,0.41815922408634154
3,Nebraska,0.3981861134200783
3,Nevada,0.3856536747279742
3,New Mexico,0.3658919513646235
3,New Mexico State,0.3387639987745315
3,North Carolina,0.33726314044373995
3,North Texas,0.32751231021122823
3,Northern Illinois,0.3310548235864151
3,Northwestern,0.3267882893911017
3,Notre Dame,0.3301157229696603
3,Ohio,0.32925622874581195
3,Ohio State,0.30964351274219587
3,Oklahoma,0.289838738881401
3,Oklahoma State,0.28344265627351717
3,Old Dominion,0.26971625293149204
3,Ole Miss,0.2557885811081443
3,Oregon,0.23999461580804188
3,Oregon State,0.21178801150419493
3,Penn State,0.18766733775071656
3,Pittsburgh,0.16208721084493402
3,Purdue,0.14649464578257745
3,Rice,0.1279382698422903
3,Rutgers,0.12420375451850783
3,SMU,0.12014513816337281
3,Sam Houston,0.12917749223958308
3,San Diego State,0.12713621004753523
3,San José State,0.12821535442190743
3,South Alabama,0.13377068632980094
3,South Carolina,0.1248431453260625
3,South Florida,0.12479517766162257
3,Southern Miss,0.10648370600141695
3,Stanford,0.10207653102138674
3,Syracuse,0.08682604507233706
3,TCU,0.07315553569088094
3,Temple,0.06563441318347871
3,Tennessee,0.0640758501613012
3,Texas,0.04906663033126014
3,Texas A&M,0.024231384056837914
3,Texas State,-0.006799353632629471
3,Texas Tech,-0.04483013478479025
3,Toledo,-0.07865754313720574
3,Troy,-0.11390134267196353
3,Tulane,-0.13912368574245354
3,Tulsa,-0.16747616175281824
3,UAB,-0.18613370618154737
3,UCF,-0.2028423781609778
3,UCLA,-0.2342094871012219
3,UConn,-0.2443041637887743
3,UL Monroe,-0.25392168316750163
3,UNLV,-0.2867959439455554
3,USC,-0.3066179957191139
3,UTEP,-0.3229658113547124
3,UTSA,-0.33790230183974795
3,Utah,-0.34390573483119674
3,Utah State,-0.36247792708676785
3,Vanderbilt,-0.36553502158023404
3,Virginia,-0.37964057466503065
3,Virginia Tech,-0.3886818078017443
3,Wake Forest,-0.41042368901006004
3,Washington,-0.4083437832716141
3,Washington State,-0.4052740085051131
3,West Virginia,-0.4062960735779266
3,Western Kentucky,-0.40610126088482273
3,Western Michigan,-0.41452077592119624
3,Wisconsin,-0.4334036835095169
3,Wyoming,-0.4221550678985815
4,Air Force,5.975878150534171
4,Akron,5.972157683754615
4,Alabama,5.9832770035721055
4,App State,5.998358696024675
4,Arizona,6.0137523318313475
4,Arizona State,6.031818622593363
4,Arkansas,6.047928904154462
4,Arkansas State,6.056742520146408
4,Army,6.076065314979442
4,Auburn,6.096307699105442
4,BYU,6.120156255600026
4,Ball State,6.125057267603479
4,Baylor,6.147195870341972
4,Boise State,6.1548293865388946
4,Boston College,6.161389443178335
4,Bowling Green,6.175905583542775
4,Buffalo,6.187817668822078
4,California,6.206988312973454
4,Central Michigan,6.216359831426908
4,Charlotte,6.237443011252086
4,Cincinnati,6.243590529168363
4,Clemson,6.2552135217221965
4,Coastal Carolina,6.267597351519461
4,Colorado,6.2767526736593995
4,Colorado State,6.28079081242128
4,Duke,6.292302235420388
4,East Carolina,6.302039786533536
4,Eastern Michigan,6.3086631887978
4,Florida,6.318220310162202
4,Florida Atlantic,6.3290013802582115
4,Florida International,6.333846317679688
4,Florida State,6.32960094527797
4,Fresno State,6.326427637682427
4,Georgia,6.329376658051253
4,Georgia Southern,6.33756506222532
4,Georgia State,6.357788897295526
4,Georgia Tech,6.3647098086925515
4,Hawai'i,6.3734684408803375
4,Houston,6.389178526037369
4,Illinois,6.3960898576725125
4,Indiana,6.417221416565598
4,Iowa,6.434847844368904
4,Iowa State,6.42973283063446
4,Jacksonville State,6.439409792829632
4,James Madison,6.427858695238359
4,Kansas,6.417681374446514
4,Kansas State,6.394770454915762
4,Kennesaw State,6.395768640259234
4,Kent State,6.377919975564784
4,Kentucky,6.370455479609848
4,LSU,6.36061586029542
4,Liberty,6.354180742120442
4,Louisiana,6.337989978462998
4,Louisiana Tech,6.3186481424819165
4,Louisville,6.316019832504824
4,Marshall,6.299538447060022
4,Maryland,6.299116740890477
4,Massachusetts,6.294784824093456
4,Memphis,6.289796202209469
4,Miami,6.292000005551674
4,Miami (OH),6.294857380581343
4,Michigan,6.298267239960433
4,Michigan State,6.292266224306955
4,Middle Tennessee,6.295851579550115
4,Minnesota,6.301230007655206
4,Mississippi State,6.315982137954317
4,Missouri,6.332944826136979
4,NC State,6.351919017671159
4,Navy,6.368963730530985
4,Nebraska,6.38785179827473
4,Nevada,6.400988669508238
4,New Mexico,6.423378787244316
4,New Mexico State,6.443063099247192
4,North Carolina,6.472299234561941
4,North Texas,6.514892092846405
4,Northern Illinois,6.5274079567080605
4,Northwestern,6.548094622916904
4,Notre Dame,6.582461837043311
4,Ohio,6.609812090984145
4,Ohio State,6.64295179058084
4,Oklahoma,6.667845481761161
4,Oklahoma State,6.6989111614615275
4,Old Dominion,6.726408953661934
4,Ole Miss,6.766000386950456
4,Oregon,6.785819827211563
4,Oregon State,6.807189104343499
4,Penn State,6.824829666918252
4,Pittsburgh,6.829358946994807
4,Purdue,6.835745792204194
4,Rice,6.846784507095127
4,Rutgers,6.858010886395187
4,SMU,6.871185921323997
4,Sam Houston,6.893099497135143
4,San Diego State,6.914563165865222
4,San José State,6.917298915403399
4,South Alabama,6.916988151912559
4,South Carolina,6.908840130377634
4,South Florida,6.888332444680735
4,Southern Miss,6.891747865646724
4,Stanford,6.908326095159151
4,Syracuse,6.900624277360096
4,TCU,6.896750291216819
4,Temple,6.916002324362948
4,Tennessee,6.9251274041137725
4,Texas,6.929744236936926
4,Texas A&M,6.9273148878820106
4,Texas State,6.928660173097888
4,Texas Tech,6.9278326640804035
4,Toledo,6.928460097865303
4,Troy,6.932190780981075
4,Tulane,6.925954181888065
4,Tulsa,6.9265929423117845
4,UAB,6.922240919800439
4,UCF,6.900219830344927
4,UCLA,6.893619872091964
4,UConn,6.8868764285913375
4,UL Monroe,6.878824618440287
4,UNLV,6.870538966744377
4,USC,6.866115320711502
4,UTEP,6.860281300116439
4,UTSA,6.851249886194023
4,Utah,6.849700613509696
4,Utah State,6.856684602665525
4,Vanderbilt,6.858513809207645
4,Virginia,6.847694957485832
4,Virginia Tech,6.838210642557251
4,Wake Forest,6.8347565162556005
4,Washington,6.837909281142987
4,Washington State,6.838632668270709
4,West Virginia,6.834522548883549
4,Western Kentucky,6.819229059905895
4,Western Michigan,6.814587456369552
4,Wisconsin,6.806360062486985
4,Wyoming,6.806792475444743
5,Air Force,1.4748721740113728
5,Akron,1.4599884539521255
5,Alabama,1.4661264998021983
5,App State,1.4680140357665663
5,Arizona,1.4768536385908844
5,Arizona State,1.476227433700448
5,Arkansas,1.4840452429148916
5,Arkansas State,1.4851530268955992
5,Army,1.4941319589347446
5,Auburn,1.4924925241743188
5,BYU,1.4864839294474241
5,Ball State,1.4768726308710909
5,Baylor,1.4774148277151342
5,Boise State,1.4831683386984122
5,Boston College,1.5012465129492165
5,Bowling Green,1.5106883345307434
5,Buffalo,1.5249132160194405
5,California,1.5478256467148943
5,Central Michigan,1.5606090700395339
5,Charlotte,1.5765890842694803
5,Cincinnati,1.5947363695068801
5,Clemson,1.6070727069479782
5,Coastal Carolina,1.6128965771589887
5,Colorado,1.6281559515011403
5,Colorado State,1.6364583906636587
5,Duke,1.6406143475586203
5,East Carolina,1.638312431314529
5,Eastern Michigan,1.646180651818315
5,Florida,1.6371703579412207
5,Florida Atlantic,1.6393945255303568
5,Florida International,1.6274455923092
5,Florida State,1.6203255754909578
5,Fresno State,1.6237056731608384
5,Georgia,1.622777766664707
5,Georgia Southern,1.629948597686135
5,Georgia State,1.6332025607974483
5,Georgia Tech,1.6514054434961631
5,Hawai'i,1.6551258898965038
5,Houston,1.6554729480985877
5,Illinois,1.661315601278735
5,Indiana,1.6788061426600596
5,Iowa,1.6921729423831813
5,Iowa State,1.7018541545363604
5,Jacksonville State,1.706143806022714
5,James Madison,1.7109442140066575
5,Kansas,1.7228562847809978
5,Kansas State,1.7288050384822704
5,Kennesaw State,1.729356256921097
5,Kent State,1.7217430597759968
5,Kentucky,1.7316843653703982
5,LSU,1.7351494498376276
5,Liberty,1.7229644533203423
5,Louisiana,1.7116947536103355
5,Louisiana Tech,1.6981467586004564
5,Louisville,1.6931652946134519
5,Marshall,1.703134955803826
5,Maryland,1.6912938183276198
5,Massachusetts,1.684012415592631
5,Memphis,1.6918747031064452
5,Miami,1.687235625955051
5,Miami (OH),1.689541125535673
5,Michigan,1.6803519207452196
5,Michigan State,1.6738367293950291
5,Middle Tennessee,1.6861327949778562
5,Minnesota,1.6948220389183712
5,Mississippi State,1.6869940666655767
5,Missouri,1.6940986967005325
5,NC State,1.6980798264556953
5,Navy,1.7101820593567798
5,Nebraska,1.6950442719606853
5,Nevada,1.7018524166190112
5,New Mexico,1.7073277274931158
5,New Mexico State,1.7039321283803686
5,North Carolina,1.7086903997988145
5,North Texas,1.7105913975250389
5,Northern Illinois,1.6963821928612963
5,Northwestern,1.6813837239964715
5,Notre Dame,1.6759736840311747
5,Ohio,1.6628708444624163
5,Ohio State,1.65244522803343
5,Oklahoma,1.6375344548161694
5,Oklahoma State,1.6242197349851728
5,Old Dominion,1.6148272681447502
5,Ole Miss,1.5970967736198571
5,Oregon,1.5805592548334548
5,Oregon State,1.5644127859342523
5,Penn State,1.5395319181642106
5,Pittsburgh,1.5152348095252133
5,Purdue,1.4979932004997352
5,Rice,1.49401447201708
5,Rutgers,1.4759545425248477
5,SMU,1.4515534148092273
5,Sam Houston,1.4307922379290872
5,San Diego State,1.4172478161000355
5,San José State,1.39521044671699
5,South Alabama,1.374037009401491
5,South Carolina,1.360992505638818
5,South Florida,1.338120948263611
5,Southern Miss,1.3238899261297667
5,Stanford,1.3097058492426545
5,Syracuse,1.3013705977688639
5,TCU,1.2950652508264529
5,Temple,1.2800021654602955
5,Tennessee,1.2705755840550506
5,Texas,1.2682613215691347
5,Texas A&M,1.2633953267926665
5,Texas State,1.2608315438559778
5,Texas Tech,1.265590791929093
5,Toledo,1.2626881803887124
5,Troy,1.2450288672125398
5,Tulane,1.2378934816941498
5,Tulsa,1.2221612017964052
5,UAB,1.2184057500793752
5,UCF,1.2210634406108638
5,UCLA,1.2098216976764244
5,UConn,1.2251346873289222
5,UL Monroe,1.2347801374269398
5,UNLV,1.2392070776441977
5,USC,1.2283022506930195
5,UTEP,1.2106565287433015
5,UTSA,1.199748479090816
5,Utah,1.1946920746508745
5,Utah State,1.1964216341143186
5,Vanderbilt,1.1810119633952314
5,Virginia,1.180499797393944
5,Virginia Tech,1.171077134207673
5,Wake Forest,1.16459710325883
5,Washington,1.1581459798555258
5,Washington State,1.165174130438867
5,West Virginia,1.1725857527572923
5,Western Kentucky,1.1582649391620146
5,Western Michigan,1.1610593559275362
5,Wisconsin,1.1635376834789888
5,Wyoming,1.1653783575167238
6,Air Force,-0.006597181246389015
6,Akron,0.003836892451500243
6,Alabama,0.014422870466319116
6,App State,0.020802867048308273
6,Arizona,0.034728314946786104
6,Arizona State,0.044466494664698125
6,Arkansas,0.06491893440918742
6,Arkansas State,0.07324147853256867
6,Army,0.08862633955691682
6,Auburn,0.08035320843044816
6,BYU,0.08913157633176788
6,Ball State,0.08543833501857297
6,Baylor,0.09377549133816816
6,Boise State,0.10217316818614025
6,Boston College,0.11042025409329782
6,Bowling Green,0.11537933388524121
6,Buffalo,0.11993233756167662
6,California,0.11834457318454025
6,Central Michigan,0.12608423865836382
6,Charlotte,0.13887585514659387
6,Cincinnati,0.12528576224383645
6,Clemson,0.12780482657361766
6,Coastal Carolina,0.13111543291320227
6,Colorado,0.12071723859222386
6,Colorado State,0.12322061185430715
6,Duke,0.12243056906958115
6,East Carolina,0.11441628042653258
6,Eastern Michigan,0.10404807087378785
6,Florida,0.10940480791931824
6,Florida Atlantic,0.11427974261164477
6,Florida International,0.11933522570055163
6,Florida State,0.12284369313802321
6,Fresno State,0.12713436593024927
6,Georgia,0.13737941870116768
6,Georgia Southern,0.1301699151709492
6,Georgia State,0.13066868440237808
6,Georgia Tech,0.1281536420137472
6,Hawai'i,0.12849193855150612
6,Houston,0.11652413307355022
6,Illinois,0.11421527254498842
6,Indiana,0.11315563680364937
6,Iowa,0.09851797568907468
6,Iowa State,0.10022974381699762
6,Jacksonville State,0.09392843443022177
6,James Madison,0.07460906918995724
6,Kansas,0.07071644466775479
6,Kansas State,0.060209621313205244
6,Kennesaw State,0.045442483416204216
6,Kent State,0.04260779986923534
6,Kentucky,0.039362083767115724
6,LSU,0.04558506811581226
6,Liberty,0.04426392960327102
6,Louisiana,0.03701426747781598
6,Louisiana Tech,0.029719176677029776
6,Louisville,0.02046604503866424
6,Marshall,0.011826896220185084
6,Maryland,0.012316762986880647
6,Massachusetts,-0.004418597436878597
6,Memphis,-0.020990385207312817
6,Miami,-0.026364909559149517
6,Miami (OH),-0.04013410584166779
6,Michigan,-0.051173790314756815
6,Michigan State,-0.06094538069898199
6,Middle Tennessee,-0.058349231781826154
6,Minnesota,-0.06459877109626198
6,Mississippi State,-0.06255812210037869
6,Missouri,-0.06381466710355582
6,NC State,-0.06038418999274035
6,Navy,-0.05810217238310997
6,Nebraska,-0.055066483798437815
6,Nevada,-0.053380377595241946
6,New Mexico,-0.0657306526381755
6,New Mexico State,-0.0706905230995619
6,North Carolina,-0.07290163754644514
6,North Texas,-0.07813997958799479
6,Northern Illinois,-0.0827573513761943
6,Northwestern,-0.0780072258628917
6,Notre Dame,-0.06671615094977555
6,Ohio,-0.05140938294485052
6,Ohio State,-0.05024354569814453
6,Oklahoma,-0.05800479883659436
6,Oklahoma State,-0.061064554566295004
6,Old Dominion,-0.058305689614569445
6,Ole Miss,-0.047731796219946054
6,Oregon,-0.04262616009069366
6,Oregon State,-0.050773622072270944
6,Penn State,-0.05670036329132293
6,Pittsburgh,-0.07118298347547075
6,Purdue,-0.08347494419477312
6,Rice,-0.08935629545500508
6,Rutgers,-0.08830669868047579
6,SMU,-0.08982542181285089
6,Sam Houston,-0.09997030217242969
6,San Diego State,-0.10327572431386578
6,San José State,-0.11186895273966874
6,South Alabama,-0.11305077696616389
6,South Carolina,-0.12939296314739226
6,South Florida,-0.13394700888670336
6,Southern Miss,-0.1413363513205512
6,Stanford,-0.151548407286709
6,Syracuse,-0.14049586716537737
6,TCU,-0.1281126252325527
6,Temple,-0.11063379137441853
6,Tennessee,-0.09899115907040863
6,Texas,-0.09625917014938135
6,Texas A&M,-0.08846346135907575
6,Texas State,-0.08783370880835284
6,Texas Tech,-0.08269721804767954
6,Toledo,-0.08749633239846498
6,Troy,-0.0940280857660411
6,Tulane,-0.09720126583723208
6,Tulsa,-0.10839438080324881
6,UAB,-0.11345261046423641
6,UCF,-0.10463506087945147
6,UCLA,-0.09723741056535522
6,UConn,-0.09313100059137061
6,UL Monroe,-0.07913875750871896
6,UNLV,-0.06449394927837789
6,USC,-0.04694325338641663
6,UTEP,-0.032967211414033776
6,UTSA,-0.015451373787678049
6,Utah,-0.0008933389533221847
6,Utah State,0.01573748764932929
6,Vanderbilt,0.040637795095920276
6,Virginia,0.059170255753542275
6,Virginia Tech,0.08430116798226725
6,Wake Forest,0.10297849182497777
6,Washington,0.11464635317870782
6,Washington State,0.12316925245255096
6,West Virginia,0.14080993708595893
6,Western Kentucky,0.1450171446679272
6,Western Michigan,0.16362856770314155
6,Wisconsin,0.16902021617466226
6,Wyoming,0.17137560835285823
7,Air Force,0.27150326562911214
7,Akron,0.27231541378795027
7,Alabama,0.26362078673574096
7,App State,0.2730621463300045
7,Arizona,0.26763230859127085
7,Arizona State,0.28264611982674487
7,Arkansas,0.2999510452227847
7,Arkansas State,0.30324913087718985
7,Army,0.3090282052250364
7,Auburn,0.3142080251319772
7,BYU,0.3216508976277519
7,Ball State,0.328301763322256
7,Baylor,0.32376135892083585
7,Boise State,0.31848969560752766
7,Boston College,0.32339527599918055
7,Bowling Green,0.32583958755712883
7,Buffalo,0.31589740659463106
7,California,0.31174836305491455
7,Central Michigan,0.31350111702547384
7,Charlotte,0.3081048329872713
7,Cincinnati,0.3002990352137922
7,Clemson,0.2978633823895139
7,Coastal Carolina,0.2842916836444714
7,Colorado,0.26741559243085417
7,Colorado State,0.26485171019397813
7,Duke,0.26186715170055436
7,East Carolina,0.25816488342816346
7,Eastern Michigan,0.26279181126830264
