week,team,rating
1,Air Force,-0.9730984393523859
1,Akron,-0.9798674210370295
1,Alabama,-0.9815200295942424
1,App State,-0.9891285259938416
1,Arizona,-0.9932132389891787
1,Arizona State,-1.0042665922900231
1,Arkansas,-1.0125317063533579
1,Arkansas State,-1.0178749676789773
1,Army,-1.0239214734291182
1,Auburn,-1.028413630316432
1,BYU,-1.0313726234363567
1,Ball State,-1.0446035301300518
1,Baylor,-1.0533644951165269
1,Boise State,-1.0528399363981782
1,Boston College,-1.0620196261779913
1,Bowling Green,-1.0663360749010784
1,Buffalo,-1.0722686252586036
1,California,-1.0740917482786203
1,Central Michigan,-1.0809179080085132
1,Charlotte,-1.0683552650930104
1,Cincinnati,-1.0708917700712548
1,Clemson,-1.0683885895644796
1,Coastal Carolina,-1.0580172809008659
1,Colorado,-1.0525413543894546
1,Colorado State,-1.0432397452530162
1,Duke,-1.0407712387972063
1,East Carolina,-1.0350840733497637
1,Eastern Michigan,-1.0315580040772452
1,Florida,-1.02792309203347
1,Florida Atlantic,-1.0204117884085295
1,Florida International,-1.0200639423353315
1,Florida State,-1.018735835766132
1,Fresno State,-1.014268907903281
1,Georgia,-1.0094107680125322
1,Georgia Southern,-1.0134761589742616
1,Georgia State,-1.0124586416491528
1,Georgia Tech,-1.0080819100067628
1,Hawai'i,-1.0000074264599623
1,Houston,-0.9820171591933721
1,Illinois,-0.9741613427764431
1,Indiana,-0.9640934165726001
1,Iowa,-0.9514646275271844
1,Iowa State,-0.9434958717103409
1,James Madison,-0.9332153453877
1,Kansas,-0.923031881780204
1,Kansas State,-0.9184233715367769
1,Kent State,-0.913402884764204
1,Kentucky,-0.9022413891640513
1,LSU,-0.8981857577599867
1,Liberty,-0.8979173810242357
1,Louisiana,-0.8956882320099402
1,Louisiana Tech,-0.8969747056191582
1,Louisville,-0.8802907990303007
1,Marshall,-0.8750771135565651
1,Maryland,-0.8672600896342965
1,Massachusetts,-0.8573915611681825
1,Memphis,-0.8527803680770419
1,Miami,-0.8377664557540313
1,Miami (OH),-0.8209811187301221
1,Michigan,-0.8051543641337711
1,Michigan State,-0.7906818665422216
1,Middle Tennessee,-0.7845718937582298
1,Minnesota,-0.7648626911278481
1,Mississippi State,-0.7557003420355398
1,Missouri,-0.7477484425876764
1,NC State,-0.7549943795179783
1,Navy,-0.7495012564707975
1,Nebraska,-0.7410636467952932
1,Nevada,-0.7366449541205441
1,New Mexico,-0.7348991164929711
1,New Mexico State,-0.7386448024883029
1,North Carolina,-0.739269862423454
1,North Texas,-0.7325358377326592
1,Northern Illinois,-0.72834999829565
1,Northwestern,-0.716786684415743
1,Notre Dame,-0.7108249362579504
1,Ohio,-0.7036559412192347
1,Ohio State,-0.6932408163573752
1,Oklahoma,-0.6946681285139105
1,Oklahoma State,-0.6877651261577262
1,Old Dominion,-0.6840576876438793
1,Ole Miss,-0.6859348471045318
1,Oregon,-0.6856407116002774
1,Oregon State,-0.6740363518718199
1,Penn State,-0.6684336453988217
1,Pittsburgh,-0.6713734553838103
1,Purdue,-0.6684708765615908
1,Rice,-0.6594345251467172
1,Rutgers,-0.6501292550620347
1,SMU,-0.6413966293986545
1,San Diego State,-0.6414626610391767
1,San José State,-0.6265450516006709
1,South Alabama,-0.6224063214204076
1,South Carolina,-0.6227406159208343
1,South Florida,-0.6212562323856551
1,Southern Miss,-0.6154697133755596
1,Stanford,-0.608042333445774
1,Syracuse,-0.6116058762401216
1,TCU,-0.6017761554337504
1,Temple,-0.6075206796195202
1,Tennessee,-0.6017679904306139
1,Texas,-0.5972479767386608
1,Texas A&M,-0.603580173591169
1,Texas State,-0.6057196293556577
1,Texas Tech,-0.6000068546634358
1,Toledo,-0.5993710642044756
1,Troy,-0.6037662295919661
1,Tulane,-0.5984387721628645
1,Tulsa,-0.6089100874977508
1,UAB,-0.6137719926554313
1,UCF,-0.6167662299136573
1,UCLA,-0.6207958965241842
1,UConn,-0.6271184734254518
1,UL Monroe,-0.6280062615549968
1,UNLV,-0.6270126181007842
1,USC,-0.6235520527382862
1,UTEP,-0.6233651260797639
1,UTSA,-0.6230314590589631
1,Utah,-0.6185933898541156
1,Utah State,-0.618121898068517
1,Vanderbilt,-0.6164050374779974
1,Virginia,-0.6189079488280564
1,Virginia Tech,-0.6247207638927671
1,Wake Forest,-0.6227378579288734
1,Washington,-0.6228918479078877
1,Washington State,-0.6249371801916217
1,West Virginia,-0.6259330594770012
1,Western Kentucky,-0.621361458182283
1,Western Michigan,-0.6305521958157438
1,Wisconsin,-0.6426317284209826
1,Wyoming,-0.6572567352054288
2,Air Force,0.10912645275999697
2,Akron,0.10723878795758816
2,Alabama,0.110393001666742
2,App State,0.11512217387463533
2,Arizona,0.11243534622878
2,Arizona State,0.11691100678326441
2,Arkansas,0.12511507765391341
2,Arkansas State,0.12535501533840848
2,Army,0.13488539074076533
2,Auburn,0.14463591556424837
2,BYU,0.14783561656057498
2,Ball State,0.14894147958043866
2,Baylor,0.15815247245172043
2,Boise State,0.16863687003672256
2,Boston College,0.17676081319157774
2,Bowling Green,0.18256210877538337
2,Buffalo,0.18717244967396207
2,California,0.1939007382153877
2,Central Michigan,0.19223390260362685
2,Charlotte,0.197293759093274
2,Cincinnati,0.21769066146834903
2,Clemson,0.22854442982088455
2,Coastal Carolina,0.23748642231577208
2,Colorado,0.24493045507268904
2,Colorado State,0.26095573533771665
2,Duke,0.2770614580624887
2,East Carolina,0.29096967162179294
2,Eastern Michigan,0.30512399403960716
2,Florida,0.3191884911289444
2,Florida Atlantic,0.3386050240216901
2,Florida International,0.36456911850937873
2,Florida State,0.3855613855813293
2,Fresno State,0.40667605742143925
2,Georgia,0.4283263697655078
2,Georgia Southern,0.45214093079647877
2,Georgia State,0.4629419961748294
2,Georgia Tech,0.4814603935387738
2,Hawai'i,0.49981997266501227
2,Houston,0.5188107781120859
2,Illinois,0.5482103843899424
2,Indiana,0.5827424369476388
2,Iowa,0.6063248753421722
2,Iowa State,0.6272108497688865
2,James Madison,0.6481098251120915
2,Kansas,0.6653774489393147
2,Kansas State,0.690596245697579
2,Kent State,0.7088496199201402
2,Kentucky,0.7252280773291793
2,LSU,0.7495545543920489
2,Liberty,0.776419005686009
2,Louisiana,0.7970524735249953
2,Louisiana Tech,0.8132179091281965
2,Louisville,0.8301047232960083
2,Marshall,0.838768625836119
2,Maryland,0.8470064609801075
2,Massachusetts,0.8582016080590019
2,Memphis,0.8809434447690789
2,Miami,0.8891827689494185
2,Miami (OH),0.892496195237825
2,Michigan,0.8973919174437949
2,Michigan State,0.9103103294091788
2,Middle Tennessee,0.9091541534197047
2,Minnesota,0.9147260208908135
2,Mississippi State,0.9049402201790893
2,Missouri,0.903940203699139
2,NC State,0.8974239584353092
2,Navy,0.8902984230354957
2,Nebraska,0.8874395022915488
2,Nevada,0.8871998306027884
2,New Mexico,0.8892891267035793
2,New Mexico State,0.889390004013932
2,North Carolina,0.8953876211054463
2,North Texas,0.8914620000432335
2,Northern Illinois,0.8946597628365274
2,Northwestern,0.8933423213533153
2,Notre Dame,0.8982800092893406
2,Ohio,0.9065547263947479
2,Ohio State,0.9150039314565991
2,Oklahoma,0.9164788327817674
2,Oklahoma State,0.9102586491217594
