week,bias
5,-1.691827100206674
6,-1.056333263811132
7,0.045485146965914845
8,-0.646581997476893
9,1.470796045110419
10,-1.62676708762281
11,0.8671412615603077
12,0.4514044306384273
13,-3.7812013334226977
14,-1.9391236324954582
15,8.055774535167012
