week,bias
6,-0.5985911847388062
7,-1.516477039572362
8,-0.3920231389054457
9,4.833936234744299
10,-0.1453767471533304
11,0.6477202719454688
12,2.7585472450714916
13,3.421301143472289
14,-0.3118935976610851
15,3.131494518598715
16,-18.03665088861095
