id,season,week,home_team,away_team,home_points,away_points,spread_line,total_line,home_games_played,away_games_played,prediction,predicted_spread,home_team_spread_line,predicted_total,predicted_spread_std_dev,predicted_total_std_dev,expected_home_margin,edge_spread,edge_total,spread_bet_reason,total_bet_reason,bet_spread,bet_total,kelly_fraction_spread,kelly_fraction_total,bet_units_spread,bet_units_total,bet_units
401762471,2025,5,East Carolina,Army,28.0,6.0,-3.5,52.5,4.0,3.0,18.86729712977189,18.86729712977189,-3.5,52.5,14.0,14.0,3.5,15.367297129771892,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401754543,2025,5,Virginia,Florida State,46.0,38.0,7.0,60.5,4.0,3.0,-8.638169788643959,-8.638169788643959,7.0,60.5,14.0,14.0,-7.0,1.6381697886439586,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401756902,2025,5,Arizona State,TCU,27.0,24.0,-3.0,54.5,4.0,3.0,-6.484070839816752,-6.484070839816752,-3.0,54.5,14.0,14.0,3.0,9.484070839816752,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401752939,2025,5,Oregon State,Houston,24.0,27.0,12.5,47.5,4.0,3.0,9.413660949793318,9.413660949793318,12.5,47.5,14.0,14.0,-12.5,21.913660949793318,0.0,Bet Placed,No Bet - Small Edge,home,none,0.05,0.0,2.5,0.0,2.5
401752717,2025,5,Arkansas,Notre Dame,13.0,56.0,5.0,63.5,4.0,3.0,17.135692349909625,17.135692349909625,5.0,63.5,14.0,14.0,-5.0,22.135692349909625,0.0,Bet Placed,No Bet - Small Edge,home,none,0.05,0.0,2.5,0.0,2.5
401752849,2025,5,Minnesota,Rutgers,31.0,28.0,-4.0,51.5,3.0,4.0,21.015184946564684,21.015184946564684,-4.0,51.5,14.0,14.0,4.0,17.015184946564684,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401752850,2025,5,Illinois,USC,34.0,32.0,6.5,62.0,4.0,4.0,-9.365686028938311,-9.365686028938311,6.5,62.0,14.0,14.0,-6.5,2.8656860289383115,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401754545,2025,5,Syracuse,Duke,3.0,38.0,4.5,59.5,4.0,4.0,-6.857065156600262,-6.857065156600262,4.5,59.5,14.0,14.0,-4.5,2.357065156600262,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401754546,2025,5,Wake Forest,Georgia Tech,29.0,30.0,13.0,53.0,3.0,4.0,-14.115860086630343,-14.115860086630343,13.0,53.0,14.0,14.0,-13.0,1.1158600866303434,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401754547,2025,5,Pittsburgh,Louisville,27.0,34.0,3.0,54.0,3.0,3.0,5.862455622768675,5.862455622768675,3.0,54.0,14.0,14.0,-3.0,8.862455622768675,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401756905,2025,5,Kansas,Cincinnati,34.0,37.0,-5.5,56.0,4.0,3.0,13.458475428970454,13.458475428970454,-5.5,56.0,14.0,14.0,5.5,7.958475428970454,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401756906,2025,5,Kansas State,UCF,34.0,20.0,-6.0,48.5,4.0,3.0,0.8917190790046132,0.8917190790046132,-6.0,48.5,14.0,14.0,6.0,5.108280920995387,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401761617,2025,5,North Texas,South Alabama,36.0,22.0,-13.0,63.5,4.0,4.0,17.048535227832954,17.048535227832954,-13.0,63.5,14.0,14.0,13.0,4.048535227832954,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401762825,2025,5,Ohio,Bowling Green,35.0,20.0,-8.0,50.0,4.0,4.0,-6.490516153514825,-6.490516153514825,-8.0,50.0,14.0,14.0,8.0,14.490516153514825,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401752725,2025,5,Vanderbilt,Utah State,55.0,35.0,-23.0,57.5,4.0,4.0,25.51696913168703,25.51696913168703,-23.0,57.5,14.0,14.0,23.0,2.5169691316870306,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401762826,2025,5,Central Michigan,Eastern Michigan,24.0,13.0,-3.0,54.5,4.0,4.0,-3.808611960983974,-3.808611960983974,-3.0,54.5,14.0,14.0,3.0,6.808611960983974,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401761614,2025,5,James Madison,Georgia Southern,35.0,10.0,-15.0,54.5,3.0,4.0,13.55470261904334,13.55470261904334,-15.0,54.5,14.0,14.0,15.0,1.44529738095666,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401761616,2025,5,UL Monroe,Arkansas State,28.0,16.0,-1.5,55.5,3.0,4.0,0.903183427796157,0.903183427796157,-1.5,55.5,14.0,14.0,1.5,0.596816572203843,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401752719,2025,5,Ole Miss,LSU,24.0,19.0,-2.5,58.0,4.0,4.0,20.526681359457648,20.526681359457648,-2.5,58.0,14.0,14.0,2.5,18.026681359457648,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401752724,2025,5,Texas A&M,Auburn,16.0,10.0,-6.5,51.5,3.0,4.0,0.6727531333527583,0.6727531333527583,-6.5,51.5,14.0,14.0,6.5,5.827246866647242,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401752851,2025,5,Northwestern,UCLA,17.0,14.0,-6.0,46.0,3.0,3.0,7.682627696574245,7.682627696574245,-6.0,46.0,14.0,14.0,6.0,1.6826276965742446,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
