id,season,week,home_team,away_team,home_points,away_points,spread_line,total_line,home_games_played,away_games_played,prediction,predicted_spread,home_team_spread_line,predicted_total,predicted_spread_std_dev,predicted_total_std_dev,expected_home_margin,edge_spread,edge_total,spread_bet_reason,total_bet_reason,bet_spread,bet_total,kelly_fraction_spread,kelly_fraction_total,bet_units_spread,bet_units_total,bet_units
401757275,2025,6,New Mexico State,Sam Houston,37.0,10.0,2.0,52.0,4.0,4.0,3.842425436976639,3.842425436976639,2.0,52.0,14.0,14.0,-2.0,5.842425436976638,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401757276,2025,6,Delaware,Western Kentucky,24.0,27.0,-3.0,63.0,4.0,5.0,-0.2572419664777294,-0.2572419664777294,-3.0,63.0,14.0,14.0,3.0,3.2572419664777295,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401762475,2025,6,South Florida,Charlotte,54.0,26.0,-28.0,55.5,4.0,4.0,7.5714369579691905,7.5714369579691905,-28.0,55.5,14.0,14.0,28.0,20.42856304203081,0.0,Bet Placed,No Bet - Small Edge,away,none,0.05,0.0,2.5,0.0,2.5
401760384,2025,6,San José State,New Mexico,35.0,28.0,-2.0,59.5,4.0,4.0,0.1938828275689115,0.1938828275689115,-2.0,59.5,14.0,14.0,2.0,1.8061171724310885,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401756909,2025,6,BYU,West Virginia,38.0,24.0,-20.0,47.0,4.0,5.0,18.089905100663653,18.089905100663653,-20.0,47.0,14.0,14.0,20.0,1.9100948993363467,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401760382,2025,6,San Diego State,Colorado State,45.0,24.0,-4.5,40.5,4.0,4.0,18.784812260450643,18.784812260450643,-4.5,40.5,14.0,14.0,4.5,14.284812260450643,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401752728,2025,6,Georgia,Kentucky,35.0,14.0,-20.0,49.0,4.0,4.0,12.784795633750123,12.784795633750123,-20.0,49.0,14.0,14.0,20.0,7.215204366249877,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401752856,2025,6,Michigan,Wisconsin,24.0,10.0,-17.0,42.5,4.0,4.0,0.3103160681480528,0.3103160681480528,-17.0,42.5,14.0,14.0,17.0,16.689683931851945,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401752861,2025,6,Purdue,Illinois,27.0,43.0,7.0,54.5,4.0,5.0,4.394560069266414,4.394560069266414,7.0,54.5,14.0,14.0,-7.0,11.394560069266415,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401754550,2025,6,Pittsburgh,Boston College,48.0,7.0,-6.5,55.0,4.0,4.0,10.178564552557054,10.178564552557054,-6.5,55.0,14.0,14.0,6.5,3.678564552557054,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
