id,season,week,home_team,away_team,home_points,away_points,spread_line,total_line,home_games_played,away_games_played,prediction,predicted_spread,home_team_spread_line,predicted_total,predicted_spread_std_dev,predicted_total_std_dev,expected_home_margin,edge_spread,edge_total,spread_bet_reason,total_bet_reason,bet_spread,bet_total,kelly_fraction_spread,kelly_fraction_total,bet_units_spread,bet_units_total,bet_units
401762862,2025,13,Bowling Green,Akron,16.0,19.0,-2.0,48.0,10.0,11.0,3.935318605079869,3.935318605079869,-2.0,48.0,14.0,14.0,2.0,1.935318605079869,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401762863,2025,13,Ohio,Massachusetts,42.0,14.0,-33.5,53.0,10.0,10.0,17.703263063985236,17.703263063985236,-33.5,53.0,14.0,14.0,33.5,15.796736936014764,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401762864,2025,13,Northern Illinois,Western Michigan,19.0,35.0,7.0,39.5,10.0,10.0,-10.07007271436075,-10.07007271436075,7.0,39.5,14.0,14.0,-7.0,3.07007271436075,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401762865,2025,13,Buffalo,Miami (OH),20.0,37.0,2.5,38.5,10.0,10.0,0.0259144149226075,0.0259144149226075,2.5,38.5,14.0,14.0,-2.5,2.5259144149226076,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401762866,2025,13,Kent State,Central Michigan,16.0,28.0,7.5,50.5,10.0,10.0,-15.215524296698828,-15.215524296698828,7.5,50.5,14.0,14.0,-7.5,7.7155242966988276,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401761655,2025,13,Arkansas State,Louisiana,30.0,34.0,-2.5,54.0,10.0,10.0,-1.476102081759488,-1.476102081759488,-2.5,54.0,14.0,14.0,2.5,3.976102081759488,0.0,No Bet - Exposure Cap,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401754598,2025,13,NC State,Florida State,21.0,11.0,6.5,58.5,10.0,10.0,-5.624232927631265,-5.624232927631265,6.5,58.5,14.0,14.0,-6.5,0.8757670723687347,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401760418,2025,13,UNLV,Hawai'i,38.0,10.0,-2.5,64.5,10.0,10.0,1.8604002616402249,1.8604002616402249,-2.5,64.5,14.0,14.0,2.5,0.6395997383597751,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401752778,2025,13,Oklahoma,Missouri,17.0,6.0,-4.5,42.5,10.0,10.0,2.6573427095096083,2.6573427095096083,-4.5,42.5,14.0,14.0,4.5,1.8426572904903917,0.0,No Bet - Small Edge,No Bet - Small Edge,none,none,0.0,0.0,0.0,0.0,0.0
401752781,2025,13,Texas A&M,Samford,48.0,0.0,-54.5,59.5,10.0,1.0,25.110184276621062,25.110184276621062,-54.5,59.5,14.0,14.0,54.5,29.389815723378938,0.0,No Bet - Min Games,No Bet - Min Games,none,none,0.0,0.0,0.0,0.0,0.0
